set,slot_utc,robust,entry,entry_delay,spread,hour,r5,dOI,imb,liq,rng24,d_hi,d_lo,atr,mfe,t_mfe,mae,t_mae,fp0.5,fp1.0,n1,n5,n15,n30,n60
upside_sell,2026-08-20T06:15:00,0,69468.1,30.472,7.0,6.0,0.0016,-0.0001,0.3333,0.0,44.885,1.625,1.7634,99.5457,16.7,0.0623,516.85,50.2531,adv,adv,-70.69,-152.67,-234.54,-362.67,-165.61
upside_sell,2026-08-20T07:50:00,0,69743.42,30.071,7.0,7.0,0.0019,0.0023,-0.3068,0.0,47.935,1.7559,2.1322,135.5629,56.44,2.3561,2029.47,58.7171,adv,adv,40.04,-21.48,-937.16,-1429.85,-1998.07
upside_sell,2026-08-20T08:50:00,0,71729.49,30.55,7.0,8.0,0.0022,0.0014,-0.0862,5.0932,51.535,0.1115,5.7156,357.9679,302.19,5.5345,285.86,26.1642,fav,neither,78.32,208.76,-174.42,-182.14,74.34
upside_sell,2026-08-20T10:10:00,0,72311.01,30.007,7.0,10.0,0.004,0.0006,-0.0876,0.0795,56.715,0.0845,2.8473,242.9193,611.47,27.5258,135.41,4.6639,fav,fav,72.65,-24.12,374.4,503.08,382.15
upside_sell,2026-08-20T11:30:00,0,72268.38,30.51,7.0,11.0,0.0049,0.0,0.1146,4.7041,59.94,0.036,3.1698,180.5629,826.49,33.7627,11.89,4.7174,fav,fav,80.77,48.4,158.69,490.56,605.45
upside_sell,2026-08-20T12:50:00,0,71823.98,30.598,7.0,12.0,0.0039,0.0028,-0.0518,0.0,63.315,0.6597,1.892,213.9536,754.71,41.6526,230.14,13.5005,adv,adv,-46.1,-48.29,-142.01,-51.15,91.36
upside_sell,2026-08-20T13:50:00,0,71711.08,30.46,7.0,13.0,0.0014,0.0031,0.0673,1.5206,64.2,1.3614,2.5873,249.4121,407.37,34.1143,232.71,17.6766,fav,fav,4.72,79.41,-95.22,95.93,-13.32
upside_sell,2026-08-20T14:50:00,0,71716.34,30.129,7.0,14.0,0.0026,0.0026,-0.1146,0.0,65.73,0.9539,1.7725,234.7664,103.99,1.127,1094.41,36.8135,adv,adv,56.58,-65.32,-468.08,-385.52,-725.2
upside_sell,2026-08-20T15:50:00,0,72430.1,30.035,7.0,15.0,0.0019,0.0005,0.0527,1.363,65.635,1.182,2.5739,319.0707,265.98,22.0269,283.31,50.8374,fav,neither,-55.85,88.98,15.47,122.33,-186.18
upside_sell,2026-08-20T16:55:00,0,72731.11,30.035,7.0,17.0,0.0025,0.0031,0.0529,8.2983,65.5,0.8471,2.949,193.4493,216.54,10.4218,233.43,52.2943,adv,fav,-41.62,-18.12,73.14,-83.73,-68.35
upside_sell,2026-08-20T19:20:00,0,72613.76,30.084,7.0,19.0,0.0014,0.0002,-0.153,0.0,66.555,0.7572,2.2142,144.7379,84.69,2.5853,186.88,59.1441,fav,adv,10.05,6.33,-104.17,-44.95,-187.04
upside_sell,2026-08-20T21:30:00,0,72778.06,30.404,7.0,21.0,0.002,0.0007,0.2566,0.0,64.755,2.2711,1.8112,132.8036,296.54,28.5008,47.37,0.9956,fav,fav,-51.68,-20.5,50.88,191.71,4.3
upside_sell,2026-08-20T22:50:00,0,72784.23,30.329,7.0,22.0,0.0017,0.0014,-0.1556,0.0,62.645,0.7387,2.6836,114.1029,142.81,5.7165,630.34,30.8916,fav,fav,12.03,108.53,-89.27,-383.0,-282.05
upside_sell,2026-08-21T00:05:00,0,73307.24,30.552,7.0,0.0,0.0025,0.0033,-0.3819,0.0,62.805,0.6337,3.085,163.8514,50.99,3.5494,677.84,21.6862,adv,adv,-0.42,-114.2,-505.27,-286.25,-639.41
upside_sell,2026-08-21T01:15:00,0,74592.95,30.24,7.0,1.0,0.009,0.0002,-0.1138,129.6077,63.665,0.9468,3.6174,301.0193,349.01,2.4626,1178.66,27.775,fav,fav,206.72,-11.86,-125.81,-841.21,-79.06
upside_sell,2026-08-21T03:20:00,0,74500.64,30.34,7.0,3.0,0.0017,0.004,-0.1123,0.0,67.885,2.7133,1.3834,211.6607,100.7,12.757,428.34,57.9691,adv,adv,-19.37,-107.03,-22.35,-180.2,-286.1
upside_sell,2026-08-21T04:30:00,0,74928.27,30.267,7.0,4.0,0.002,0.0004,0.1532,0.4341,69.175,0.2152,2.9162,182.3736,111.15,6.7066,557.05,42.9018,fav,adv,-31.33,63.1,-66.15,-92.34,-229.28
upside_sell,2026-08-21T06:30:00,0,75529.63,30.447,7.0,6.0,0.004,0.0002,-0.3325,4.6018,72.66,0.53,2.3465,198.35,282.25,9.7423,1356.18,41.1356,adv,fav,-0.23,-157.69,3.47,-176.5,-860.41
upside_sell,2026-08-21T07:35:00,0,76454.69,30.169,7.0,7.0,0.002,0.0026,-0.0431,0.7029,75.085,1.3532,3.8315,316.0164,274.21,19.039,1214.2,57.8088,adv,adv,-54.47,-159.36,94.87,-216.62,-1054.11
upside_sell,2026-08-21T08:45:00,0,78186.18,30.387,7.0,8.0,0.0037,0.0025,-0.0805,19.4675,76.815,0.1124,5.3947,372.44,952.11,16.7255,1337.06,8.7238,adv,adv,-134.06,-448.89,320.0,616.27,32.3
upside_sell,2026-08-21T10:10:00,0,78036.8,30.134,7.0,10.0,0.0032,0.002,-0.0491,0.9875,79.11,0.8192,1.5181,395.7121,733.02,57.9703,205.7,1.3478,adv,fav,-143.22,-89.58,119.38,151.73,547.24
upside_sell,2026-08-21T11:20:00,0,77391.42,30.314,7.0,11.0,0.0028,-0.0035,0.0642,1.0904,80.56,2.3786,0.7725,259.6307,993.63,9.2307,117.41,0.9853,fav,fav,-117.62,68.9,391.2,444.28,698.94
upside_sell,2026-08-21T12:35:00,0,77208.52,30.004,7.0,12.0,0.0069,0.0033,-0.0931,8.5767,82.375,0.1282,1.9064,372.0764,1002.63,55.5031,262.44,4.7731,adv,fav,-116.38,-212.32,-7.37,40.57,198.15
upside_sell,2026-08-21T13:35:00,0,76998.37,30.164,7.0,13.0,0.0051,-0.011,0.1246,41.7775,83.83,1.446,2.4536,324.4071,478.25,38.8586,713.45,10.6496,adv,adv,-119.03,-359.59,-367.74,-31.62,107.94
upside_sell,2026-08-21T14:40:00,0,77163.28,30.214,7.0,14.0,0.0036,0.0011,0.1331,0.0,86.035,1.3002,1.5426,419.195,25.57,0.291,705.93,29.8446,adv,adv,-72.74,-225.73,-149.99,-687.47,-362.73
upside_sell,2026-08-21T16:15:00,0,77037.17,30.505,7.0,16.0,0.0038,0.0018,0.109,1.8658,86.115,3.1265,1.1921,248.8357,2.24,2.1738,664.98,48.3428,adv,adv,-96.33,-77.96,-268.78,-478.09,-224.25
upside_sell,2026-08-21T17:25:00,0,77511.16,30.715,7.0,17.0,0.0044,0.0027,0.1674,0.0,86.005,0.9691,1.8667,193.4736,280.04,47.8535,125.82,2.3629,adv,fav,-31.32,-53.93,194.64,130.26,162.83
upside_sell,2026-08-21T18:55:00,0,77126.29,30.144,7.0,19.0,0.0038,0.0028,0.2163,0.574,86.7,2.0447,2.7685,197.8979,303.22,6.316,221.56,29.6779,fav,fav,87.17,208.69,51.23,-184.25,271.33
upside_sell,2026-08-21T21:10:00,0,77563.64,30.554,7.0,21.0,0.0033,,-0.2157,14.0452,89.885,1.3929,1.8137,170.1114,0.91,4.9261,1200.55,51.738,adv,adv,-78.05,-33.63,-675.11,-777.57,-1097.24
upside_sell,2026-08-21T22:50:00,0,78532.22,30.576,7.0,22.0,0.0031,-0.0003,0.3433,0.0599,95.475,0.7356,1.5101,310.6014,418.84,55.6762,195.56,26.7811,fav,fav,-9.3,139.16,7.16,-127.48,250.02
upside_sell,2026-08-22T02:25:00,0,78395.59,30.667,7.0,2.0,0.0023,0.0027,-0.0624,2.3082,92.25,0.5274,3.7335,166.4079,246.22,4.8917,401.99,58.9947,adv,fav,-69.04,170.92,-27.99,-51.54,-358.23
upside_sell,2026-08-22T04:20:00,0,78502.11,30.888,7.0,4.0,0.0029,-0.0017,0.0982,0.0073,92.27,1.8865,1.7653,180.1121,1978.65,46.0348,315.52,17.3138,adv,adv,-48.14,-54.88,-177.96,5.79,1396.7
upside_sell,2026-08-22T05:25:00,0,77205.46,30.67,7.0,5.0,0.0031,,0.3886,0.093,92.905,4.2893,1.8278,375.0429,309.55,1.1362,361.94,5.6837,fav,neither,210.26,-160.94,86.5,-190.53,-34.77
upside_sell,2026-08-22T06:35:00,0,77518.69,30.687,7.0,6.0,0.0053,0.0029,0.2455,0.1195,94.145,0.1333,2.0248,274.8086,316.62,38.0234,157.55,24.6134,fav,fav,-23.35,45.01,109.21,99.5,170.24
upside_sell,2026-08-23T04:10:00,0,77002.98,30.428,7.0,4.0,0.0024,0.0029,0.2506,0.0,45.515,1.2141,3.0973,109.9107,1213.47,59.3925,28.64,0.1604,fav,fav,17.64,208.58,45.66,187.15,956.09
upside_sell,2026-08-23T05:20:00,0,76309.54,30.949,7.0,5.0,0.0029,0.0048,0.1285,5.8092,44.73,2.7207,2.9481,251.8943,454.53,43.1409,29.17,4.7952,fav,fav,95.19,3.91,131.63,185.89,84.69
upside_sell,2026-08-23T08:05:00,0,76247.22,30.006,7.0,8.0,0.0023,0.0015,-0.1739,0.0059,43.35,0.8094,3.27,114.3129,84.9,1.003,415.21,30.7403,fav,adv,71.6,28.66,38.3,-172.91,-345.34
upside_sell,2026-08-23T11:20:00,0,77257.52,30.738,7.0,11.0,0.004,0.0011,-0.1031,25.4064,40.37,0.351,3.9408,137.3529,264.31,46.3742,142.95,28.8346,fav,fav,42.83,124.17,-86.59,-64.24,173.83
upside_sell,2026-08-23T13:15:00,0,77588.72,30.041,7.0,13.0,0.0042,-0.0,-0.2438,17.0622,39.88,1.6472,5.516,107.505,274.28,47.2194,57.02,4.4179,fav,fav,166.51,45.4,195.19,123.31,89.14
upside_sell,2026-08-23T15:20:00,0,77186.55,30.063,7.0,15.0,0.0025,0.0007,0.2134,0.0,40.825,1.5872,2.0973,195.0771,74.26,8.4935,133.86,51.1937,adv,neither,-28.64,-33.62,-74.03,12.51,-92.39
upside_sell,2026-08-23T21:00:00,0,77640.7,30.443,7.0,21.0,0.0036,0.0007,0.4837,5.723,40.905,0.6538,5.8267,78.4979,107.45,37.979,419.17,23.9732,fav,adv,12.89,16.04,-353.87,-221.3,-60.05
upside_sell,2026-08-24T00:55:00,0,77663.28,30.152,7.0,1.0,0.0024,0.0017,-0.1909,0.0871,45.74,0.4681,2.8808,181.3143,755.72,59.468,67.27,4.0027,fav,fav,67.49,96.23,239.41,410.18,718.23
upside_sell,2026-08-24T02:10:00,0,77388.13,30.236,7.0,2.0,0.0031,0.0024,0.1493,1.6557,47.555,0.4437,2.8024,184.8007,189.16,59.5564,167.57,21.0374,adv,fav,-51.56,-78.53,-51.99,-37.55,166.66
upside_sell,2026-08-24T05:10:00,0,77112.7,30.176,7.0,5.0,0.0024,0.0011,-0.3131,0.1901,49.93,0.944,3.1793,146.0993,263.92,21.3684,362.86,59.8578,fav,fav,-32.28,75.6,93.01,-24.08,-364.22
upside_sell,2026-08-24T06:10:00,0,77464.92,30.672,7.0,6.0,0.0025,0.0017,-0.2123,1.4017,48.865,0.0413,3.5853,172.8286,241.34,24.7858,332.56,57.2223,fav,fav,76.22,102.23,88.09,85.53,-253.57
upside_sell,2026-08-24T07:10:00,0,77700.16,30.001,7.0,7.0,0.0025,,-0.2172,2.1989,48.495,0.7075,3.6203,132.6093,510.5,46.9073,13.79,0.037,fav,fav,30.97,103.66,183.49,340.18,482.31
upside_sell,2026-08-24T11:30:00,0,78271.58,30.771,7.0,11.0,0.0039,0.0003,-0.0723,7.0716,51.185,0.1872,4.9856,170.9314,317.03,40.8375,462.69,56.9975,adv,adv,-47.12,-223.76,78.02,86.32,-336.52
upside_sell,2026-08-24T12:45:00,0,78942.68,30.302,7.0,12.0,0.0031,0.0023,-0.155,11.2991,54.225,0.1555,3.7962,261.2179,1114.33,55.5627,491.74,20.8463,adv,adv,-267.6,-247.05,-170.05,-69.51,747.33
upside_sell,2026-08-24T13:55:00,0,78651.33,30.343,7.0,14.0,0.0028,0.0036,0.1034,1.427,55.965,2.339,2.4797,333.3007,90.97,3.7625,1181.52,41.607,adv,adv,-190.56,-73.37,-594.2,-701.31,-844.5
upside_sell,2026-08-24T14:55:00,0,79478.35,30.223,7.0,15.0,0.0026,0.0003,0.0556,0.0,57.32,0.9594,2.5188,365.8429,680.9,57.3992,523.94,31.6638,adv,adv,102.19,38.46,-112.52,-340.32,273.93
upside_sell,2026-08-24T17:05:00,0,79106.88,30.904,7.0,17.0,0.0041,-0.0063,0.4068,0.0377,61.45,2.8503,1.97,265.5236,652.57,14.8572,88.97,2.1069,fav,fav,-63.79,138.76,565.01,300.0,228.3
upside_sell,2026-08-24T20:05:00,0,78764.22,30.596,7.0,20.0,0.0027,,-0.1809,0.0,68.18,1.8288,1.1477,194.1864,163.73,5.2414,247.72,53.3638,fav,adv,40.03,132.68,54.58,-194.22,-228.26
upside_sell,2026-08-25T00:40:00,0,79427.71,30.094,7.0,0.0,0.005,0.0008,-0.0711,6.0586,64.82,-0.0162,4.4826,160.9729,8.26,0.0785,554.35,18.4195,adv,adv,-212.8,-161.65,-303.67,-175.07,-317.89
upside_sell,2026-08-25T01:55:00,0,79821.05,30.483,7.0,2.0,0.0027,0.0019,-0.0958,0.0,65.81,0.6626,1.5234,237.7043,94.93,1.7514,1453.44,42.0352,adv,adv,55.6,-14.18,-46.48,-1149.24,-874.39
upside_sell,2026-08-25T12:10:00,0,79062.6,30.344,7.0,12.0,0.0032,0.0061,0.229,0.0,72.865,2.2829,2.2266,182.1307,443.3,10.8571,28.24,52.0159,fav,fav,37.51,153.01,233.84,134.14,248.42
upside_sell,2026-08-25T13:30:00,0,79055.27,30.005,7.0,13.0,0.005,0.0028,-0.0386,0.0,72.035,0.3693,2.2899,219.19,951.61,17.7641,325.29,58.2406,adv,fav,-148.33,75.76,583.01,214.21,-166.87
upside_sell,2026-08-25T17:30:00,0,79002.31,30.733,7.0,17.0,0.003,,0.2656,0.0,66.405,2.2021,1.5846,164.47,8.3,0.3842,381.25,38.178,adv,adv,-34.15,-73.21,-153.25,-230.19,-193.05
upside_sell,2026-08-25T21:10:00,0,78212.25,30.089,7.0,21.0,0.0039,0.0003,-0.2931,0.0585,64.995,3.4932,1.7506,215.49,16.37,0.1611,736.44,59.5475,adv,adv,-105.62,-89.78,-255.49,-390.71,-721.63
upside_sell,2026-08-26T02:25:00,0,79130.89,30.085,7.0,2.0,0.003,0.0008,-0.2098,5.8492,64.395,0.848,3.5436,120.2807,152.27,49.0699,110.1,3.2575,adv,fav,-54.12,-63.91,-35.63,35.16,98.36
upside_sell,2026-08-26T05:20:00,0,79027.59,31.207,7.0,5.0,0.0034,-0.0,0.3437,0.0,59.47,0.6201,2.814,142.8536,215.43,59.7135,180.83,41.2508,fav,adv,48.23,-1.22,-34.87,51.07,170.05
upside_sell,2026-08-26T13:30:00,0,78279.57,30.047,7.0,13.0,0.0036,0.0031,0.01,0.0416,56.24,0.8591,1.6271,238.7957,167.36,17.7605,325.98,36.0847,adv,adv,-3.43,-155.99,-80.94,-226.3,139.63
upside_sell,2026-08-26T15:05:00,0,77923.44,30.218,7.0,15.0,0.0034,-0.001,0.3988,0.0,56.04,3.3513,1.5063,202.4943,208.49,5.3839,247.64,58.0976,fav,fav,-2.72,85.07,-54.39,-146.06,-186.66
upside_sell,2026-08-26T16:45:00,0,78063.82,30.091,7.0,16.0,0.0028,-0.0013,0.1954,0.0189,55.01,0.7682,1.4975,146.0329,103.32,6.986,557.57,50.7341,fav,adv,-49.47,19.74,-2.36,-214.3,-372.85
upside_sell,2026-08-27T01:45:00,0,78955.57,30.596,7.0,1.0,0.0031,0.0018,0.0899,0.0,51.0,0.1946,2.7692,145.7507,254.53,50.423,69.24,1.0806,fav,fav,-51.48,-17.3,37.04,125.36,216.32
upside_sell,2026-08-27T08:00:00,0,79358.37,30.995,7.0,8.0,0.0044,,-0.1492,36.2307,47.47,1.4352,6.1896,101.9157,85.59,0.4262,668.25,40.3766,fav,adv,42.56,-443.88,-116.03,-429.61,-386.7
upside_sell,2026-08-27T09:25:00,0,80347.4,30.483,7.0,9.0,0.0051,-0.0024,-0.1921,55.6711,48.61,1.03,3.7886,178.72,1005.7,56.3102,68.53,1.5103,fav,fav,-46.18,132.76,93.39,405.16,747.81
upside_sell,2026-08-27T13:50:00,0,79378.01,30.044,7.0,13.0,0.0034,-0.0021,0.3446,0.0,48.19,0.711,2.9386,162.3514,30.65,1.6479,1028.73,49.2218,adv,adv,-51.2,-154.3,-59.87,-420.07,-736.23
upside_sell,2026-08-28T01:15:00,0,81087.43,30.011,7.0,1.0,0.0028,0.0028,-0.4584,22.8155,49.57,0.003,4.2343,172.4271,1034.42,57.9319,427.03,12.8209,fav,adv,5.44,-9.16,-84.97,301.28,932.89
upside_sell,2026-08-28T04:10:00,0,79918.76,30.297,7.0,4.0,0.0027,-0.0088,-0.0572,0.0209,53.955,1.0926,2.3297,135.8893,353.71,54.309,68.24,3.8722,adv,fav,-50.76,8.72,67.68,204.58,255.16
upside_sell,2026-08-28T13:50:00,0,79394.48,30.828,7.0,13.0,0.0027,0.0015,-0.2008,0.0053,48.49,0.625,2.446,155.62,957.86,17.8095,341.34,4.883,adv,adv,-53.79,-168.54,494.06,564.18,-101.84
upside_sell,2026-08-28T16:35:00,0,77869.8,30.079,7.0,16.0,0.0025,-0.0016,-0.216,0.6497,49.26,3.6351,2.8059,358.6764,222.49,24.8211,263.35,39.3257,fav,neither,4.65,33.54,57.53,59.0,107.61
upside_sell,2026-08-28T17:45:00,0,77933.45,30.383,7.0,17.0,0.0024,0.0012,-0.2164,0.0,49.71,1.0168,1.501,192.9586,679.1,58.4362,66.57,0.4152,fav,fav,-34.26,44.48,28.81,275.24,627.03
upside_sell,2026-08-28T18:50:00,0,77438.04,30.317,7.0,18.0,0.0025,0.0018,0.4619,0.0,50.235,3.2706,1.2127,154.3579,87.97,53.5588,385.25,25.6718,adv,adv,-37.57,-144.71,-240.25,-311.53,-3.82
upside_sell,2026-08-29T14:40:00,0,77935.31,30.156,7.0,14.0,0.0022,-0.0033,-0.392,3.0208,28.04,1.3546,4.5911,63.9743,122.39,46.3764,230.74,1.8911,adv,adv,-48.18,-52.48,-51.88,-1.84,64.56
upside_sell,2026-08-30T12:05:00,0,78608.16,30.46,7.0,12.0,0.0041,-0.0068,-0.5515,4.4079,20.37,0.0604,6.7274,75.6086,126.82,10.7232,254.63,22.631,adv,adv,-66.52,1.5,77.99,16.77,-83.38
upside_sell,2026-08-30T16:10:00,0,79211.16,30.246,7.0,16.0,0.0037,-0.0014,0.2218,15.4845,22.29,0.2829,4.2127,141.3386,210.02,7.6175,202.46,42.2957,fav,fav,54.57,161.97,153.02,23.78,52.01
upside_sell,2026-08-30T20:45:00,0,78687.58,30.5,7.0,20.0,0.0023,-0.0046,0.5252,0.0,23.61,2.167,2.438,111.9871,470.62,11.8711,59.59,2.9927,adv,fav,-22.68,-5.57,240.57,72.06,107.07
upside_sell,2026-08-30T23:50:00,0,77580.61,30.494,7.0,23.0,0.0027,0.0045,0.2008,0.1794,27.935,3.6495,2.3476,255.0814,151.39,14.6791,601.22,41.3031,adv,adv,-64.75,-32.54,110.75,-392.52,-415.17
upside_sell,2026-08-31T02:10:00,0,77885.79,30.87,7.0,2.0,0.0026,0.0019,-0.4509,0.025,32.9,0.6297,2.2167,172.0407,513.83,40.7435,65.28,2.0592,fav,fav,-32.08,-4.85,22.65,155.11,241.55
upside_sell,2026-08-31T03:20:00,0,77718.59,30.28,7.0,3.0,0.0024,0.0004,0.3512,0.0,35.64,1.5606,2.7119,129.1107,235.22,58.5953,153.1,20.4993,fav,adv,-17.7,24.43,-53.07,-53.71,162.15
upside_sell,2026-08-31T05:15:00,0,78031.79,30.41,7.0,5.0,0.0035,0.0006,-0.3824,7.1915,37.545,0.2545,4.7273,124.0393,193.34,46.2372,123.83,5.3951,fav,fav,10.24,-94.63,-24.32,43.97,-16.81
upside_sell,2026-08-31T08:40:00,0,78339.21,30.436,7.0,8.0,0.0021,0.0012,-0.1054,5.6406,42.005,1.0593,3.1427,119.1171,44.02,1.5943,452.97,23.7041,adv,adv,-5.56,-8.75,-131.12,-257.7,-398.5
upside_sell,2026-08-31T12:00:00,0,78515.57,30.215,7.0,12.0,0.0028,,0.0114,0.1004,46.04,1.4873,2.62,106.9414,843.29,35.8553,7.0,0.0,fav,fav,6.58,117.65,115.79,414.88,464.75
upside_sell,2026-08-31T14:25:00,0,77979.12,30.55,7.0,14.0,0.0032,0.0025,-0.1328,0.0,48.375,1.1158,1.0834,257.7557,31.28,1.9183,701.44,30.0267,adv,adv,-130.37,-8.04,-555.99,-678.99,-450.52
upside_sell,2026-08-31T17:35:00,0,78786.26,30.294,7.0,17.0,0.0022,0.0014,0.1133,0.0,50.73,0.686,2.1353,147.3514,27.95,25.4442,298.68,38.6805,adv,adv,-83.76,-114.52,-146.28,-62.5,-210.06
upside_sell,2026-08-31T18:40:00,0,79073.44,30.353,7.0,18.0,0.0024,0.0015,-0.2361,8.6433,51.29,0.9317,2.1208,150.2371,155.0,56.7225,185.35,28.7167,fav,adv,12.35,33.22,-0.57,-47.14,102.34
upside_sell,2026-09-01T02:30:00,0,78377.24,30.146,7.0,2.0,0.0019,0.0009,-0.407,0.0,46.585,1.6092,1.8853,119.5229,80.53,2.5372,375.68,59.658,fav,adv,20.52,43.84,-16.38,-84.14,-332.22
upside_sell,2026-09-01T03:30:00,0,78697.46,30.159,7.0,3.0,0.003,0.0009,-0.2852,1.9974,46.125,0.4995,3.8863,104.0193,78.28,38.4224,211.14,50.8899,adv,adv,-112.24,-117.6,-3.65,13.62,-25.82
upside_sell,2026-09-01T05:00:00,0,78889.22,30.824,7.0,5.0,0.0023,-0.0001,0.0367,0.0,46.09,0.5953,2.7986,97.7414,125.77,16.4167,322.51,50.4973,adv,fav,-29.73,24.14,69.36,-151.26,-187.62
upside_sell,2026-09-01T09:40:00,0,77996.19,30.011,7.0,9.0,0.0018,0.0015,0.0401,0.0,45.59,0.317,2.0803,117.255,274.17,32.6874,184.82,56.2847,fav,fav,-18.12,56.99,106.8,104.9,-123.15
upside_sell,2026-09-01T12:40:00,0,77911.97,30.509,7.0,12.0,0.002,0.0005,-0.2223,0.0054,45.425,1.8768,1.5823,135.5529,516.29,21.3232,144.5,2.8212,adv,adv,-16.63,-79.84,-63.02,130.21,2.31
upside_sell,2026-09-01T13:40:00,0,77897.66,30.768,7.0,13.0,0.0037,-0.0004,0.1357,0.891,45.3,0.7024,2.286,221.1214,77.88,0.1696,513.69,24.2457,adv,adv,0.02,-233.32,-196.46,-411.4,-460.6
upside_sell,2026-09-01T16:45:00,0,77572.24,30.114,7.0,16.0,0.0019,0.0019,-0.0022,0.0,44.5,3.0521,1.8815,164.4593,255.42,56.2644,135.52,43.9042,fav,fav,2.88,-47.98,-3.82,-36.23,131.08
upside_sell,2026-09-01T18:45:00,0,76826.52,31.659,7.0,18.0,0.0027,,0.0839,34.1608,44.305,2.9713,2.2167,205.7593,7.6,0.0031,637.4,37.1982,adv,adv,-69.15,-88.96,-431.07,-400.13,-449.91
upside_sell,2026-09-01T20:10:00,0,77422.74,31.377,7.0,20.0,0.002,-0.0004,-0.0662,0.0,44.81,0.2859,2.4708,131.81,396.16,57.3091,77.46,45.7428,fav,fav,49.42,56.43,48.81,55.5,346.91
upside_sell,2026-09-01T21:20:00,0,77186.45,30.82,7.0,21.0,0.0026,0.0019,0.0624,0.0,45.425,2.4668,2.4959,125.7707,196.39,9.3756,101.6,38.5204,fav,fav,-36.31,69.3,63.82,-31.58,38.16
upside_sell,2026-09-01T22:45:00,0,77285.62,30.192,7.0,22.0,0.0021,0.0002,0.3195,0.0,46.07,0.1766,2.8094,106.8771,113.29,14.6723,322.06,58.1677,fav,fav,7.19,3.3,82.31,21.74,-263.36
upside_sell,2026-09-02T01:55:00,0,76994.47,30.833,7.0,2.0,0.0025,0.0026,0.1536,0.0,47.245,2.5569,2.4385,132.6714,96.74,5.0936,312.32,28.3912,fav,adv,27.57,68.46,-102.87,-238.85,-282.97
upside_sell,2026-09-02T03:00:00,0,77409.72,30.563,7.0,3.0,0.0019,0.0,-0.2108,2.0131,48.045,0.2316,3.8494,133.9136,40.59,0.5828,355.96,21.0529,adv,adv,2.51,-31.05,-133.56,-79.84,-55.37
upside_sell,2026-09-02T09:00:00,0,76990.2,30.094,7.0,9.0,0.002,0.0029,-0.1951,0.0,46.9,3.8744,2.2103,134.4943,553.94,40.8199,22.52,2.5533,fav,fav,28.35,22.44,108.34,313.46,372.04
upside_sell,2026-09-02T10:55:00,0,76646.18,30.459,7.0,11.0,0.0022,0.0049,0.2469,0.0,48.225,0.5772,3.4146,136.38,331.44,26.0742,164.04,59.2802,fav,fav,46.54,97.92,-15.83,165.93,-109.09
upside_sell,2026-09-02T13:00:00,0,76789.1,30.688,7.0,13.0,0.0024,0.0039,0.4537,0.0,49.37,1.7155,1.7595,130.7929,219.11,32.4704,625.3,40.2548,fav,adv,-33.43,31.72,14.41,87.01,-269.97
upside_sell,2026-09-02T14:10:00,0,77255.99,30.09,7.0,14.0,0.0018,,-0.0111,0.0,48.925,0.6708,2.9859,230.9171,553.63,58.2359,219.95,6.7362,adv,fav,-26.01,-10.1,63.65,10.42,471.83
upside_sell,2026-09-02T15:15:00,0,76976.77,30.052,7.0,15.0,0.0039,0.0012,-0.0195,0.0,49.04,2.3279,1.3052,212.9214,74.88,1.2434,550.34,59.821,adv,adv,24.51,8.18,-269.97,-155.75,-521.49
upside_sell,2026-09-02T17:40:00,0,77304.99,30.248,7.0,17.0,0.0021,0.0006,0.0829,0.0,49.55,0.2084,2.9953,128.0529,44.4,55.827,199.48,33.3394,adv,adv,-15.4,-55.52,-37.3,-118.49,-0.77
upside_sell,2026-09-02T20:00:00,0,77426.36,30.869,7.0,20.0,0.002,0.0011,-0.3649,0.0,47.2,0.367,3.3357,102.6479,242.87,13.2395,81.2,1.5669,adv,fav,-10.64,48.94,173.44,-35.2,109.3
upside_sell,2026-09-02T21:35:00,0,77346.13,30.448,7.0,21.0,0.0019,-0.001,0.4346,0.0,46.87,1.1735,1.4651,91.65,356.1,48.9661,69.15,4.7243,adv,fav,-16.36,-45.18,24.42,252.62,221.34
upside_sell,2026-09-03T01:05:00,0,77230.88,30.219,7.0,1.0,0.0018,0.0019,0.0514,0.0,45.615,0.5182,2.683,112.9557,32.71,0.3846,290.62,24.5666,adv,adv,-34.53,-87.85,-124.99,-196.29,-50.82
upside_sell,2026-09-03T02:10:00,0,77440.3,30.829,7.0,2.0,0.0029,0.002,-0.3754,0.0,45.285,0.5322,1.6533,146.0093,44.44,4.955,444.21,19.7226,adv,adv,2.34,32.11,-90.73,-281.59,-331.95
upside_sell,2026-09-03T05:30:00,0,77330.55,30.262,7.0,5.0,0.0018,0.0005,0.0425,0.0,45.365,3.7801,2.1472,124.6714,6.67,0.4129,493.21,24.5923,adv,adv,-23.15,-48.19,-176.08,-385.19,-426.92
upside_sell,2026-09-03T07:00:00,0,78061.3,30.096,7.0,7.0,0.0042,,-0.3164,7.2081,45.79,0.5624,3.8367,105.4921,493.18,52.203,92.71,0.4466,adv,fav,13.36,80.14,152.42,182.66,120.39
upside_sell,2026-09-03T08:00:00,0,77929.35,30.066,7.0,8.0,0.0024,,-0.1196,0.0,46.785,1.4415,2.3773,153.4221,208.92,46.3289,111.31,2.1717,adv,fav,-75.05,15.55,40.28,17.06,144.07
upside_sell,2026-09-03T10:50:00,0,77736.81,30.907,7.0,10.0,0.0019,0.0004,-0.2613,0.0,45.28,0.0885,2.7594,109.1293,72.89,3.5248,244.88,50.9387,fav,adv,3.6,38.09,-15.05,-156.77,-170.76
