entry_time_utc,kind,dir,entry,sl,tp,stop_dist,age_min,exit_time_utc,exit,why,pnl_002,R,month
2023-09-23T03:04:01,cont,SELL,26535.95,26570.53,26508.29,34.58,48.0,2023-09-23T04:29:34,26571.19,sl,-0.7048,-1.0191,2023-09
2023-09-23T05:37:01,flip,BUY,26573.09,26541.47,26598.39,31.62,0.0,2023-09-23T05:53:02,26540.87,sl,-0.6444,-1.019,2023-09
2023-09-23T07:09:01,flip,BUY,26591.61,26564.07,26613.64,27.54,0.0,2023-09-23T07:50:52,26563.11,sl,-0.57,-1.0349,2023-09
2023-09-23T08:01:01,cont,BUY,26604.32,26538.42,26657.04,65.9,52.0,2023-09-24T17:50:31,26657.04,tp,1.0544,0.8,2023-09
2023-09-24T18:06:01,cont,BUY,26736.58,26662.76,26795.64,73.82,21.0,2023-09-24T18:15:58,26661.71,sl,-1.4974,-1.0142,2023-09
2023-09-24T19:28:01,flip,SELL,26433.17,26641.39,26266.59,208.22,0.0,2023-09-24T23:27:58,26266.59,tp,3.3315,0.8,2023-09
2023-09-27T10:36:01,flip,BUY,26450.43,26082.93,26744.43,367.5,0.0,2023-09-27T11:49:02,26744.43,tp,5.88,0.8,2023-09
2023-09-27T14:09:01,flip,SELL,26577.67,26619.0,26544.61,41.33,0.0,2023-09-27T14:15:16,26544.61,tp,0.6613,0.8,2023-09
2023-09-27T18:44:01,flip,BUY,26275.18,26250.37,26295.03,24.81,0.0,2023-09-27T18:47:27,26249.42,sl,-0.5152,-1.0383,2023-09
2023-09-27T19:08:01,cont,BUY,26282.68,26227.04,26327.19,55.64,24.0,2023-09-27T19:46:23,26225.55,sl,-1.1426,-1.0268,2023-09
2023-09-29T02:42:01,flip,SELL,26888.3,27171.92,26661.4,283.62,0.0,2023-09-29T07:36:32,27173.25,sl,-5.699,-1.0047,2023-09
2023-10-01T22:16:01,flip,BUY,27426.96,27043.57,27733.67,383.39,0.0,2023-10-01T22:17:49,27733.67,tp,6.1342,0.8,2023-10
2023-10-02T15:49:01,flip,SELL,28190.6,28410.99,28014.29,220.39,0.0,2023-10-02T15:57:45,28014.29,tp,3.5262,0.8,2023-10
2023-10-02T16:08:01,cont,SELL,27859.49,27965.97,27774.31,106.48,19.0,2023-10-02T16:12:10,27966.64,sl,-2.143,-1.0063,2023-10
2023-10-02T23:49:01,flip,BUY,27616.53,27577.83,27647.49,38.7,0.0,2023-10-02T23:55:13,27577.74,sl,-0.7758,-1.0023,2023-10
2023-10-03T00:16:01,flip,SELL,27488.6,27545.66,27442.95,57.06,0.0,2023-10-03T00:25:59,27546.82,sl,-1.1644,-1.0203,2023-10
2023-10-03T00:37:01,cont,SELL,27465.48,27565.74,27385.27,100.26,21.0,2023-10-03T01:10:27,27385.27,tp,1.6042,0.8,2023-10
2023-10-03T01:29:01,flip,BUY,27482.36,27419.77,27532.43,62.59,0.0,2023-10-03T01:36:58,27532.43,tp,1.0014,0.8,2023-10
2023-10-03T02:35:02,cont,BUY,27570.89,27519.18,27612.26,51.71,66.0,2023-10-03T03:33:59,27612.26,tp,0.8274,0.8,2023-10
2023-10-03T04:13:01,flip,SELL,27569.85,27612.2,27535.97,42.35,0.0,2023-10-03T04:58:11,27612.32,sl,-0.8494,-1.0028,2023-10
2023-10-03T06:47:01,flip,BUY,27653.87,27560.38,27728.66,93.49,0.0,2023-10-03T07:31:01,27559.41,sl,-1.8892,-1.0104,2023-10
2023-10-03T11:26:01,flip,SELL,27496.92,27636.37,27385.36,139.45,0.0,2023-10-03T13:02:52,27385.36,tp,2.2312,0.8,2023-10
2023-10-03T13:03:01,cont,SELL,27383.21,27514.14,27278.47,130.93,97.0,2023-10-03T13:21:26,27514.26,sl,-2.621,-1.0009,2023-10
2023-10-03T13:33:01,flip,BUY,27537.98,27500.38,27568.06,37.6,0.0,2023-10-03T13:34:13,27500.04,sl,-0.7588,-1.009,2023-10
2023-10-03T13:52:01,cont,BUY,27569.36,27523.77,27605.83,45.59,19.0,2023-10-03T14:00:02,27523.26,sl,-0.922,-1.0112,2023-10
2023-10-03T14:20:01,flip,SELL,27345.83,27436.97,27272.92,91.14,0.0,2023-10-03T14:35:20,27437.55,sl,-1.8344,-1.0064,2023-10
2023-10-03T14:47:01,cont,SELL,27307.14,27448.31,27194.2,141.17,27.0,2023-10-03T17:09:13,27448.61,sl,-2.8294,-1.0021,2023-10
2023-10-03T17:24:01,cont,BUY,27461.86,27381.08,27526.48,80.78,46.0,2023-10-03T18:11:40,27380.31,sl,-1.631,-1.0095,2023-10
2023-10-03T18:17:01,flip,SELL,27375.97,27415.22,27344.57,39.25,0.0,2023-10-03T18:35:24,27344.57,tp,0.628,0.8,2023-10
2023-10-03T18:53:01,cont,SELL,27307.94,27333.51,27287.48,25.57,36.0,2023-10-03T18:58:01,27287.48,tp,0.4091,0.8,2023-10
2023-10-03T19:02:01,cont,SELL,27256.15,27297.65,27222.95,41.5,45.0,2023-10-03T19:04:08,27298.49,sl,-0.8468,-1.0202,2023-10
2023-10-03T20:06:01,cont,SELL,27230.79,27407.98,27089.04,177.19,109.0,2023-10-03T21:26:19,27408.16,sl,-3.5474,-1.001,2023-10
2023-10-03T23:30:01,flip,BUY,27447.95,27254.76,27602.5,193.19,0.0,2023-10-04T00:31:49,27252.91,sl,-3.9008,-1.0096,2023-10
2023-10-04T00:32:01,cont,SELL,27277.13,27375.85,27198.15,98.72,28.0,2023-10-04T02:08:49,27376.68,sl,-1.991,-1.0084,2023-10
2023-10-04T02:24:01,flip,BUY,27484.47,27416.29,27539.01,68.18,0.0,2023-10-04T02:36:00,27415.88,sl,-1.3718,-1.006,2023-10
2023-10-04T04:43:01,flip,SELL,27367.2,27453.1,27298.48,85.9,0.0,2023-10-04T08:04:13,27453.52,sl,-1.7264,-1.0049,2023-10
2023-10-04T08:24:01,cont,BUY,27459.11,27416.15,27493.48,42.96,98.0,2023-10-04T08:43:50,27493.48,tp,0.6874,0.8,2023-10
2023-10-04T10:48:01,flip,SELL,27509.46,27545.37,27480.73,35.91,0.0,2023-10-04T11:12:32,27546.11,sl,-0.733,-1.0206,2023-10
2023-10-04T11:26:03,flip,BUY,27572.55,27541.75,27597.19,30.8,0.0,2023-10-04T11:55:23,27541.22,sl,-0.6266,-1.0172,2023-10
2023-10-04T12:09:01,flip,SELL,27539.81,27588.63,27500.75,48.82,0.0,2023-10-04T12:15:17,27589.27,sl,-0.9892,-1.0131,2023-10
2023-10-04T12:38:01,flip,BUY,27604.85,27568.86,27633.64,35.99,0.0,2023-10-04T12:55:30,27567.5,sl,-0.747,-1.0378,2023-10
2023-10-04T13:04:01,flip,SELL,27533.1,27568.23,27505.0,35.13,0.0,2023-10-04T13:08:31,27568.52,sl,-0.7084,-1.0083,2023-10
2023-10-04T13:17:01,cont,SELL,27512.95,27562.53,27473.29,49.58,13.0,2023-10-04T13:43:06,27473.29,tp,0.7933,0.8,2023-10
2023-10-04T13:59:01,cont,SELL,27396.28,27492.13,27319.6,95.85,55.0,2023-10-04T14:48:50,27319.6,tp,1.5336,0.8,2023-10
