set,shock_utc,t_entry,entry,spread,hour,r5,atr,mfe,t_mfe,mae,t_mae,fp0.5,fp1.0,vol24,d_hi,d_lo,imb,dOI,liq,n5,n15,n30,n60
sell,2025-01-04T15:25:00,1736004600,97797.0,20.29633633633575,15,-0.0030352546860452634,81.22642857142637,285.41335526316834,20,47.856307692301925,47,fav,fav,37.554999999993015,4.188661325923189,2.5311958634154608,,,,146.2734322033939,150.30377777777903,136.85386138613103,104.68396226414188
sell,2025-01-05T08:00:00,1736064300,97914.09,20.161056338027727,8,-0.003225866546975986,45.199285714287335,173.63421621620364,14,105.21104938272038,1,adv,adv,29.04000000000815,11.165663174196578,0.2384993441741783,,,,-39.27126582278288,79.39421621621295,19.754105263156816,96.92455497382616
sell,2025-01-05T10:20:00,1736072700,97577.31,20.295473684211213,10,-0.0014510284300872645,88.07857142857185,11.673505154642044,3,231.23567567567807,52,adv,adv,29.669999999998254,3.2920606601249456,0.43926688833024896,,,,-0.9351754386007087,-100.03574144486629,-105.78594285715371,-180.60602272726828
sell,2025-01-05T14:15:00,1736086800,97262.1,20.295513698629716,14,-0.003655601822555865,92.6607142857122,23.324782608702662,3,782.9862672810996,46,adv,adv,30.169999999998254,8.12685295818088,0.3212796299865611,,,,-153.5757333333313,-179.56557755774702,-616.8359620596166,-530.845539033442
sell,2025-01-05T17:35:00,1736098800,97848.57,20.161242236024975,17,-0.001552233810574788,98.55714285714203,273.0290393013129,24,68.5809722222184,1,adv,fav,31.130000000004657,2.720858095376052,0.4160023191766958,,,,-35.16153153152845,101.77836956521787,62.61920000001555,-18.771532258047955
sell,2025-01-06T02:10:00,1736129700,99008.03,20.160539956803742,2,-0.0019525666422990362,191.0142857142855,369.98946004318714,0,108.08119850186631,20,fav,fav,34.729999999995925,1.479836960586336,5.832024530700776,,,,82.8392546583782,253.98839743589633,141.6587116564333,57.18880281690508
sell,2025-01-06T05:10:00,1736140500,99384.64,20.16079584775082,5,-0.0014594657647973852,140.13285714285823,-19.24079584775609,0,541.5751149425196,32,adv,adv,38.38999999999942,1.5974840202664735,1.695034304180705,,,,-127.17082987551112,-298.4815789473796,-360.23102325582295,-155.6206030150788
sell,2025-01-06T07:00:00,1736147100,99296.32,20.160904522612867,7,-0.0019421053382818743,154.77928571428387,120.79895833334012,13,174.4706666666607,59,adv,adv,41.64499999998952,3.0845858849698335,0.10492360088793537,,,,-109.31102564101457,18.098515625009895,-29.881203007505974,-177.3606666666601
sell,2025-01-06T08:15:00,1736151600,99378.36,20.160817610062203,8,-0.0015438979610741255,128.00142857142887,397.44843317972845,22,106.90065306122415,2,adv,fav,43.26000000000204,1.900056919007646,1.3831095635092825,,,,5.619397993315943,73.58870503597427,343.54925925926364,222.54925619835558
sell,2025-01-06T10:05:00,1736158200,98772.75,20.160790378007402,10,-0.0016924995365991125,111.55500000000029,109.4186428571411,48,246.85629629628966,19,adv,adv,44.674999999995634,4.190847563981834,0.010308816278913327,,,,-96.18121212121332,-138.86066914498224,-80.59066666665603,-149.34115151513834
sell,2025-01-06T12:45:00,1736167800,99331.53,20.160818181818005,12,-0.0018017138037564884,142.64499999999992,442.0392962962942,26,51.880592334491666,41,fav,fav,46.50499999999738,2.564688562515312,1.339198710084468,,,,59.95913875597762,196.56927272726898,333.988813559321,47.23918454935483
sell,2025-01-06T14:05:00,1736172600,99303.99,20.160702341137377,14,-0.0024385527402953633,166.53214285714162,612.0092857142881,14,1988.9639199999947,47,fav,fav,48.474999999998545,1.6959488730189074,2.6100666966909407,,,,27.41913043477689,553.4992857142934,212.2292161520163,-1791.1207692307653
sell,2025-01-06T15:55:00,1736179200,102157.07,20.408514056224963,16,-0.0018669262985215873,488.6799999999982,399.9490178571432,49,341.7528181818052,10,adv,neither,50.91000000001077,0.7028321191781802,3.489481869526094,,,,13.289118644082919,-86.02684065933863,-292.8012582781521,-3.7009580838202965
