entry_time_utc,kind,dir,entry,sl,tp,risk_usd,exit_time_utc,exit,why,pnl
2026-07-10T22:29:01,flip,BUY,64095.11,63937.32,64221.34,3.16,2026-07-11T01:21:47,64221.34,tp,2.52
2026-07-11T01:39:29,touch,SELL,64014.14,64237.89,63835.14,4.48,2026-07-11T06:24:04,64238.89,sl,-4.5
2026-07-11T14:25:01,flip,BUY,64309.46,64077.58,64494.96,4.64,2026-07-11T15:37:17,64071.23,sl,-4.76
2026-07-11T23:58:01,flip,SELL,63806.19,63978.14,63668.63,3.44,2026-07-12T00:31:33,63668.63,tp,2.75
2026-07-12T01:16:01,flip,BUY,63911.01,63875.1,63939.74,0.72,2026-07-12T01:19:09,63939.74,tp,0.57
2026-07-12T01:19:10,touch,BUY,63956.18,63886.05,64012.28,1.4,2026-07-12T01:30:48,63882.72,sl,-1.47
2026-07-12T01:33:43,touch,BUY,63971.22,63878.12,64045.7,1.86,2026-07-12T01:40:08,64045.7,tp,1.49
2026-07-12T05:17:01,flip,SELL,63885.69,64003.55,63791.4,2.36,2026-07-12T06:08:00,63791.4,tp,1.89
2026-07-12T06:15:51,touch,SELL,63691.15,63744.51,63648.46,1.07,2026-07-12T06:25:14,63745.57,sl,-1.09
2026-07-12T06:27:14,touch,SELL,63668.63,63746.22,63606.56,1.55,2026-07-12T06:29:13,63606.56,tp,1.24
2026-07-12T07:15:01,flip,BUY,63772.9,63678.23,63848.64,1.89,2026-07-12T07:33:47,63848.64,tp,1.51
2026-07-12T07:49:51,touch,BUY,63841.8,63804.86,63871.35,0.74,2026-07-12T07:50:51,63801.48,sl,-0.81
2026-07-12T22:01:01,flip,SELL,63774.6,63911.56,63665.03,2.74,2026-07-12T22:03:54,63665.03,tp,2.19
2026-07-12T22:20:02,touch,SELL,63632.01,63814.6,63485.94,3.65,2026-07-12T22:26:13,63815.78,sl,-3.68
2026-07-13T07:24:01,flip,BUY,62863.5,62567.68,63100.16,5.92,2026-07-13T08:46:13,63100.16,tp,4.73
2026-07-13T10:47:01,flip,SELL,62844.22,62916.54,62786.36,1.45,2026-07-13T11:01:43,62917.83,sl,-1.47
2026-07-13T12:07:45,touch,SELL,62824.18,63076.33,62622.46,5.04,2026-07-13T12:35:34,62622.46,tp,4.03
2026-07-13T14:20:01,flip,BUY,62419.47,62026.59,62733.77,7.86,2026-07-13T14:59:10,62733.77,tp,6.29
2026-07-13T15:10:28,touch,BUY,62749.88,62612.61,62859.7,2.75,2026-07-13T15:17:57,62859.7,tp,2.2
2026-07-13T16:07:01,flip,SELL,62489.48,62610.06,62393.02,2.41,2026-07-13T16:17:12,62393.02,tp,1.93
2026-07-13T16:30:31,touch,SELL,62228.01,62288.83,62179.35,1.22,2026-07-13T16:35:30,62179.35,tp,0.97
2026-07-13T16:47:01,flip,BUY,62348.08,62294.9,62390.62,1.06,2026-07-13T16:48:34,62292.43,sl,-1.11
2026-07-13T17:24:01,flip,SELL,62164.16,62288.11,62065.0,2.48,2026-07-13T17:36:22,62065.0,tp,1.98
2026-07-13T18:12:49,touch,SELL,61821.85,61985.76,61690.72,3.28,2026-07-13T18:52:05,61987.78,sl,-3.32
2026-07-13T19:18:01,flip,BUY,62023.42,61917.4,62108.24,2.12,2026-07-13T19:50:00,62108.24,tp,1.7
2026-07-13T19:50:01,touch,BUY,62132.71,62055.17,62194.74,1.55,2026-07-13T19:56:26,62194.74,tp,1.24
2026-07-13T20:04:47,touch,BUY,62235.28,62164.09,62292.23,1.42,2026-07-13T20:09:53,62163.55,sl,-1.43
2026-07-13T20:16:02,flip,SELL,62109.7,62160.44,62069.11,1.01,2026-07-13T20:17:38,62069.11,tp,0.81
2026-07-13T20:49:51,touch,SELL,62033.34,62193.3,61905.37,3.2,2026-07-13T21:38:06,61905.37,tp,2.56
2026-07-14T00:56:01,flip,BUY,62519.07,62235.91,62745.6,5.66,2026-07-14T05:08:34,62745.6,tp,4.53
2026-07-14T06:15:01,flip,SELL,62587.33,62652.11,62535.51,1.3,2026-07-14T06:31:42,62654.87,sl,-1.35
2026-07-14T06:40:02,touch,SELL,62567.85,62691.21,62469.16,2.47,2026-07-14T07:13:31,62469.16,tp,1.97
2026-07-14T07:46:13,touch,SELL,62449.68,62568.64,62354.51,2.38,2026-07-14T08:26:18,62571.37,sl,-2.43
2026-07-14T10:45:01,flip,BUY,62735.71,62456.15,62959.36,5.59,2026-07-14T12:24:53,62959.36,tp,4.47
2026-07-14T12:30:02,touch,BUY,63066.49,62835.92,63250.95,4.61,2026-07-14T12:30:16,63250.95,tp,3.69
2026-07-14T14:05:01,flip,SELL,63550.05,63867.81,63295.84,6.36,2026-07-14T14:34:12,63869.43,sl,-6.39
2026-07-14T14:59:01,flip,BUY,64065.14,63965.57,64144.8,1.99,2026-07-14T14:59:43,64144.8,tp,1.59
2026-07-14T15:28:31,touch,BUY,64354.39,64136.31,64528.85,4.36,2026-07-14T15:30:19,64528.85,tp,3.49
2026-07-15T13:46:01,flip,SELL,65090.05,65307.55,64916.05,4.35,2026-07-15T13:48:46,64916.05,tp,3.48
2026-07-15T14:22:02,flip,BUY,65366.48,65161.32,65530.61,4.1,2026-07-15T14:23:36,65157.97,sl,-4.17
2026-07-15T14:33:13,touch,BUY,65367.64,65010.87,65653.06,7.14,2026-07-15T16:21:14,65005.51,sl,-7.24
2026-07-15T19:21:01,flip,SELL,64712.89,65139.41,64371.67,8.53,2026-07-16T01:18:44,64371.67,tp,6.82
2026-07-16T01:50:01,flip,BUY,64744.53,64550.65,64899.63,3.88,2026-07-16T02:22:41,64548.39,sl,-3.92
2026-07-16T03:49:01,flip,SELL,64522.06,64686.51,64390.5,3.29,2026-07-16T05:13:37,64687.28,sl,-3.3
2026-07-16T05:34:01,flip,BUY,64947.23,64847.96,65026.65,1.99,2026-07-16T05:35:08,64846.97,sl,-2.01
2026-07-16T06:14:01,flip,SELL,64796.47,64922.85,64695.37,2.53,2026-07-16T06:36:26,64695.37,tp,2.02
2026-07-16T07:15:12,touch,SELL,64569.41,64742.37,64431.04,3.46,2026-07-16T07:31:40,64431.04,tp,2.77
2026-07-16T07:50:21,touch,SELL,64138.54,64220.28,64073.15,1.63,2026-07-16T07:53:15,64073.15,tp,1.31
2026-07-16T08:10:39,touch,SELL,63954.1,64199.76,63757.57,4.91,2026-07-16T08:36:34,64201.22,sl,-4.94
2026-07-16T14:02:01,flip,BUY,64444.97,64055.49,64756.55,7.79,2026-07-16T14:27:46,64756.55,tp,6.23
2026-07-16T15:26:47,touch,BUY,64807.28,64302.56,65211.06,10.09,2026-07-16T16:45:46,64301.76,sl,-10.11
2026-07-16T17:11:01,flip,SELL,64213.2,64344.35,64108.28,2.62,2026-07-16T17:17:16,64108.28,tp,2.1
2026-07-16T17:44:37,touch,SELL,64077.08,64222.5,63960.74,2.91,2026-07-16T17:56:10,63960.74,tp,2.33
2026-07-16T18:17:01,flip,BUY,64174.09,64101.97,64231.79,1.44,2026-07-16T18:21:41,64231.79,tp,1.15
2026-07-16T21:00:02,flip,SELL,64064.58,64281.98,63890.66,4.35,2026-07-16T23:00:33,63890.66,tp,3.48
2026-07-17T03:04:01,flip,BUY,63490.28,63419.99,63546.51,1.41,2026-07-17T03:05:21,63546.51,tp,1.12
2026-07-17T03:16:35,touch,BUY,63606.14,63544.84,63655.18,1.23,2026-07-17T03:28:19,63655.18,tp,0.98
2026-07-17T04:04:01,flip,SELL,63459.33,63538.06,63396.35,1.57,2026-07-17T04:19:21,63396.35,tp,1.26
2026-07-17T05:25:16,touch,SELL,63254.68,63520.99,63041.63,5.33,2026-07-17T05:40:11,63041.63,tp,4.26
2026-07-17T05:40:13,touch,SELL,63017.99,63159.57,62904.73,2.83,2026-07-17T05:40:38,62904.73,tp,2.27
2026-07-17T10:03:01,flip,BUY,63002.98,62907.2,63079.6,1.92,2026-07-17T10:36:09,63079.6,tp,1.53
2026-07-17T10:36:10,touch,BUY,63095.58,62962.64,63201.93,2.66,2026-07-17T11:37:38,63201.93,tp,2.13
2026-07-17T11:55:01,flip,BUY,63293.52,63208.33,63361.67,1.7,2026-07-17T12:05:13,63208.02,sl,-1.71
2026-07-17T12:20:01,flip,SELL,63148.43,63239.05,63075.93,1.81,2026-07-17T12:40:08,63075.93,tp,1.45
2026-07-17T13:00:34,touch,SELL,63006.22,63106.73,62925.81,2.01,2026-07-17T13:05:38,62925.81,tp,1.61
2026-07-17T13:34:28,touch,SELL,62687.26,62882.48,62531.08,3.9,2026-07-17T13:36:48,62531.08,tp,3.12
2026-07-17T16:11:01,flip,BUY,63485.14,62792.0,64039.65,13.86,2026-07-17T17:11:36,64039.65,tp,11.09
2026-07-17T17:47:37,touch,BUY,64118.04,63870.17,64316.34,4.96,2026-07-17T18:21:42,63869.65,sl,-4.97
2026-07-17T18:28:01,flip,SELL,63853.55,63929.73,63792.61,1.52,2026-07-17T18:29:42,63930.94,sl,-1.55
2026-07-17T18:42:01,flip,BUY,64057.81,63958.3,64137.42,1.99,2026-07-17T18:45:15,64137.42,tp,1.59
2026-07-17T20:18:01,flip,SELL,63947.84,64171.89,63768.6,4.48,2026-07-17T21:27:56,64172.64,sl,-4.5
2026-07-17T21:27:58,touch,BUY,64169.76,64069.33,64250.1,2.01,2026-07-17T21:32:27,64068.56,sl,-2.02
2026-07-17T21:47:01,flip,SELL,64029.5,64071.19,63996.15,0.83,2026-07-17T21:48:35,64071.29,sl,-0.84
2026-07-17T22:01:01,flip,BUY,64114.23,64031.96,64180.05,1.65,2026-07-17T22:03:27,64031.87,sl,-1.65
2026-07-17T23:03:01,flip,SELL,63892.43,63949.69,63846.62,1.15,2026-07-17T23:11:49,63846.62,tp,0.92
2026-07-18T01:03:25,touch,SELL,63839.0,63969.24,63734.81,2.6,2026-07-18T02:31:25,63970.44,sl,-2.63
2026-07-18T03:59:01,flip,BUY,63976.61,63835.91,64089.17,2.81,2026-07-18T12:01:13,64089.17,tp,2.25
2026-07-19T04:13:01,flip,SELL,64578.71,64667.77,64507.46,1.78,2026-07-19T04:27:44,64672.54,sl,-1.88
2026-07-19T04:36:01,flip,BUY,64682.14,64643.57,64713.0,0.77,2026-07-19T04:38:11,64713.0,tp,0.62
2026-07-19T05:15:23,touch,BUY,64760.33,64669.09,64833.32,1.82,2026-07-19T05:29:20,64668.89,sl,-1.83
2026-07-19T08:19:01,flip,SELL,64619.34,64736.47,64525.64,2.34,2026-07-19T09:19:15,64525.64,tp,1.87
2026-07-19T10:01:01,touch,SELL,64440.98,64501.46,64392.6,1.21,2026-07-19T10:03:52,64501.82,sl,-1.22
2026-07-19T10:23:01,flip,BUY,64561.63,64531.59,64585.66,0.6,2026-07-19T10:26:00,64530.62,sl,-0.62
2026-07-19T10:27:40,touch,BUY,64572.96,64529.68,64607.58,0.87,2026-07-19T10:41:09,64607.58,tp,0.69
2026-07-19T10:41:11,touch,BUY,64612.33,64563.69,64651.24,0.97,2026-07-19T10:46:31,64651.24,tp,0.78
2026-07-19T11:01:01,flip,SELL,64507.42,64552.27,64471.54,0.9,2026-07-19T11:06:28,64553.15,sl,-0.91
2026-07-19T11:41:23,touch,SELL,64465.36,64595.71,64361.08,2.61,2026-07-19T12:08:05,64361.08,tp,2.09
2026-07-19T12:26:51,touch,SELL,64289.27,64389.42,64209.15,2.0,2026-07-19T12:38:03,64391.08,sl,-2.04
2026-07-19T13:33:01,flip,BUY,64415.56,64285.95,64519.25,2.59,2026-07-19T14:47:22,64519.25,tp,2.07
2026-07-19T20:01:01,flip,BUY,64459.57,64334.8,64559.39,2.5,2026-07-19T21:38:15,64330.94,sl,-2.57
2026-07-19T22:01:39,touch,BUY,64517.58,64292.94,64697.29,4.49,2026-07-19T22:07:13,64290.95,sl,-4.53
2026-07-20T05:10:01,flip,SELL,64363.48,64962.34,63884.39,11.98,2026-07-20T06:33:25,63884.39,tp,9.58
2026-07-20T06:33:26,touch,SELL,63883.16,64170.93,63652.94,5.76,2026-07-20T07:45:44,64174.43,sl,-5.83
2026-07-20T07:54:01,flip,BUY,64226.85,64125.28,64308.11,2.03,2026-07-20T08:36:24,64111.79,sl,-2.3
2026-07-20T12:20:01,flip,SELL,64628.7,64812.33,64481.8,3.67,2026-07-20T13:28:02,64481.8,tp,2.94
2026-07-20T13:31:50,touch,SELL,64468.02,64552.41,64400.51,1.69,2026-07-20T13:33:22,64553.19,sl,-1.7
2026-07-20T13:47:05,touch,SELL,64438.78,64644.11,64274.52,4.11,2026-07-20T13:49:29,64644.46,sl,-4.11
2026-07-20T13:50:01,flip,BUY,64669.55,64446.44,64848.04,4.46,2026-07-20T13:53:13,64445.73,sl,-4.48
2026-07-20T14:22:01,flip,SELL,64080.18,64435.3,63796.08,7.1,2026-07-20T14:30:35,64435.79,sl,-7.11
2026-07-20T15:04:01,flip,BUY,64494.55,64225.74,64709.6,5.38,2026-07-20T15:08:55,64709.6,tp,4.3
2026-07-20T15:31:05,touch,BUY,64953.32,64825.56,65055.53,2.56,2026-07-20T15:32:39,64823.34,sl,-2.6
2026-07-20T19:03:01,flip,SELL,65149.4,65217.77,65094.7,1.37,2026-07-20T19:13:19,65094.7,tp,1.09
2026-07-20T19:25:53,touch,SELL,65053.54,65139.47,64984.8,1.72,2026-07-20T19:54:49,65141.65,sl,-1.76
2026-07-20T20:13:01,flip,BUY,65170.35,65008.37,65299.93,3.24,2026-07-20T20:32:20,65299.93,tp,2.59
2026-07-20T21:34:23,touch,BUY,65390.33,65233.26,65515.99,3.14,2026-07-20T21:56:02,65231.14,sl,-3.18
