ticket,direction,volume,entry_time_utc,entry_price,exit_time_utc,exit_price,duration_min,profit_usd,exit_reason,worst_drawdown_usd,worst_drawdown_pts,best_profit_usd,time_to_worst_min,time_to_best_min,hour_id,positions_open_at_entry,entry_atr14_h1,entry_atr14_m1,entry_balance,entry_ema200_m1,entry_ema20_h1,entry_ema20_m1,entry_ema50_h1,entry_ema50_m1,entry_equity,entry_h1_body_pts,entry_h1_candle,entry_h1_downwick_pts,entry_h1_forming,entry_h1_higher_high,entry_h1_lower_low,entry_h1_upwick_pts,entry_m15_candle,entry_m15_forming,entry_m1_body_pts,entry_m1_candle,entry_m1_downwick_pts,entry_m1_high_minus_prevhigh,entry_m1_low_minus_prevlow,entry_m1_upwick_pts,entry_m5_candle,entry_m5_forming,entry_minute_of_hour,entry_price_ask,entry_price_bid,entry_px_vs_ema200_m1,entry_px_vs_ema20_h1,entry_px_vs_ema20_m1,entry_px_vs_ema50_h1,entry_px_vs_ema50_m1,entry_range24h_pct,entry_rsi14_h1,entry_rsi14_m1,entry_spread_pts,exit_atr14_h1,exit_atr14_m1,exit_balance,exit_ema200_m1,exit_ema20_h1,exit_ema20_m1,exit_ema50_h1,exit_ema50_m1,exit_equity,exit_h1_body_pts,exit_h1_candle,exit_h1_downwick_pts,exit_h1_forming,exit_h1_higher_high,exit_h1_lower_low,exit_h1_upwick_pts,exit_m15_candle,exit_m15_forming,exit_m1_body_pts,exit_m1_candle,exit_m1_downwick_pts,exit_m1_high_minus_prevhigh,exit_m1_low_minus_prevlow,exit_m1_upwick_pts,exit_m5_candle,exit_m5_forming,exit_minute_of_hour,exit_price_ask,exit_price_bid,exit_px_vs_ema200_m1,exit_px_vs_ema20_h1,exit_px_vs_ema20_m1,exit_px_vs_ema50_h1,exit_px_vs_ema50_m1,exit_range24h_pct,exit_rsi14_h1,exit_rsi14_m1,exit_spread_pts,entry_user_sl,entry_user_tp,final_user_sl,final_user_tp
1048221153,BUY,0.07,2026-09-02T10:09:00,76586.96,2026-09-02T10:09:48,76573.16,0.8,-0.97,sl,-2.21,-31.6,2.42,0.0,-1.0,496762,2,446.01,50.94,254.21,77019.28,77409.28,76610.67,77789.38,76672.08,250.52,98.21,red,272.11,red,False,True,216.26,green,red,28.34,green,7.27,42.16,38.92,20.14,red,green,9,76586.67,76576.67,below,below,below,below,below,2.66,38.5,44.4,10.0,446.01,53.73,253.24,77019.11,77409.28,76609.01,77789.38,76671.39,249.92,98.21,red,272.11,red,False,True,216.26,green,red,28.34,green,7.27,42.16,38.92,20.14,red,red,9,76569.17,76559.17,below,below,below,below,below,2.661,38.5,42.8,10.0,76526.87,76663.22,,
1048221702,SELL,0.08,2026-09-02T10:10:03,76557.94,2026-09-02T10:10:40,76562.52,0.6,-0.36,sl,-1.13,-14.1,2.66,-0.1,-0.1,496762,2,446.01,50.2,253.24,77014.63,77409.28,76605.08,77789.38,76667.34,249.23,98.21,red,272.11,red,False,True,216.26,green,red,29.22,red,16.93,-2.2,-10.42,17.82,green,red,10,76565.91,76555.91,below,below,below,below,below,2.661,38.5,33.9,10.0,446.16,52.43,252.88,77014.63,77409.28,76605.14,77789.38,76667.37,249.51,98.21,red,272.11,red,False,True,216.26,green,red,29.22,red,16.93,-2.2,-10.42,17.82,green,red,10,76566.5,76556.5,below,below,below,below,below,2.661,38.5,33.9,10.0,76621.54,76506.84,,
1048222158,SELL,0.09,2026-09-02T10:11:01,76533.76,2026-09-02T10:15:06,76621.95,4.1,-7.9399999999999995,sl,-7.16,-79.6,2.04,4.0,-0.0,496762,2,446.16,50.0,252.88,77009.67,77409.28,76596.64,77789.38,76661.38,248.41,98.21,red,272.11,red,False,True,216.26,green,red,31.19,red,16.15,-47.3,-30.67,0.0,green,red,11,76540.07,76530.07,below,below,below,below,below,2.662,38.5,33.9,10.0,447.13,53.97,244.94,76993.89,77409.28,76599.49,77789.38,76653.24,242.71,98.21,red,272.11,red,False,True,216.26,red,green,1.39,red,19.17,3.27,23.36,9.36,green,green,15,76623.36,76613.36,below,below,above,below,below,2.659,38.5,50.2,10.0,76619.34,76473.79,,
1048215269,BUY,0.02,2026-09-02T10:00:02,76724.89,2026-09-02T10:33:17,76426.40000000001,33.2,-5.97,sl,-6.02,-300.9,0.0,33.0,-0.0,496762,1,433.3,48.28,257.33,77060.61,77409.28,76654.44,77789.38,76711.78,256.87,98.21,red,272.11,red,False,True,216.26,green,red,29.54,green,0.0,24.76,-0.89,17.14,green,red,0,76712.19,76702.19,below,below,above,below,below,2.656,38.5,68.3,10.0,453.36,46.03,238.97,76924.34,77409.28,76554.15,77789.38,76607.29,238.97,98.21,red,272.11,red,False,True,216.26,red,red,29.93,red,2.9,-63.15,-28.96,17.1,red,red,33,76434.03,76424.03,below,below,below,below,below,2.666,38.5,9.4,10.0,76427.76,76969.46,,
1048264647,SELL,0.02,2026-09-02T11:25:01,76378.05,2026-09-02T11:57:21,76724.73,32.3,-6.93,sl,-7.09,-354.3,1.44,32.0,1.0,496763,1,452.38,53.64,238.97,76757.41,77334.89,76495.54,77743.78,76524.95,238.88,78.93,red,452.57,red,False,True,12.9,green,red,1.63,red,0.0,-10.01,23.22,27.5,red,red,25,76382.38,76372.38,below,below,below,below,below,2.916,34.5,22.3,10.0,456.95,41.18,232.04,76709.02,77334.89,76616.0,77743.78,76576.68,232.04,78.93,red,452.57,green,False,True,12.9,green,green,0.42,green,14.89,22.44,4.68,26.37,green,green,57,76742.4,76732.4,above,below,above,below,above,2.903,34.5,69.1,10.0,76719.37,76086.73,,
1048289329,BUY,0.02,2026-09-02T11:58:02,76745.41,2026-09-02T12:20:55,76914.97,22.9,3.39,tp,-2.35,-117.6,3.48,7.0,22.0,496763,1,457.68,40.34,232.04,76709.34,77334.89,76627.96,77743.78,76583.15,231.98,78.93,red,452.57,green,False,True,12.9,green,green,61.13,green,0.0,35.06,14.4,1.21,green,green,58,76752.57,76742.57,above,below,above,below,above,2.902,34.5,70.5,10.0,457.9,65.94,235.43,76719.62,77281.13,76773.66,77705.57,76693.26,235.43,134.87,green,329.32,green,True,False,31.29,green,green,38.49,red,5.15,-34.11,-24.02,0.0,green,green,20,76926.03,76916.03,above,below,above,below,above,2.896,41.6,82.1,10.0,76543.87,76914.97,,
1048311839,BUY,0.02,2026-09-02T12:21:01,76909.65000000001,2026-09-02T12:23:14,76906.88,2.2,-0.05,sl,-0.2,-10.0,1.98,-0.0,-0.0,496764,1,457.91,65.97,235.43,76721.55,77281.13,76787.06,77705.57,76701.94,235.6,134.87,green,329.32,green,True,False,31.29,green,green,110.47,green,22.96,77.08,-20.04,7.33,green,green,21,76928.06,76918.06,above,below,above,below,above,2.896,41.6,81.7,10.0,464.27,71.36,235.38,76725.68,77281.13,76812.7,77705.57,76719.47,235.38,134.87,green,329.32,green,True,False,31.29,green,green,32.52,red,0.0,-12.86,18.52,44.93,green,green,23,76918.74,76908.74,above,below,above,below,above,2.896,41.6,71.8,10.0,76778.52,77023.68,,
1048328846,SELL,0.02,2026-09-02T12:39:01,76740.75,2026-09-02T13:02:22,76740.75,23.4,0.0,sl,-1.42,-71.2,3.74,1.0,21.0,496764,1,464.27,41.66,235.38,76747.83,77281.13,76839.48,77705.57,76788.46,235.14,134.87,green,329.32,red,True,False,31.29,green,red,40.75,red,2.87,-30.21,-37.02,9.97,red,red,39,76753.01,76743.01,above,below,below,below,below,2.902,41.6,15.0,10.0,451.06,43.24,235.38,76736.65,77212.33,76683.54,77660.72,76724.76,235.38,211.21,red,3.13,green,True,False,238.54,red,green,82.42,green,0.0,34.64,36.07,0.53,red,green,2,76742.17,76732.17,above,below,above,below,above,2.903,37.0,54.7,10.0,77008.48,76525.8,,
1048355572,SELL,0.02,2026-09-02T13:15:03,76692.54000000001,2026-09-02T13:18:03,76779.59,3.0,-1.74,sl,-1.54,-77.0,0.15,3.0,-0.1,496765,1,458.73,53.04,235.38,76736.68,77212.33,76717.27,77660.72,76728.92,235.15,211.21,red,3.13,green,True,False,238.54,green,green,32.43,red,0.0,-10.53,-14.65,4.51,red,green,15,76703.77,76693.77,below,below,below,below,below,2.904,37.0,52.4,10.0,458.73,49.75,233.64,76737.4,77212.33,76728.62,77660.72,76732.54,233.64,211.21,red,3.13,green,True,False,238.54,green,green,28.63,green,5.33,11.6,29.23,0.0,red,green,18,76777.52,76767.52,above,below,above,below,above,2.901,37.0,52.7,10.0,76778.1,76628.07,,
1048370022,BUY,0.02,2026-09-02T13:27:02,76828.76,2026-09-02T13:33:18,76651.2,6.3,-3.56,sl,-3.89,-194.6,1.68,6.0,1.0,496765,1,459.68,49.46,233.64,76738.04,77212.33,76743.2,77660.72,76737.04,234.12,211.21,red,3.13,green,True,False,238.54,green,green,73.55,green,40.03,45.13,-2.89,0.0,red,green,27,76862.81,76852.81,above,below,above,below,above,2.898,37.0,66.6,10.0,463.96,68.4,230.08,76738.86,77212.33,76741.24,77660.72,76739.31,230.08,211.21,red,3.13,green,True,False,238.54,green,red,6.61,red,27.57,-87.36,-25.22,24.75,green,red,33,76647.89,76637.89,below,below,below,below,below,2.906,37.0,39.1,10.0,76651.2,76944.62,,
1048386291,SELL,0.02,2026-09-02T13:38:01,76581.82,2026-09-02T13:41:00,76767.79000000001,3.0,-3.7199999999999998,sl,-3.63,-181.6,0.29,3.0,-0.0,496765,1,463.96,81.37,230.08,76734.87,77212.33,76703.07,77660.72,76723.63,230.18,211.21,red,3.13,green,True,False,238.54,green,red,92.35,red,2.51,-45.77,-85.67,0.0,red,red,38,76577.21,76567.21,below,below,below,below,below,2.909,37.0,36.5,10.0,463.96,81.29,226.36,76734.98,77212.33,76712.48,77660.72,76725.28,226.36,211.21,red,3.13,green,True,False,238.54,green,red,70.45,green,29.72,75.49,68.49,1.55,red,green,41,76773.46,76763.46,above,below,above,below,above,2.901,37.0,44.1,10.0,76764.69,76422.81,,
1048410043,SELL,0.02,2026-09-02T13:56:02,76991.78,2026-09-02T14:07:28,77245.08,11.4,-5.06,sl,-4.87,-243.3,0.73,11.0,1.0,496765,1,499.19,122.25,226.36,76792.12,77212.33,77025.86,77660.72,76910.23,225.58,211.21,red,3.13,green,True,False,238.54,green,red,92.08,red,51.71,-52.2,-118.17,8.86,green,red,56,77030.94,77020.94,above,below,above,below,above,2.892,37.0,43.2,10.0,490.18,120.17,221.3,76823.23,77202.15,77077.45,77638.86,76975.9,221.3,548.53,green,2.45,green,True,True,300.95,red,green,84.45,green,17.75,105.3,70.7,34.56,red,green,7,77245.08,77235.08,above,above,above,below,above,2.884,45.2,54.3,10.0,77244.1,76791.38,,
1048435221,BUY,0.03,2026-09-02T14:15:03,77303.5,2026-09-02T15:00:12,76949.2,45.1,-10.63,sl,-10.69,-356.4,4.92,45.0,7.0,496766,1,495.57,100.42,221.3,76853.8,77202.15,77159.92,77638.86,77043.51,220.74,548.53,green,2.45,green,True,True,300.95,green,red,86.55,green,0.0,103.17,55.88,22.55,green,red,15,77294.97,77284.97,above,above,above,below,above,2.877,45.2,64.4,10.0,465.12,62.71,210.67,76968.48,77184.31,77112.89,77614.12,77131.24,210.67,92.21,red,55.19,red,True,False,359.84,red,red,42.21,red,5.2,-38.02,-43.14,0.0,red,red,0,76971.55,76961.55,below,below,below,below,below,2.46,47.3,25.6,10.0,76955.13,77615.34,,
1048473814,SELL,0.02,2026-09-02T15:01:04,76845.04000000001,2026-09-02T15:32:44,77173.96,31.7,-6.58,sl,-6.65,-332.7,3.02,30.9,11.9,496767,2,473.05,68.79,210.67,76966.74,77184.31,77083.03,77614.12,77118.09,209.75,92.21,red,55.19,red,True,False,359.84,red,red,113.75,red,24.2,-32.12,-138.27,15.61,red,red,1,76868.62,76858.62,below,below,below,below,below,2.464,47.3,22.0,10.0,494.09,92.47,204.09,76961.1,77184.31,76988.12,77614.12,77003.33,192.08,92.21,red,55.19,green,True,False,359.84,green,green,102.62,green,19.03,49.12,-19.68,27.02,green,green,32,77157.57,77147.57,above,below,above,below,above,2.454,47.3,60.3,10.0,77173.96,76523.36,,
1048473789,SELL,0.04,2026-09-02T15:01:03,76857.29000000001,2026-09-02T16:20:11,77467.44,79.1,-24.41,sl,-24.69,-617.4,6.54,79.0,11.9,496767,2,473.05,68.79,210.67,76966.74,77184.31,77083.03,77614.12,77118.09,209.75,92.21,red,55.19,red,True,False,359.84,red,red,113.75,red,24.2,-32.12,-138.27,15.61,red,red,1,76868.62,76858.62,below,below,below,below,below,2.464,47.3,22.0,10.0,500.47,58.67,179.68,77069.71,77190.2,77314.83,77599.78,77231.57,179.68,236.42,green,316.01,green,False,True,108.14,green,green,16.63,red,29.27,12.37,66.04,10.54,green,green,20,77484.65,77474.65,above,above,above,below,above,2.041,55.0,75.3,10.0,77467.44,76417.35,,
1048530303,SELL,0.02,2026-09-02T16:37:02,77371.49,2026-09-02T16:43:26,77256.36,6.4,2.3,tp,-0.7,-35.2,2.51,-0.0,6.0,496768,1,505.66,64.54,179.68,77130.74,77190.2,77425.7,77599.78,77342.88,179.17,236.42,green,316.01,green,False,True,108.14,green,red,34.94,red,12.89,-61.1,-18.32,26.28,green,red,37,77396.91,77386.91,above,above,below,below,above,2.044,55.0,42.1,10.0,505.66,59.51,181.98,77141.54,77190.2,77373.12,77599.78,77336.74,181.98,236.42,green,316.01,green,False,True,108.14,green,red,29.37,red,1.69,-45.13,-12.52,4.84,red,red,43,77255.96,77245.96,above,above,below,below,below,2.047,55.0,28.0,10.0,77525.0,77256.36,,
1048539026,SELL,0.02,2026-09-02T16:58:01,77161.57,2026-09-02T17:06:59,77056.1,9.0,2.11,tp,-0.99,-49.6,2.64,2.0,8.0,496768,1,505.66,40.26,181.98,77152.75,77190.2,77248.27,77599.78,77283.48,181.8,236.42,green,316.01,red,False,True,108.14,red,red,27.25,red,5.64,0.99,0.51,2.5,red,red,58,77170.58,77160.58,above,below,below,below,below,2.05,55.0,39.3,10.0,484.04,46.2,184.09,77149.4,77184.52,77163.84,77581.14,77231.58,184.09,112.13,red,2.76,red,True,False,304.39,red,red,57.24,red,10.99,-63.79,-69.48,12.17,green,red,7,77056.03,77046.03,below,below,below,below,below,2.053,47.2,23.5,10.0,77302.2,77056.1,,
1048542330,SELL,0.02,2026-09-02T17:07:00,77048.48,2026-09-02T17:21:15,76943.23,14.2,2.11,tp,-1.83,-91.7,2.57,3.0,14.0,496769,1,484.04,47.73,184.09,77149.27,77184.52,77162.54,77581.14,77231.04,184.21,112.13,red,2.76,red,True,False,304.39,red,red,57.24,red,10.99,-63.79,-69.48,12.17,green,red,7,77042.33,77032.33,below,below,below,below,below,2.053,47.2,21.9,10.0,491.88,56.12,186.2,77137.38,77184.52,77071.27,77581.14,77154.78,186.2,112.13,red,2.76,red,True,False,304.39,red,red,32.98,red,15.53,-3.08,-7.48,9.11,red,red,21,76929.88,76919.88,below,below,below,below,below,2.056,47.2,33.0,10.0,77173.83,76943.23,,
1048548218,SELL,0.02,2026-09-02T17:22:01,76990.78,2026-09-02T17:32:52,77136.91,10.8,-2.92,sl,-2.72,-136.1,0.49,10.0,-0.0,496769,1,492.11,53.09,186.2,77136.38,77184.52,77067.53,77581.14,77150.0,186.0,112.13,red,2.76,red,True,False,304.39,red,red,12.21,green,36.58,-45.43,-41.06,4.46,red,red,22,77000.87,76990.87,below,below,below,below,below,2.054,47.2,44.6,10.0,492.11,50.26,183.28,77128.32,77184.52,77062.32,77581.14,77118.55,183.28,112.13,red,2.76,red,True,False,304.39,red,green,7.62,red,34.97,-18.74,-7.54,8.28,green,green,32,77136.91,77126.91,above,below,above,below,above,2.051,47.2,65.3,10.0,77131.04,76860.11,,
1048552447,BUY,0.02,2026-09-02T17:34:02,77155.71,2026-09-02T17:48:07,77345.99,14.1,3.81,tp,-1.61,-80.6,3.87,5.0,14.0,496769,1,492.11,46.19,183.28,77128.61,77184.52,77077.17,77581.14,77120.51,183.25,112.13,red,2.76,green,True,False,304.39,red,green,25.74,green,20.65,16.03,32.32,0.0,green,green,34,77164.06,77154.06,above,below,above,below,above,2.05,47.2,79.0,10.0,501.97,49.02,187.09,77138.41,77184.52,77194.19,77581.14,77160.18,187.09,112.13,red,2.76,green,True,False,304.39,green,green,9.7,red,44.4,-15.53,-26.36,0.0,green,green,48,77359.17,77349.17,above,above,above,below,above,2.045,47.2,76.1,10.0,76916.59,77345.99,,
1048561149,BUY,0.02,2026-09-02T17:49:03,77358.43000000001,2026-09-02T22:10:06,77068.63,261.1,-5.8,sl,-5.86,-293.2,2.81,260.9,137.9,496769,1,502.73,47.34,187.09,77140.59,77184.52,77209.6,77581.14,77167.79,187.05,112.13,red,2.76,green,True,False,304.39,green,green,29.01,green,0.0,30.06,43.84,11.31,green,green,49,77366.56,77356.56,above,above,above,below,above,2.045,47.2,79.7,10.0,447.03,36.53,181.29,77275.09,77238.11,77181.21,77534.1,77239.12,181.29,112.44,red,58.82,red,False,False,28.67,red,red,12.24,green,0.0,-22.93,0.2,12.79,red,red,10,77075.2,77065.2,below,below,below,below,below,2.052,46.6,9.7,10.0,77075.07,77591.79,,
1048626920,SELL,0.02,2026-09-02T22:11:02,77074.0,2026-09-02T23:59:00,77333.54000000001,108.0,-5.19,sl,-5.11,-255.4,2.06,108.0,51.0,496774,1,449.15,37.95,181.29,77272.99,77238.11,77170.01,77534.1,77232.23,181.46,112.44,red,58.82,red,False,False,28.67,red,red,19.75,red,38.49,-11.5,-45.76,1.05,red,red,11,77065.53,77055.53,below,below,below,below,below,2.053,46.6,9.8,10.0,436.7,29.34,176.1,77175.97,77215.72,77225.83,77513.36,77173.85,176.1,262.78,red,21.36,green,False,True,0.0,red,green,25.7,green,0.01,12.67,15.43,0.91,green,green,59,77329.62,77319.62,above,above,above,below,above,2.046,54.6,82.4,10.0,77325.47,76872.61,,
1048644193,BUY,0.02,2026-09-03T00:02:03,77320.39,2026-09-03T00:07:42,77227.12,5.7,-1.87,sl,-1.87,-93.7,0.81,5.0,-0.1,496776,1,403.95,36.27,176.1,77179.86,77223.02,77247.38,77504.5,77188.92,176.09,286.56,green,32.79,green,True,True,50.49,green,green,44.43,green,22.21,38.83,3.4,4.32,green,green,2,77329.85,77319.85,above,above,above,below,above,2.046,62.2,72.9,10.0,408.24,43.42,174.23,77185.61,77223.02,77265.06,77504.5,77208.42,174.23,286.56,green,32.79,red,True,True,50.49,green,red,73.3,red,5.96,-6.61,-56.62,0.81,green,red,7,77236.66,77226.66,above,above,below,below,above,2.048,62.2,45.0,10.0,77227.12,77382.54,,
1048650612,SELL,0.02,2026-09-03T00:28:02,77010.28,2026-09-03T00:37:31,76955.19,9.5,1.11,tp,-0.73,-36.4,1.46,3.0,9.0,496776,1,424.17,39.98,174.23,77168.28,77223.02,77091.0,77504.5,77137.76,174.17,286.56,green,32.79,red,True,True,50.49,red,red,18.66,red,1.19,-12.28,-17.61,4.97,red,red,28,77013.58,77003.58,below,below,below,below,below,2.054,62.2,31.2,10.0,428.93,39.3,175.34,77153.27,77223.02,77030.85,77504.5,77093.91,175.34,286.56,green,32.79,red,True,True,50.49,red,red,16.23,red,4.83,1.62,3.22,7.48,red,green,37,76980.21,76970.21,below,below,below,below,below,2.055,62.2,30.3,10.0,77088.49,76955.19,,
1048653862,BUY,0.02,2026-09-03T00:41:02,77103.68000000001,2026-09-03T01:01:31,76928.59,20.5,-3.5,sl,-3.62,-180.9,0.17,20.0,8.0,496776,1,428.93,45.43,175.34,77150.34,77223.02,77047.05,77504.5,77091.78,175.14,286.56,green,32.79,red,True,True,50.49,red,green,36.76,green,20.22,27.22,22.08,9.68,green,green,41,77103.52,77093.52,below,below,above,below,above,2.052,62.2,63.7,10.0,403.2,50.68,171.84,77131.96,77204.37,77035.87,77485.86,77065.49,171.84,261.37,red,91.28,red,True,True,71.32,red,red,26.64,red,5.83,-22.98,-33.09,30.9,red,red,1,76935.47,76925.47,below,below,below,below,below,2.056,57.7,32.8,10.0,76937.06,77238.22,,
1048660396,BUY,0.02,2026-09-03T01:06:02,77168.44,2026-09-03T01:14:50,77395.16,8.8,4.53,tp,-0.22,-11.2,4.55,-0.0,8.0,496777,1,413.15,63.32,171.84,77131.86,77204.37,77073.94,77485.86,77077.32,172.03,261.37,red,91.28,green,True,True,71.32,red,green,67.34,green,0.0,106.86,28.82,36.84,green,green,6,77188.03,77178.03,above,below,above,below,above,2.049,57.7,60.6,10.0,427.32,72.66,176.37,77144.22,77204.37,77200.94,77485.86,77137.29,176.37,261.37,red,91.28,green,True,True,71.32,red,green,13.73,green,31.58,24.85,77.47,14.91,green,green,14,77403.45,77393.45,above,above,above,below,above,2.044,57.7,87.7,10.0,76922.82,77395.16,,
1048667400,BUY,0.02,2026-09-03T01:24:03,77408.5,2026-09-03T01:35:31,77399.94,11.5,-0.17,sl,-2.04,-102.0,2.09,4.0,10.9,496777,1,427.87,54.54,176.37,77161.54,77204.37,77284.07,77485.86,77200.15,176.04,261.37,red,91.28,green,True,True,71.32,green,green,57.8,green,3.83,65.62,62.39,5.4,red,green,24,77402.1,77392.1,above,above,above,below,above,2.044,57.7,69.4,10.0,435.69,59.14,176.2,77185.9,77204.37,77367.9,77485.86,77271.35,176.2,261.37,red,91.28,green,True,True,71.32,green,red,21.88,green,16.51,-10.96,8.52,0.86,green,red,35,77409.94,77399.94,above,above,above,below,above,2.043,57.7,61.7,10.0,77240.25,77531.08,,
1048676095,SELL,0.02,2026-09-03T01:51:02,77254.43000000001,2026-09-03T02:14:37,77455.4,23.6,-4.02,sl,-3.96,-198.0,1.21,23.0,18.0,496777,1,435.69,53.82,176.2,77207.39,77204.37,77327.6,77485.86,77297.48,175.1,261.37,red,91.28,green,True,True,71.32,red,red,30.7,red,2.35,-17.58,-25.75,7.91,red,green,51,77309.28,77299.28,above,above,below,below,above,2.046,57.7,45.8,10.0,421.81,47.56,172.18,77230.52,77215.47,77324.88,77479.35,77311.03,172.18,293.7,green,104.38,green,True,True,192.13,green,green,104.62,green,0.0,102.45,24.77,0.0,red,green,14,77462.45,77452.45,above,above,above,below,above,2.042,60.0,64.9,10.0,77455.4,77103.46,,
1048682482,BUY,0.02,2026-09-03T02:15:01,77471.09,2026-09-03T02:32:14,77696.66,17.2,4.51,tp,-1.67,-83.7,5.42,5.0,17.0,496778,1,422.64,43.09,172.18,77232.9,77215.47,77338.65,77479.35,77317.27,171.95,293.7,green,104.38,green,True,True,192.13,green,red,26.02,green,23.93,26.03,80.7,0.0,green,red,15,77469.31,77459.31,above,above,above,below,above,2.042,60.0,70.8,10.0,442.49,62.36,176.69,77274.98,77215.47,77503.61,77479.35,77414.69,176.69,293.7,green,104.38,green,True,True,192.13,green,green,17.59,green,31.4,28.77,89.63,17.18,green,green,32,77731.79,77721.79,above,above,above,above,above,2.035,60.0,80.4,10.0,77193.9,77696.66,,
1048687562,BUY,0.02,2026-09-03T02:33:01,77624.07,2026-09-03T02:34:41,77761.34,1.7,2.75,tp,-0.27,-13.5,4.22,-0.0,1.0,496778,1,442.49,62.06,176.69,77277.33,77215.47,77505.3,77479.35,77418.63,176.59,293.7,green,104.38,green,True,True,192.13,green,green,38.54,red,3.79,70.65,4.91,89.58,green,green,33,77629.02,77619.02,above,above,above,above,above,2.038,60.0,79.6,10.0,449.14,76.92,179.44,77283.74,77215.47,77544.16,77479.35,77438.22,179.44,293.7,green,104.38,green,True,True,192.13,green,green,95.28,green,3.48,-27.09,0.57,5.49,green,green,34,77841.68,77831.68,above,above,above,above,above,2.132,60.0,86.5,10.0,77441.05,77761.34,,
1048692186,BUY,0.02,2026-09-03T02:51:02,77841.06,2026-09-03T03:03:09,77695.28,12.1,-2.91,sl,-2.92,-145.8,0.14,12.0,3.0,496778,1,452.07,51.32,179.44,77358.84,77215.47,77731.75,77479.35,77600.49,179.1,293.7,green,104.38,green,True,True,192.13,green,green,29.75,green,34.2,6.52,-5.31,1.59,green,green,51,77834.01,77824.01,above,above,above,above,above,2.185,60.0,68.6,10.0,399.03,43.69,176.53,77405.1,77269.45,77747.03,77491.19,77662.01,176.53,461.95,green,127.0,red,True,False,93.16,green,red,19.89,green,3.57,-12.55,-5.36,10.03,red,red,3,77705.28,77695.28,above,above,below,above,above,2.189,70.3,32.6,10.0,77696.91,77949.17,,
1048695144,SELL,0.02,2026-09-03T03:04:02,77697.24,2026-09-03T03:14:03,77817.81,10.0,-2.42,sl,-2.23,-111.2,0.65,10.0,7.0,496779,1,400.34,41.72,176.53,77407.8,77269.45,77740.49,77491.19,77662.63,176.38,461.95,green,127.0,red,True,False,93.16,green,red,49.27,red,0.84,-10.68,-27.3,0.0,red,red,4,77704.31,77694.31,above,above,below,above,above,2.189,70.3,28.8,10.0,401.49,38.35,174.11,77435.67,77269.45,77721.61,77491.19,77676.51,174.11,461.95,green,127.0,green,True,False,93.16,green,green,71.92,green,0.09,100.19,15.76,33.64,green,green,14,77818.49,77808.49,above,above,above,above,above,2.185,70.3,65.5,10.0,77804.64,77612.92,,
1048702996,SELL,0.02,2026-09-03T03:35:05,77673.29000000001,2026-09-03T03:45:05,77615.12,10.0,1.17,tp,-0.07,-3.3,1.39,-0.1,9.9,496779,1,404.58,36.89,174.11,77493.2,77269.45,77722.03,77491.19,77708.76,173.85,461.95,green,127.0,red,True,False,93.16,red,red,26.61,red,2.25,-27.77,-28.34,0.0,red,green,35,77686.55,77676.55,above,above,below,above,below,2.189,70.3,37.9,10.0,408.93,29.47,175.28,77505.99,77269.45,77661.68,77491.19,77681.9,175.28,461.95,green,127.0,red,True,False,93.16,red,red,1.56,red,5.36,6.34,-0.05,16.18,red,red,45,77613.63,77603.63,above,above,below,above,below,2.191,70.3,21.5,10.0,77750.85,77615.12,,
1048708949,BUY,0.02,2026-09-03T04:04:01,77743.85,2026-09-03T04:11:43,77742.02,7.7,-0.04,sl,-1.07,-53.7,0.97,1.0,6.0,496780,1,377.87,23.94,175.28,77536.21,77307.97,77686.33,77498.15,77683.17,175.05,111.03,red,80.02,green,False,False,65.79,green,green,34.62,green,0.0,27.06,24.11,0.0,red,green,4,77742.59,77732.59,above,above,above,above,above,2.188,61.1,67.5,10.0,382.04,30.67,175.24,77549.6,77307.97,77712.53,77498.15,77696.05,175.24,111.03,red,80.02,green,False,False,65.79,green,green,68.27,green,14.28,48.83,-13.03,2.25,green,green,11,77753.43,77743.43,above,above,above,above,above,2.187,61.1,60.8,10.0,77663.43,77798.79,,
1048712155,SELL,0.02,2026-09-03T04:14:01,77627.33,2026-09-03T05:00:50,77792.14,46.8,-3.29,sl,-3.31,-165.7,2.48,46.0,29.0,496780,1,385.98,40.34,175.24,77552.3,77307.97,77693.71,77498.15,77689.75,175.03,111.03,red,80.02,red,False,False,65.79,green,red,75.46,red,5.14,-14.21,-47.0,11.46,green,red,14,77638.12,77628.12,above,above,below,above,below,2.19,61.1,43.6,10.0,350.79,41.91,171.95,77573.35,77349.75,77673.88,77508.01,77640.88,171.95,71.58,green,171.4,green,False,True,45.67,green,green,26.96,green,8.16,13.96,16.95,0.0,red,green,0,77803.06,77793.06,above,above,above,above,above,2.186,64.3,82.0,10.0,77792.14,77487.52,,
1048722747,BUY,0.02,2026-09-03T05:01:02,77806.82,2026-09-03T05:09:19,77667.78,8.3,-2.7800000000000002,sl,-2.86,-143.0,0.0,8.0,-0.0,496781,1,351.06,41.7,171.95,77575.32,77349.75,77682.98,77508.01,77645.94,171.21,71.58,green,171.4,green,False,True,45.67,green,green,42.79,green,12.87,47.32,25.27,1.51,red,green,1,77780.06,77770.06,above,above,above,above,above,2.186,64.3,76.1,10.0,356.27,38.08,169.17,77585.3,77349.75,77693.81,77508.01,77661.99,169.17,71.58,green,171.4,red,False,True,45.67,green,red,22.06,green,6.18,14.95,16.44,0.0,red,red,9,77673.78,77663.78,above,above,below,above,above,2.189,64.3,44.4,10.0,77667.78,77920.86,,
