set,shock_utc,t_entry,entry,R,flush_low,same_bar,min_to_flush,min_flush_to_reclaim,depth,depth_atr,body,rng,spread,vol24,hour,bos,fp05,fp10,fp15,mfe,mae,n5,n15,n30,n60
reclaim,2024-01-07T22:15:00,1704666060,44044.349482758626,123.56948275862669,43920.78,True,0.0,1.0,27.4800000000032,0.43129077823371664,65.08999999999651,115.41000000000349,19.36948275862076,29.450000000004366,22,False,adv,adv,adv,21.760517241375055,265.3294827586287,-35.039482758627855,-244.7094827586261,-139.2294827586229,-134.4794827586229
reclaim,2024-01-07T23:20:00,1704669960,43872.068703703706,107.9387037037086,43764.13,True,0.0,1.0,15.37000000000262,0.12290170947495506,54.29000000000087,91.86000000000058,19.248703703703708,29.779999999998836,23,False,adv,adv,adv,110.33129629629548,259.47870370370947,-137.5287037037051,-137.57870370370802,29.761296296295768,-54.58870370370278
reclaim,2024-01-08T02:35:00,1704682080,43491.08037037037,99.700370370374,43391.38,True,7.0,1.0,19.910000000003492,0.23658925782580445,29.80999999999767,95.09000000000378,22.62037037037037,32.2300000000032,2,False,adv,adv,adv,47.739629629628325,279.2603703703717,-215.2903703703705,-58.17037037036789,-81.09037037037342,34.059629629628034
reclaim,2024-01-08T07:30:00,1704699660,43851.121344537816,85.47134453781473,43765.65,False,1.0,5.0,55.55999999999767,0.3634036151614255,44.2300000000032,49.81999999999971,22.27134453781507,36.38000000000102,7,True,fav,fav,fav,212.90865546218265,46.691344537815894,-7.061344537818513,78.79865546218207,94.67865546218673,58.948655462183524
reclaim,2024-01-08T09:50:00,1704707820,43735.3443902439,103.32439024390624,43632.02,False,0.0,2.0,52.36000000000058,0.82179372197311,71.49000000000524,96.19000000000233,20.79439024390255,36.79000000000087,9,False,fav,fav,fav,408.915609756099,61.334390243901,-39.864390243899834,35.75560975609551,194.22560975609667,309.2256097560967
reclaim,2024-01-08T12:15:00,1704716520,44814.79242857143,95.10242857143021,44719.69,True,1.0,1.0,47.049999999995634,0.28005595166725644,16.389999999999418,117.34999999999854,20.822428571428777,38.844999999997526,12,False,fav,fav,adv,391.557571428566,398.41242857143516,106.32757142857008,42.817571428568044,128.31757142856804,191.40757142856455
reclaim,2024-01-08T14:45:00,1704728100,44957.30473282443,274.82473282442515,44682.48,False,3.0,42.0,237.7199999999939,2.1011136644864146,42.400000000001455,86.72000000000116,18.504732824427723,40.7699999999968,15,True,fav,fav,fav,412.49526717557455,138.57473282442515,-84.0647328244304,-14.894732824424864,114.51526717557135,-23.84473282442923
reclaim,2024-01-08T18:05:00,1704737460,45953.23640625,105.77640624999913,45847.46,True,0.0,1.0,22.910000000003492,0.128623733272397,53.17000000000553,107.43000000000029,22.166406250000136,43.7300000000032,18,False,fav,fav,fav,1082.8335937500015,96.75640624999505,-16.106406250000873,67.28359374999854,618.6535937500012,1059.2935937500006
reclaim,2024-01-08T19:15:00,1704741900,46948.46991150443,85.58991150443035,46862.88,False,2.0,3.0,50.700000000004366,0.18095279370414327,23.729999999995925,87.11999999999534,23.919911504424977,46.265000000003056,19,False,adv,adv,adv,141.2900884955743,331.15991150443006,-276.2199115044277,-192.28991150442744,56.78008849557227,-56.609911504427146
reclaim,2024-01-08T20:40:00,1704747180,46907.06548672566,182.7554867256622,46724.31,False,2.0,6.0,140.70000000000437,0.9352610212948047,25.060000000004948,66.55000000000291,19.10548672566383,49.23500000000058,20,True,adv,adv,adv,343.18451327434013,238.76548672565696,-86.21548672566132,-15.155486725656374,24.94451327434217,220.81451327433751
reclaim,2024-01-09T01:40:00,1704764820,46384.057572254336,115.3375722543351,46268.72,False,0.0,2.0,61.799999999995634,0.299440366305669,52.419999999998254,82.02999999999884,25.657572254334937,52.82500000000073,1,False,fav,fav,fav,426.88242774566606,55.49757225433859,136.6824277456617,185.26242774566344,253.7324277456646,370.4324277456617
reclaim,2024-01-09T14:55:00,1704812580,46535.01176136364,59.81176136364229,46475.2,False,1.0,2.0,38.35000000000582,0.2317340561445056,19.209999999999127,74.19000000000233,21.65176136363665,53.93499999999767,15,False,adv,adv,adv,495.368238636358,96.381761363642,-54.911761363640835,180.63823863636208,219.38823863636208,301.62823863636004
reclaim,2024-01-09T17:30:00,1704822120,46686.252649572656,43.28264957265492,46642.97,True,6.0,1.0,3.3099999999976717,0.028666695535423184,10.849999999998545,46.26000000000204,18.522649572649833,53.94499999999971,17,False,fav,fav,fav,182.6273504273413,165.6926495726584,72.55735042734159,81.89735042734537,-33.312649572653754,-67.59264957265259
reclaim,2024-01-09T21:15:00,1704835800,45857.99530075188,1025.745300751878,44832.25,False,5.0,5.0,794.4499999999971,4.352009453489654,276.91999999999825,472.8600000000006,33.36530075187919,51.38000000000102,21,True,neither,neither,neither,437.62469924812467,671.3653007518806,-1.0853007518744562,81.44469924812438,-503.2053007518771,-57.98530075187591
reclaim,2024-01-10T00:25:00,1704846840,45966.236909090905,179.08690909090365,45787.15,False,0.0,4.0,120.33999999999651,0.9833880062105067,72.75,88.12000000000262,26.316909090908787,53.099999999998545,0,False,adv,adv,adv,117.82309090909257,393.15690909090335,-72.57690909090161,-86.86690909090248,-256.0469090909028,-347.47690909090306
reclaim,2024-01-10T04:55:00,1704863100,45961.40169811321,38.72169811320782,45922.68,True,4.0,1.0,5.110000000000582,0.06095565931632089,68.38000000000466,94.5,22.831698113207512,51.659999999999854,5,False,adv,adv,adv,71.75830188679538,127.04169811320753,-4.3216981132063665,-22.141698113206076,-33.09169811321044,-61.761698113208695
reclaim,2024-01-10T08:50:00,1704877020,45500.56941176471,76.37941176470486,45424.19,False,0.0,2.0,52.63999999999942,0.5655957881164575,10.30000000000291,61.70999999999913,26.589411764705925,51.42499999999927,8,False,adv,adv,adv,189.40058823529398,194.59941176470602,-40.78941176470835,-94.33941176470398,43.34058823529631,181.42058823529078
reclaim,2024-01-10T10:55:00,1704884460,45579.36677419355,72.81677419354673,45506.55,True,0.0,1.0,1.069999999999709,0.012530112419696916,32.86000000000058,49.349999999998545,28.176774193548678,51.534999999999854,11,False,adv,adv,adv,81.17322580645123,572.3667741935496,-45.75677419354906,-0.5867741935508093,-123.91677419355256,-52.7667741935511
reclaim,2024-01-10T12:25:00,1704890340,44996.44367741935,127.78367741934926,44868.66,False,7.0,2.0,66.64999999999418,0.40060277171950115,24.39999999999418,90.36000000000058,30.343677419354982,52.07500000000073,12,False,fav,adv,adv,347.92632258064987,708.613677419351,44.86632258064492,-177.46367741934955,-107.84367741935421,39.05632258064725
reclaim,2024-01-10T13:30:00,1704893880,45083.37309392265,38.15309392265044,45045.22,True,2.0,1.0,8.529999999998836,0.027609773240110172,12.19999999999709,108.43000000000029,29.133093922651913,52.23999999999796,13,False,adv,adv,adv,295.93690607734607,280.90309392265044,-30.353093922654807,41.97690607734694,-122.56309392265393,62.496906077351014
reclaim,2024-01-10T14:30:00,1704897600,45201.17239263804,102.82239263803785,45098.35,True,4.0,1.0,1.5400000000008731,0.008454570409008367,64.2699999999968,74.45999999999913,27.70239263803693,52.12000000000262,14,False,adv,adv,adv,169.3476073619604,431.5123926380329,-143.79239263803902,-327.9223926380364,-72.87239263803349,113.3276073619636
reclaim,2024-01-10T16:00:00,1704902760,45285.36355113636,126.62355113636295,45158.74,True,0.0,1.0,68.44000000000233,0.3219299129792146,50.06999999999971,161.7300000000032,31.723551136362836,52.289999999997235,16,False,fav,fav,fav,287.1364488636391,122.78355113635916,73.90644886363589,-17.903551136361784,124.99644886363967,41.666448863637925
reclaim,2024-01-10T17:45:00,1704910200,46138.91045112782,217.26045112781867,45921.65,True,19.0,1.0,78.79000000000087,0.49178763776438683,315.0599999999977,511.6100000000006,30.950451127819193,54.17000000000189,18,False,fav,fav,fav,588.3195488721831,93.9704511278178,108.90954887217958,-7.050451127819542,339.5995488721819,280.00954887217813
reclaim,2024-01-10T20:05:00,1704920340,46186.71881165919,1382.0988116591907,44804.62,False,0.0,49.0,1341.3399999999965,5.812310035098998,177.40000000000146,220.61000000000058,33.588811659192764,58.70999999999913,20,True,neither,neither,neither,95.69118834081019,1073.1388116591916,-409.45881165919127,-40.31881165919185,-409.778811659191,-314.2688116591962
reclaim,2024-01-10T21:15:00,1704921660,45717.917024185066,378.76702418506466,45339.15,True,0.0,1.0,235.02999999999884,0.45010984561424305,14.900000000001455,382.29999999999563,34.71702418506936,59.52000000000044,21,False,adv,adv,adv,754.052975814935,604.3370241850644,32.71297581493127,-141.74702418506786,-22.097024185066402,749.052975814935
reclaim,2024-01-10T23:20:00,1704929160,47242.06037383178,256.6003738317813,46985.46,True,0.0,1.0,170.5699999999997,0.6692675270806179,7.980000000003201,226.69000000000233,29.080373831775823,61.3849999999984,23,False,adv,adv,adv,10.029626168216055,970.3003738317784,-660.410373831779,-688.970373831784,-628.970373831784,-858.6303738317802
reclaim,2024-01-11T01:30:00,1704937020,46616.25931034483,81.54931034483161,46534.71,True,1.0,1.0,20.450000000004366,0.13553689273509928,11.82999999999447,82.25,24.399310344827835,65.29000000000087,1,False,adv,adv,adv,35.33068965516577,157.9793103448319,-97.40931034483219,-84.27931034482754,-52.199310344833066,-91.77931034482754
reclaim,2024-01-11T05:35:00,1704951660,46136.57493055556,120.36493055555911,46016.21,True,0.0,1.0,6.260000000002037,0.08162809109116582,25.459999999999127,96.93000000000029,25.664930555555504,66.93000000000029,5,False,adv,adv,adv,43.645069444442925,547.094930555555,-169.52493055555533,-37.43493055555882,-372.80493055556144,-255.8849305555559
reclaim,2024-01-11T11:30:00,1704972960,46892.295409836064,63.11540983606392,46829.18,True,0.0,1.0,31.87999999999738,0.21252827313633615,37.20999999999913,89.90999999999622,28.755409836065514,70.01499999999942,11,False,fav,adv,adv,316.83459016393317,100.29540983606421,-16.35540983606188,93.49459016393666,239.86459016393928,285.2345901639346
reclaim,2024-01-11T13:00:00,1704978960,47261.92597222223,130.92597222222685,47131.0,False,7.0,4.0,104.06999999999971,0.7252806331980943,91.33000000000175,132.23999999999796,23.915972222222635,69.09999999999854,13,False,fav,adv,adv,543.2740277777702,456.0059722222286,54.954027777770534,-182.3259722222283,-86.80597222222423,467.80402777777635
reclaim,2024-01-11T14:50:00,1704985080,48659.17846441947,364.1984644194672,48294.98,False,0.0,3.0,268.3599999999933,0.9451601623132154,118.54000000000087,126.80999999999767,27.72846441947574,70.06999999999971,14,False,adv,adv,adv,49.92153558052814,2278.0984644194687,-203.45846441946924,-560.2584644194721,-961.3984644194716,-2088.9584644194692
reclaim,2024-01-11T16:05:00,1704989580,46152.82487179487,194.37487179487653,45958.45,False,1.0,2.0,122.44000000000233,0.29711853125520493,66.91999999999825,110.19000000000233,31.524871794871732,71.93500000000131,16,False,adv,adv,adv,163.23512820512406,505.1648717948701,-136.2348717948771,-174.7748717948707,87.28512820512697,-4.974871794875071
reclaim,2024-01-11T17:15:00,1704994380,45896.5516080402,368.5816080402001,45527.97,False,6.0,7.0,315.61999999999534,1.0142822383311074,38.18000000000029,113.97999999999593,32.10160804020094,74.90999999999985,17,False,fav,fav,fav,597.5183919597985,119.60160804020416,-10.971608040199499,236.62839195979905,451.6683919597999,529.368391959797
reclaim,2024-01-11T19:50:00,1705002960,46657.67593582888,121.21593582887726,46536.46,True,0.0,1.0,1.0200000000040745,0.0069925275930902975,72.49000000000524,92.45000000000437,32.92593582887686,70.86499999999796,19,True,fav,fav,fav,327.0940641711204,439.9959358288761,52.5040641711239,227.1840641711242,207.0540641711268,-400.55593582887377
reclaim,2024-01-11T20:50:00,1705006560,46289.598178694156,71.91817869415536,46217.68,True,0.0,1.0,10.059999999997672,0.05194211279447654,3.4900000000052387,52.75,32.6781786941581,69.65000000000146,20,False,adv,adv,adv,137.6418213058423,221.8381786941536,-15.168178694155358,20.011821305844933,38.46182130584202,-120.20817869415623
reclaim,2024-01-12T00:30:00,1705023120,46024.65277777778,182.1327777777842,45842.52,False,46.0,11.0,145.3900000000067,1.272576087228411,52.13999999999942,79.47999999999593,26.682777777777712,60.44499999999971,1,True,fav,neither,neither,180.53722222222132,55.46277777777868,35.32722222222219,44.83722222221695,158.6472222222219,-59.872777777782176
reclaim,2024-01-12T03:55:00,1705032060,45991.55226086957,62.42226086957089,45929.13,True,0.0,1.0,15.5,0.1502863751895875,29.790000000000873,62.49000000000524,27.122260869565388,59.49499999999898,4,False,adv,adv,adv,82.2577391304294,185.0822608695671,-79.30226086956827,-57.15226086956682,33.74773913043464,-98.90226086956682
reclaim,2024-01-12T07:00:00,1705043940,45974.73594339623,124.12594339622592,45850.61,False,5.0,9.0,67.36000000000058,0.7993083690732604,67.0,69.44999999999709,26.295943396226715,57.085000000002765,7,True,adv,adv,adv,32.54405660377233,246.3059433962262,-51.74594339622854,-76.80594339622621,-139.97594339622447,-107.89594339623
reclaim,2024-01-12T08:35:00,1705049040,45657.036016260165,55.79601626016665,45601.24,False,2.0,2.0,16.880000000004657,0.14325897187200862,28.720000000001164,61.29000000000087,27.52601626016234,58.05500000000029,8,False,fav,fav,fav,291.1039837398348,158.61601626016636,73.46398373983538,172.70398373983335,79.3539837398348,269.36398373983684
reclaim,2024-01-12T12:45:00,1705067100,45687.523257575755,137.13325757575512,45550.39,False,51.0,4.0,73.62000000000262,0.6424844627573841,46.5,67.70999999999913,28.573257575757342,55.87500000000364,13,False,fav,fav,adv,186.3767424242469,455.27325757575454,59.63674242424895,61.78674242424313,105.076742424244,-444.96325757575687
reclaim,2024-01-12T16:30:00,1705078200,43854.60504731862,515.6450473186196,43338.96,False,0.0,15.0,443.97000000000116,1.5912903225806494,167.11000000000058,181.47000000000116,32.445047318612104,54.88000000000102,16,True,adv,adv,adv,-30.655047318621655,725.8550473186187,-659.2450473186182,-308.80504731861583,-499.6150473186208,-301.8650473186208
reclaim,2024-01-12T20:55:00,1705094340,43684.67349726776,147.3234972677601,43537.35,False,17.0,2.0,49.849999999998545,0.34515672756406024,65.43000000000029,105.72999999999593,31.903497267759505,55.034999999999854,21,False,adv,adv,adv,10.16650273223786,1575.6434972677598,-51.66349726775661,-233.58349726776214,-278.33349726776214,-1338.0834972677621
reclaim,2024-01-12T22:00:00,1705098720,42175.63068548387,716.1406854838715,41459.49,False,16.0,11.0,649.5400000000009,3.5056264673341047,51.00999999999476,97.66999999999825,29.240685483871154,56.23500000000058,22,True,fav,fav,neither,785.529314516134,175.95068548386917,86.67931451612822,198.769314516132,407.2493145161279,703.9093145161314
reclaim,2024-01-13T02:50:00,1705114800,42561.413207547164,45.91320754716435,42515.5,True,4.0,1.0,13.510000000002037,0.12073587988971245,9.389999999999418,37.04000000000087,28.283207547169713,58.86999999999898,3,False,adv,adv,adv,111.29679245283478,147.94320754716318,0.6967924528362346,-77.79320754716173,-114.75320754716086,36.826792452833615
reclaim,2024-01-13T11:10:00,1705144800,42652.43442477877,50.86442477876699,42601.57,True,4.0,1.0,4.180000000000291,0.030166347923359427,17.94000000000233,44.12000000000262,26.774424778761272,57.299999999995634,11,False,fav,fav,fav,93.09557522123214,186.72442477876757,-7.9444247787687345,-12.764424778768444,-82.38442477876379,-117.80442477876932
reclaim,2024-01-13T12:10:00,1705148280,42551.519622641514,85.80962264151458,42465.71,True,2.0,1.0,21.239999999997963,0.16060664981526787,16.56999999999971,82.27000000000407,26.869622641509643,57.299999999995634,12,False,fav,fav,fav,179.0303773584892,53.019622641513706,32.800377358486,69.800377358486,117.94037735848542,141.34037735848688
reclaim,2024-01-13T16:00:00,1705162020,43069.4171559633,94.28715596330585,42975.13,False,0.0,2.0,40.09000000000378,0.3261660409814478,43.88999999999942,45.93000000000029,27.097155963302587,52.87999999999738,16,False,adv,adv,adv,59.662844036698516,323.55715596330265,-24.34715596330352,28.422844036693277,-16.36715596330032,-212.2771559633038
reclaim,2024-01-13T19:55:00,1705176060,42790.13274336283,73.38274336283212,42716.75,True,0.0,1.0,36.7300000000032,0.4956146269060004,4.880000000004657,77.62999999999738,26.912743362831982,46.79000000000087,20,False,adv,adv,adv,122.14725663716672,116.10274336283328,-66.91274336283095,24.117256637167884,18.247256637165265,73.85725663716585
reclaim,2024-01-14T21:15:00,1705268880,42354.32675675676,395.1167567567609,41959.21,False,3.0,25.0,363.9599999999991,2.915511815528979,10.510000000002037,66.62000000000262,27.00675675675669,29.62000000000262,21,False,fav,neither,neither,283.16324324323796,324.2167567567594,50.543243243242614,148.43324324324203,99.79324324324261,-106.17675675675855
reclaim,2024-01-14T22:25:00,1705271820,42346.11223300971,316.00223300971265,42030.11,False,0.0,7.0,250.76000000000204,1.5885536389799046,112.77999999999884,124.56999999999971,27.992233009710123,29.970000000001164,22,True,adv,adv,adv,50.70776699028647,568.6022330097112,-97.68223300971295,25.327766990289092,-237.6522330097141,-511.9022330097141
reclaim,2024-01-14T23:35:00,1705275780,41765.05737704918,86.277377049184,41678.78,False,1.0,2.0,37.419999999998254,0.19545062808491978,31.060000000004948,125.37999999999738,28.547377049181193,31.139999999999418,23,False,fav,fav,fav,514.7626229508169,105.91737704918341,138.25262295081484,13.712622950813966,168.10262295082066,442.60262295082066
reclaim,2024-01-15T00:45:00,1705281240,42179.31083333333,37.180833333331975,42142.13,True,23.0,1.0,4.889999999999418,0.029489681196124867,2.789999999993597,33.09000000000378,28.470833333333456,31.80999999999767,1,False,fav,fav,fav,227.30916666667326,29.270833333328483,15.639166666667734,75.88916666666773,186.18916666667064,127.45916666666744
reclaim,2024-01-15T14:05:00,1705328220,42598.5694488189,78.74944881889678,42519.82,False,5.0,2.0,30.970000000001164,0.3578396579898776,23.82999999999447,56.400000000001455,25.389448818898146,39.724999999998545,14,False,fav,adv,adv,52.41055118110671,472.2094488188959,23.8605511811038,-171.16944881889503,-228.55944881889445,-212.03944881889765
reclaim,2024-01-15T15:45:00,1705334160,42229.38669172933,119.67669172932801,42109.71,False,4.0,2.0,85.63999999999942,0.6667630604277666,27.080000000001746,104.81999999999971,25.23669172932377,41.89500000000044,15,False,fav,fav,fav,300.5033082706723,40.79669172933063,31.86330827067286,85.24330827067024,182.09330827067606,277.68330827067257
reclaim,2024-01-15T18:45:00,1705344720,43103.329903381644,47.789903381642944,43055.54,True,1.0,1.0,12.709999999999127,0.1031213417249013,39.0199999999968,92.34999999999854,26.3699033816423,43.710000000002765,18,False,adv,adv,adv,30.0600966183556,302.8499033816406,-101.98990338164731,-118.10990338164265,-5.179903381642362,-169.09990338164062
reclaim,2024-01-15T22:10:00,1705356960,42437.90332103321,115.18332103321154,42322.72,True,0.0,1.0,46.099999999998545,0.5058271221775329,57.0,144.33000000000175,28.173321033210446,42.779999999998836,22,False,adv,adv,adv,344.2766789667876,143.9233210332095,61.92667896678904,75.98667896678671,298.10667896678933,110.5766789667905
reclaim,2024-01-16T15:40:00,1705420200,43130.549746835444,139.91974683544686,42990.63,False,1.0,4.0,89.44000000000233,0.33596904757433566,55.38999999999942,63.970000000001164,23.19974683544376,39.91500000000087,15,False,fav,fav,fav,283.95025316455576,123.61974683544395,7.390253164558089,143.87025316455401,-111.92974683544162,190.52025316455547
reclaim,2024-01-17T14:55:00,1705503720,42570.56806691449,105.87806691449077,42464.69,False,0.0,2.0,56.80999999999767,0.4049365870546783,50.32999999999447,102.79000000000087,24.298066914498225,39.26000000000204,15,False,fav,fav,fav,179.97193308550777,145.41806691449165,81.74193308550457,43.79193308550748,47.35193308550515,-114.92806691449368
reclaim,2024-01-17T16:25:00,1705509480,42353.93171052632,69.67171052631602,42284.26,False,6.0,2.0,31.87999999999738,0.3069770001100225,33.5,80.58999999999651,24.001710526316042,38.60499999999956,16,False,adv,adv,adv,103.4882894736802,201.67171052631602,1.8782894736796152,-63.371710526320385,-137.55171052632068,8.048289473685145
reclaim,2024-01-17T20:50:00,1705526160,42727.95642105263,225.596421052629,42502.36,False,0.0,21.0,183.3199999999997,1.9580539088904685,46.31999999999971,46.31999999999971,26.526421052631715,37.299999999995634,21,True,neither,neither,neither,62.53357894736837,122.82642105263221,-11.626421052627848,-46.7764210526293,-6.896421052631922,-52.256421052632504
reclaim,2024-01-17T22:20:00,1705530360,42498.3090990991,85.89909909909329,42412.41,True,0.0,1.0,51.44999999999709,0.6716584920086911,5.849999999998545,67.70999999999913,22.98909909909891,36.6349999999984,22,False,fav,fav,fav,212.74090090090613,26.689099099094165,38.42090090090642,48.70090090090525,117.13090090090554,129.76090090090293
reclaim,2024-01-18T16:35:00,1705596240,42158.548828125,262.1088281249977,41896.44,False,0.0,4.0,213.0,2.647513184295978,48.65999999999622,115.26000000000204,27.238828124999998,33.4900000000016,16,False,adv,adv,adv,-9.798828125,588.3788281250017,-313.21882812499825,-322.0288281250032,-507.0988281250029,-315.0688281249968
reclaim,2024-01-18T17:50:00,1705601520,41475.34496987952,122.19496987952152,41353.15,True,16.0,1.0,83.58000000000175,0.4793216450925894,63.580000000001746,228.77999999999884,28.264969879517878,34.0099999999984,18,False,adv,adv,adv,125.88503012048022,200.19496987952152,3.575030120475276,-75.90496987952065,30.41503012047906,-171.42496987952472
reclaim,2024-01-18T19:00:00,1705605120,41334.92242857143,59.77242857142846,41275.15,True,6.0,1.0,14.939999999995052,0.08821408236854184,62.49000000000524,99.23999999999796,28.952428571428268,34.73999999999796,19,False,adv,adv,adv,198.68757142857066,558.0224285714285,-70.20242857142875,171.55757142857328,-49.16242857142788,-250.0324285714305
reclaim,2024-01-18T20:20:00,1705609620,40864.49279069767,57.332790697670134,40807.16,False,0.0,2.0,34.32999999999447,0.19080626784016877,7.8399999999965075,53.06999999999971,25.792790697674633,35.94500000000335,20,False,adv,adv,adv,385.4472093023287,274.11279069767625,-139.99279069767363,30.817209302324045,64.67720930232463,84.82720930232608
reclaim,2024-01-18T21:55:00,1705615260,41164.34314285714,135.13314285714296,41029.21,True,0.0,1.0,29.2300000000032,0.1635976940728894,65.0,121.40000000000146,24.813142857142676,36.849999999998545,22,False,fav,fav,neither,180.92685714285471,50.60314285714412,62.87685714285908,59.05685714285937,49.046857142857334,138.37685714285908
reclaim,2024-01-19T14:15:00,1705674060,41157.78416666667,49.614166666673555,41108.17,True,0.0,1.0,16.200000000004366,0.19523952997896046,2.180000000000291,53.970000000001164,24.41416666666634,40.14500000000044,14,False,adv,adv,adv,22.91583333332528,381.1441666666724,-133.9641666666721,-121.65416666667443,-97.65416666667443,-224.9641666666721
reclaim,2024-01-19T15:25:00,1705678560,40770.030270270276,51.570270270276524,40718.46,True,5.0,1.0,9.12000000000262,0.05799286898464216,6.149999999994179,68.73999999999796,25.800270270270403,41.29999999999927,15,False,adv,adv,adv,253.67972972972348,323.42027027027507,77.26972972972726,191.32972972972493,94.72972972972639,-164.5202702702736
