t,time,kind,d,age_min,elig_2h,dist,stop_atr,stop_med60,stop_r15,stop_r30,stop_r60,dist_from_flip,ordinal,pnl,pnl_R,const_risk_pnl,why,spread_frac,cost_frac
1787970120,2026-08-29T02:22:00,cont,-1,94.0,1,233.03,7.453,9.72,1.222,1.085,0.982,128.94,3,3.7285,0.8,3.2,tp,0.03,0.0515
1787984760,2026-08-29T06:26:00,cont,-1,338.0,0,41.85,1.224,1.959,0.224,0.154,0.118,374.75,7,-0.8492,-1.0146,-4.0583,sl,0.1673,0.2867
1787985720,2026-08-29T06:42:00,flip,1,0.0,1,50.79,1.828,2.139,0.469,0.289,0.152,0.0,1,0.8126,0.8,3.2,tp,0.1378,0.2363
1787986920,2026-08-29T07:02:00,cont,1,20.0,1,94.82,4.302,4.11,1.121,0.962,0.405,18.25,2,1.5171,0.8,3.2,tp,0.0738,0.1266
1787994000,2026-08-29T09:00:00,cont,1,138.0,0,200.47,7.468,8.423,1.803,1.237,1.006,181.27,5,3.2075,0.8,3.2,tp,0.0349,0.0599
1788028680,2026-08-29T18:38:00,cont,1,716.0,0,416.29,11.939,17.55,1.906,1.906,1.325,723.25,9,6.6606,0.8,3.2,tp,0.0168,0.0288
1788093120,2026-08-30T12:32:00,cont,1,29.0,1,277.2,4.473,7.717,0.914,0.449,0.407,477.91,2,4.4352,0.8,3.2,tp,0.0253,0.0433
1788106380,2026-08-30T16:13:00,cont,1,250.0,0,515.21,6.459,14.083,1.174,1.174,0.929,783.43,5,-10.4218,-1.0114,-4.0457,sl,0.0136,0.0233
1788123660,2026-08-30T21:01:00,cont,-1,30.0,1,364.42,5.81,9.027,0.791,0.6,0.563,347.88,3,-7.3356,-1.0065,-4.0259,sl,0.0192,0.0329
1788131820,2026-08-30T23:17:00,cont,-1,166.0,0,534.79,8.122,9.806,1.658,1.409,1.252,532.01,4,8.5566,0.8,3.2,tp,0.0131,0.0224
1788133080,2026-08-30T23:38:00,cont,-1,187.0,0,330.16,2.239,5.268,0.56,0.344,0.314,1177.45,6,5.2826,0.8,3.2,tp,0.0212,0.0363
1788136500,2026-08-31T00:35:00,flip,1,0.0,1,185.51,2.989,2.146,0.62,0.251,0.157,0.0,1,-3.7248,-1.0039,-4.0157,sl,0.0377,0.0647
1788141600,2026-08-31T02:00:00,flip,-1,0.0,1,385.32,7.152,5.888,1.342,0.994,0.86,0.0,1,-7.7954,-1.0115,-4.0462,sl,0.0182,0.0311
1788144600,2026-08-31T02:50:00,cont,-1,50.0,1,452.29,8.867,8.59,1.421,1.05,0.896,33.75,2,-9.085,-1.0043,-4.0173,sl,0.0155,0.0265
1788160320,2026-08-31T07:12:00,flip,1,0.0,1,321.75,6.735,7.219,2.19,1.881,1.261,0.0,1,5.148,0.8,3.2,tp,0.0218,0.0373
1788167280,2026-08-31T09:08:00,flip,1,0.0,1,403.94,5.579,8.317,0.999,0.607,0.497,0.0,1,-8.1434,-1.008,-4.032,sl,0.0173,0.0297
1788177180,2026-08-31T11:53:00,flip,-1,0.0,1,432.99,12.135,11.707,2.811,1.577,0.989,0.0,1,6.9278,0.8,3.2,tp,0.0162,0.0277
1788179940,2026-08-31T12:39:00,cont,-1,46.0,1,209.65,2.423,3.936,0.56,0.352,0.319,374.9,3,3.3544,0.8,3.2,tp,0.0334,0.0572
1788187260,2026-08-31T14:41:00,flip,1,0.0,1,797.53,6.975,7.838,1.135,1.009,0.983,0.0,1,12.7605,0.8,3.2,tp,0.0088,0.015
1788203580,2026-08-31T19:13:00,cont,1,272.0,0,236.05,4.906,4.337,0.966,0.878,0.563,752.58,6,-4.7256,-1.001,-4.0039,sl,0.0297,0.0508
1788205980,2026-08-31T19:53:00,flip,-1,0.0,1,176.7,3.309,3.979,0.951,0.771,0.519,0.0,1,-3.5468,-1.0036,-4.0145,sl,0.0396,0.0679
1788208320,2026-08-31T20:32:00,cont,-1,39.0,1,345.9,6.85,7.999,0.989,0.989,0.989,98.76,2,5.5344,0.8,3.2,tp,0.0202,0.0347
1788216660,2026-08-31T22:51:00,cont,-1,48.0,1,28.77,0.963,0.931,0.213,0.123,0.063,367.18,5,-0.5912,-1.0275,-4.1098,sl,0.2433,0.4171
1788217200,2026-08-31T23:00:00,cont,-1,57.0,1,118.3,3.448,3.781,0.718,0.425,0.227,438.32,6,1.8928,0.8,3.2,tp,0.0592,0.1014
1788221340,2026-09-01T00:09:00,flip,1,0.0,1,108.71,3.043,4.038,0.596,0.56,0.362,0.0,1,1.7394,0.8,3.2,tp,0.0644,0.1104
1788223980,2026-09-01T00:53:00,flip,-1,0.0,1,141.84,3.387,3.849,0.905,0.553,0.384,0.0,1,2.2694,0.8,3.2,tp,0.0494,0.0846
1788225960,2026-09-01T01:26:00,cont,-1,33.0,1,177.18,3.329,4.197,0.664,0.45,0.353,203.47,3,2.8349,0.8,3.2,tp,0.0395,0.0677
1788236760,2026-09-01T04:26:00,flip,1,0.0,1,237.83,5.655,5.628,0.822,0.822,0.467,0.0,1,3.8053,0.8,3.2,tp,0.0294,0.0505
1788241260,2026-09-01T05:41:00,cont,1,75.0,1,134.34,2.298,3.434,0.485,0.361,0.282,264.8,4,-2.6886,-1.0007,-4.0027,sl,0.0521,0.0893
1788245220,2026-09-01T06:47:00,flip,-1,0.0,1,148.96,4.09,3.872,0.852,0.823,0.324,0.0,1,2.3834,0.8,3.2,tp,0.047,0.0806
1788249960,2026-09-01T08:06:00,cont,-1,79.0,1,269.24,5.511,7.012,0.825,0.813,0.602,378.08,3,4.3078,0.8,3.2,tp,0.026,0.0446
1788251100,2026-09-01T08:25:00,cont,-1,98.0,1,280.96,3.667,6.356,0.777,0.412,0.348,790.77,4,4.4954,0.8,3.2,tp,0.0249,0.0427
1788257880,2026-09-01T10:18:00,cont,-1,211.0,0,277.1,4.532,6.552,1.132,1.091,0.88,1019.87,6,-5.565,-1.0042,-4.0166,sl,0.0253,0.0433
1788259140,2026-09-01T10:39:00,flip,1,0.0,1,142.69,2.696,3.075,0.631,0.328,0.328,0.0,1,-2.856,-1.0008,-4.0031,sl,0.0491,0.0841
1788260400,2026-09-01T11:00:00,flip,-1,0.0,1,70.68,1.612,1.539,0.326,0.285,0.154,0.0,1,-1.4574,-1.031,-4.1239,sl,0.099,0.1698
1788261600,2026-09-01T11:20:00,cont,-1,20.0,1,95.2,2.844,2.281,0.895,0.5,0.324,11.72,2,1.5232,0.8,3.2,tp,0.0735,0.1261
1788266100,2026-09-01T12:35:00,cont,-1,95.0,1,346.44,6.56,7.662,1.535,1.008,0.887,124.88,3,5.543,0.8,3.2,tp,0.0202,0.0346
1788267960,2026-09-01T13:06:00,cont,-1,126.0,0,338.53,4.021,6.619,0.536,0.512,0.458,285.04,4,-6.7932,-1.0033,-4.0134,sl,0.0207,0.0354
1788271260,2026-09-01T14:01:00,flip,1,0.0,1,260.82,2.814,2.771,0.667,0.327,0.298,0.0,1,-5.2458,-1.0056,-4.0225,sl,0.0268,0.046
1788279240,2026-09-01T16:14:00,flip,-1,0.0,1,403.98,5.885,7.23,1.195,0.871,0.871,0.0,1,6.4637,0.8,3.2,tp,0.0173,0.0297
1788280560,2026-09-01T16:36:00,cont,-1,22.0,1,336.36,3.981,5.854,0.872,0.547,0.415,346.59,2,-6.758,-1.0046,-4.0183,sl,0.0208,0.0357
1788285540,2026-09-01T17:59:00,cont,-1,105.0,1,447.19,6.65,9.157,1.517,0.896,0.896,394.99,3,7.155,0.8,3.2,tp,0.0157,0.0268
1788287220,2026-09-01T18:27:00,cont,-1,133.0,0,212.35,3.43,3.917,0.594,0.48,0.255,730.31,6,3.3976,0.8,3.2,tp,0.033,0.0565
1788288180,2026-09-01T18:43:00,cont,-1,149.0,0,437.55,4.612,6.345,0.823,0.663,0.447,1030.26,7,-8.7974,-1.0053,-4.0212,sl,0.016,0.0274
1788289440,2026-09-01T19:04:00,flip,1,0.0,1,217.91,2.58,2.976,0.405,0.24,0.24,0.0,1,3.4866,0.8,3.2,tp,0.0321,0.0551
1788297000,2026-09-01T21:10:00,flip,-1,0.0,1,136.85,2.245,3.435,0.361,0.361,0.361,0.0,1,2.1896,0.8,3.2,tp,0.0512,0.0877
1788302940,2026-09-01T22:49:00,flip,1,0.0,1,312.56,6.529,7.878,1.249,1.026,1.026,0.0,1,5.001,0.8,3.2,tp,0.0224,0.0384
1788309240,2026-09-02T00:34:00,flip,-1,0.0,1,91.13,1.673,2.191,0.361,0.348,0.215,0.0,1,1.4581,0.8,3.2,tp,0.0768,0.1317
1788312600,2026-09-02T01:30:00,cont,-1,56.0,1,248.95,4.828,5.106,0.991,0.92,0.92,140.04,2,3.9832,0.8,3.2,tp,0.0281,0.0482
1788313800,2026-09-02T01:50:00,cont,-1,76.0,1,198.09,2.731,3.822,0.56,0.314,0.299,466.32,3,-3.964,-1.0006,-4.0022,sl,0.0353,0.0606
1788316020,2026-09-02T02:27:00,flip,1,0.0,1,81.69,1.459,1.297,0.361,0.215,0.141,0.0,1,-1.7456,-1.0684,-4.2737,sl,0.0857,0.1469
1788318060,2026-09-02T03:01:00,cont,1,34.0,1,274.73,6.722,5.598,0.995,0.894,0.521,129.34,2,4.3957,0.8,3.2,tp,0.0255,0.0437
1788338280,2026-09-02T08:38:00,flip,-1,0.0,1,87.76,1.682,2.394,0.317,0.187,0.155,0.0,1,1.4042,0.8,3.2,tp,0.0798,0.1367
1788340980,2026-09-02T09:23:00,cont,-1,45.0,1,326.62,4.943,5.923,0.741,0.715,0.44,359.0,2,5.2259,0.8,3.2,tp,0.0214,0.0367
1788347640,2026-09-02T11:14:00,flip,1,0.0,1,214.0,3.152,4.02,0.955,0.414,0.414,0.0,1,-4.3092,-1.0068,-4.0273,sl,0.0327,0.0561
1788350220,2026-09-02T11:57:00,cont,1,43.0,1,432.68,10.528,7.756,2.294,1.307,1.015,39.04,2,6.9229,0.8,3.2,tp,0.0162,0.0277
1788356520,2026-09-02T13:42:00,cont,1,15.0,1,588.89,5.396,11.025,0.976,0.976,0.964,286.2,2,9.4222,0.8,3.2,tp,0.0119,0.0204
1788419040,2026-09-03T07:04:00,cont,1,282.0,0,1004.31,18.312,29.984,2.579,2.497,2.168,647.47,3,16.069,0.8,3.2,tp,0.007,0.0119
1788443400,2026-09-03T13:50:00,cont,1,688.0,0,172.03,1.491,2.157,0.35,0.316,0.263,1466.43,7,-3.4886,-1.014,-4.0558,sl,0.0407,0.0698
1788444000,2026-09-03T14:00:00,flip,-1,0.0,1,153.74,1.97,2.331,0.536,0.312,0.278,0.0,1,-3.1596,-1.0276,-4.1103,sl,0.0455,0.0781
1788444660,2026-09-03T14:11:00,flip,1,0.0,1,128.58,1.491,1.886,0.484,0.437,0.232,0.0,1,2.0573,0.8,3.2,tp,0.0544,0.0933
1788445320,2026-09-03T14:22:00,cont,1,11.0,1,247.75,2.648,2.896,0.556,0.452,0.31,285.41,2,3.964,0.8,3.2,tp,0.0283,0.0484
1788446760,2026-09-03T14:46:00,cont,1,35.0,1,353.07,2.946,3.697,0.969,0.36,0.276,1007.25,3,5.6491,0.8,3.2,tp,0.0198,0.034
1788447540,2026-09-03T14:59:00,cont,1,48.0,1,444.07,2.791,4.089,0.548,0.449,0.235,1597.53,4,7.1051,0.8,3.2,tp,0.0158,0.027
1788449940,2026-09-03T15:39:00,cont,1,88.0,1,560.0,6.484,4.736,1.571,0.891,0.405,2028.77,5,8.96,0.8,3.2,tp,0.0125,0.0214
1788462240,2026-09-03T19:04:00,cont,1,136.0,0,583.82,9.373,10.751,1.375,1.127,1.033,429.59,6,9.3411,0.8,3.2,tp,0.012,0.0206
1788474060,2026-09-03T22:21:00,cont,-1,78.0,1,1030.21,16.341,13.801,3.955,2.009,0.982,126.23,2,16.4834,0.8,3.2,tp,0.0068,0.0116
1788525900,2026-09-04T12:45:00,flip,-1,0.0,1,729.97,3.37,11.636,0.777,0.368,0.368,0.0,1,11.6795,0.8,3.2,tp,0.0096,0.0164
1788625560,2026-09-05T16:26:00,flip,1,0.0,1,500.27,18.402,25.209,3.423,3.175,2.223,0.0,1,-10.0896,-1.0084,-4.0337,sl,0.014,0.024
1788706860,2026-09-06T15:01:00,cont,-1,63.0,1,304.46,5.699,6.687,0.893,0.552,0.479,358.49,4,-6.0976,-1.0014,-4.0055,sl,0.023,0.0394
1788711120,2026-09-06T16:12:00,flip,1,0.0,1,138.45,3.942,4.741,1.045,1.045,0.601,0.0,1,-2.8148,-1.0165,-4.0662,sl,0.0506,0.0867
1788717720,2026-09-06T18:02:00,cont,1,110.0,1,202.95,9.444,8.139,2.981,2.607,0.957,42.54,3,3.2472,0.8,3.2,tp,0.0345,0.0591
1788720000,2026-09-06T18:40:00,cont,1,148.0,0,57.15,2.671,2.949,0.524,0.361,0.222,220.3,4,-1.2356,-1.081,-4.3241,sl,0.1225,0.21
1788725160,2026-09-06T20:06:00,flip,-1,0.0,1,37.64,1.87,3.031,0.739,0.739,0.402,0.0,1,-0.8452,-1.1227,-4.491,sl,0.186,0.3188
1788728880,2026-09-06T21:08:00,flip,1,0.0,1,89.12,3.734,4.327,0.836,0.836,0.399,0.0,1,-1.8504,-1.0382,-4.1526,sl,0.0785,0.1346
1788732120,2026-09-06T22:02:00,flip,-1,0.0,1,169.57,4.56,6.073,0.957,0.875,0.758,0.0,1,2.7131,0.8,3.2,tp,0.0413,0.0708
1788735780,2026-09-06T23:03:00,flip,1,0.0,1,295.83,4.693,7.159,0.723,0.633,0.404,0.0,1,4.7333,0.8,3.2,tp,0.0237,0.0406
1788738360,2026-09-06T23:46:00,cont,1,43.0,1,173.53,2.438,3.516,0.417,0.364,0.274,236.81,2,-3.478,-1.0021,-4.0085,sl,0.0403,0.0692
1788739200,2026-09-07T00:00:00,flip,-1,0.0,1,100.66,1.624,1.979,0.296,0.234,0.193,0.0,1,-2.0244,-1.0056,-4.0223,sl,0.0695,0.1192
1788740220,2026-09-07T00:17:00,cont,-1,17.0,1,236.92,3.782,4.51,0.862,0.67,0.496,48.98,2,3.7907,0.8,3.2,tp,0.0295,0.0507
1788743340,2026-09-07T01:09:00,cont,-1,69.0,1,285.24,4.31,5.414,1.077,1.077,0.693,277.78,3,-5.8018,-1.017,-4.068,sl,0.0245,0.0421
1788750720,2026-09-07T03:12:00,flip,-1,0.0,1,194.13,3.166,4.008,0.941,0.363,0.292,0.0,1,3.1061,0.8,3.2,tp,0.0361,0.0618
1788754320,2026-09-07T04:12:00,cont,-1,60.0,1,148.59,3.893,3.892,1.021,0.984,0.51,244.45,3,-2.9812,-1.0032,-4.0127,sl,0.0471,0.0808
1788757440,2026-09-07T05:04:00,flip,1,0.0,1,61.98,1.9,1.916,0.496,0.268,0.268,0.0,1,-1.242,-1.0019,-4.0077,sl,0.1129,0.1936
1788758100,2026-09-07T05:15:00,cont,1,11.0,1,186.59,4.056,5.505,1.03,0.963,0.621,64.42,2,-3.867,-1.0362,-4.1449,sl,0.0375,0.0643
1788765540,2026-09-07T07:19:00,flip,-1,0.0,1,108.13,3.368,4.099,0.867,0.867,0.524,0.0,1,1.7301,0.8,3.2,tp,0.0647,0.111
1788766080,2026-09-07T07:28:00,cont,-1,9.0,1,127.14,2.53,4.651,0.579,0.458,0.392,145.61,2,2.0342,0.8,3.2,tp,0.0551,0.0944
1788766380,2026-09-07T07:33:00,cont,-1,14.0,1,172.56,2.169,6.054,0.42,0.341,0.317,237.68,3,2.761,0.8,3.2,tp,0.0406,0.0695
1788785400,2026-09-07T12:50:00,flip,1,0.0,1,281.33,14.021,12.415,2.927,2.927,1.523,0.0,1,-5.635,-1.0015,-4.006,sl,0.0249,0.0427
1788789900,2026-09-07T14:05:00,flip,-1,0.0,1,130.92,3.418,4.231,0.83,0.822,0.342,0.0,1,2.0947,0.8,3.2,tp,0.0535,0.0917
1788790860,2026-09-07T14:21:00,cont,-1,16.0,1,146.38,2.267,3.752,0.798,0.388,0.247,228.08,2,2.3421,0.8,3.2,tp,0.0478,0.082
1788795000,2026-09-07T15:30:00,cont,-1,85.0,1,300.23,4.389,6.898,0.913,0.814,0.657,325.29,4,4.8037,0.8,3.2,tp,0.0233,0.04
1788795600,2026-09-07T15:40:00,cont,-1,95.0,1,175.65,2.536,3.856,0.425,0.401,0.31,570.21,5,-3.5894,-1.0217,-4.087,sl,0.0399,0.0683
1788801600,2026-09-07T17:20:00,flip,1,0.0,1,61.16,2.383,2.411,0.441,0.296,0.164,0.0,1,-1.2764,-1.0435,-4.174,sl,0.1145,0.1962
1788802860,2026-09-07T17:41:00,cont,1,21.0,1,109.83,3.923,4.732,1.106,1.106,0.527,0.23,2,1.7573,0.8,3.2,tp,0.0637,0.1093
1788809460,2026-09-07T19:31:00,cont,1,131.0,0,113.35,5.4,5.192,1.066,0.949,0.628,102.76,5,1.8136,0.8,3.2,tp,0.0618,0.1059
1788819360,2026-09-07T22:16:00,flip,-1,0.0,1,158.83,4.033,7.304,0.916,0.911,0.752,0.0,1,2.5413,0.8,3.2,tp,0.0441,0.0756
1788828900,2026-09-08T00:55:00,flip,1,0.0,1,126.43,3.36,2.954,1.034,0.382,0.365,0.0,1,2.0229,0.8,3.2,tp,0.0554,0.0949
1788834540,2026-09-08T02:29:00,flip,-1,0.0,1,237.02,4.653,7.414,0.945,0.945,0.945,0.0,1,3.7923,0.8,3.2,tp,0.0295,0.0506
1788836640,2026-09-08T03:04:00,cont,-1,35.0,1,84.94,1.799,2.125,0.344,0.245,0.138,342.32,4,-1.7442,-1.0267,-4.1069,sl,0.0824,0.1413
1788837540,2026-09-08T03:19:00,cont,-1,50.0,1,142.68,3.638,3.407,0.99,0.538,0.226,406.33,5,2.2829,0.8,3.2,tp,0.0491,0.0841
1788843180,2026-09-08T04:53:00,cont,-1,144.0,0,249.74,7.836,8.386,2.157,1.646,1.203,535.44,6,3.9958,0.8,3.2,tp,0.028,0.048
1788847500,2026-09-08T06:05:00,cont,-1,216.0,0,371.88,5.41,6.89,1.296,1.084,0.81,778.55,7,5.9501,0.8,3.2,tp,0.0188,0.0323
