t,time,kind,d,age_min,elig_2h,dist,stop_atr,stop_med60,stop_r15,stop_r30,stop_r60,dist_from_flip,ordinal,pnl,pnl_R,const_risk_pnl,why,spread_frac,cost_frac
1783344420,2026-07-06T13:27:00,cont,-1,138.0,0,202.76,2.709,3.445,0.719,0.564,0.272,1339.05,6,-4.079,-1.0059,-4.0235,sl,0.0345,0.0592
1783344660,2026-07-06T13:31:00,cont,-1,142.0,0,232.21,2.421,3.653,0.807,0.533,0.282,1403.18,7,-4.8264,-1.0392,-4.1569,sl,0.0301,0.0517
1783345620,2026-07-06T13:47:00,flip,1,0.0,1,174.76,1.412,2.369,0.355,0.355,0.298,0.0,1,2.7962,0.8,3.2,tp,0.0401,0.0687
1783347780,2026-07-06T14:23:00,cont,1,36.0,1,381.71,3.592,4.189,1.009,1.009,0.493,301.29,2,6.1074,0.8,3.2,tp,0.0183,0.0314
1783350540,2026-07-06T15:09:00,cont,1,82.0,1,547.01,6.813,6.395,0.905,0.774,0.619,677.34,3,8.7522,0.8,3.2,tp,0.0128,0.0219
1783354080,2026-07-06T16:08:00,cont,1,141.0,0,247.83,2.203,3.083,0.685,0.175,0.167,1886.91,5,3.9653,0.8,3.2,tp,0.0282,0.0484
1783357560,2026-07-06T17:06:00,cont,1,199.0,0,473.39,7.764,6.039,1.911,1.499,0.941,2108.91,6,7.5742,0.8,3.2,tp,0.0148,0.0253
1783392540,2026-07-07T02:49:00,flip,-1,0.0,1,168.32,3.564,3.902,0.896,0.446,0.298,0.0,1,2.6931,0.8,3.2,tp,0.0416,0.0713
1783395720,2026-07-07T03:42:00,cont,-1,53.0,1,152.86,3.879,3.498,0.99,0.726,0.365,231.12,2,2.4458,0.8,3.2,tp,0.0458,0.0785
1783400820,2026-07-07T05:07:00,cont,-1,138.0,0,71.05,2.676,2.538,0.92,0.351,0.277,387.63,6,1.1368,0.8,3.2,tp,0.0985,0.1689
1783401120,2026-07-07T05:12:00,cont,-1,143.0,0,101.26,2.941,3.546,0.624,0.415,0.296,476.69,7,1.6202,0.8,3.2,tp,0.0691,0.1185
1783403460,2026-07-07T05:51:00,flip,1,0.0,1,60.48,1.979,1.813,0.664,0.175,0.135,0.0,1,0.9677,0.8,3.2,tp,0.1157,0.1984
1783404300,2026-07-07T06:05:00,flip,-1,0.0,1,169.33,3.957,4.528,0.807,0.807,0.348,0.0,1,-3.4332,-1.0138,-4.055,sl,0.0413,0.0709
1783425840,2026-07-07T12:04:00,flip,1,0.0,1,459.91,12.544,15.428,2.553,1.246,1.242,0.0,1,7.3586,0.8,3.2,tp,0.0152,0.0261
1783426320,2026-07-07T12:12:00,cont,1,8.0,1,161.23,1.968,5.03,0.319,0.234,0.213,301.58,2,-3.3624,-1.0427,-4.1709,sl,0.0434,0.0744
1783428540,2026-07-07T12:49:00,flip,-1,0.0,1,149.91,3.185,3.309,0.919,0.486,0.264,0.0,1,2.3986,0.8,3.2,tp,0.0467,0.08
1783430400,2026-07-07T13:20:00,cont,-1,31.0,1,107.85,2.221,2.368,0.721,0.356,0.202,193.99,3,1.7256,0.8,3.2,tp,0.0649,0.1113
1783431360,2026-07-07T13:36:00,cont,-1,47.0,1,242.96,2.791,4.728,0.848,0.584,0.371,481.77,4,-4.95,-1.0187,-4.0747,sl,0.0288,0.0494
1783433640,2026-07-07T14:14:00,cont,-1,85.0,1,414.18,3.619,4.636,1.007,0.739,0.739,495.53,5,-8.3078,-1.0029,-4.0117,sl,0.0169,0.029
1783437360,2026-07-07T15:16:00,flip,1,0.0,1,244.21,2.735,2.557,0.822,0.387,0.243,0.0,1,3.9074,0.8,3.2,tp,0.0287,0.0491
1783439220,2026-07-07T15:47:00,cont,1,31.0,1,333.36,3.427,3.723,0.898,0.619,0.358,415.07,3,-6.7934,-1.0189,-4.0757,sl,0.021,0.036
1783451400,2026-07-07T19:10:00,flip,-1,0.0,1,215.84,2.875,4.326,0.899,0.366,0.359,0.0,1,3.4534,0.8,3.2,tp,0.0324,0.0556
1783453260,2026-07-07T19:41:00,flip,1,0.0,1,83.18,1.488,1.478,0.325,0.19,0.11,0.0,1,1.3309,0.8,3.2,tp,0.0842,0.1443
1783456320,2026-07-07T20:32:00,flip,-1,0.0,1,159.39,5.35,3.902,1.33,0.623,0.623,0.0,1,-3.2152,-1.0086,-4.0344,sl,0.0439,0.0753
1783458240,2026-07-07T21:04:00,flip,1,0.0,1,84.96,2.289,2.862,0.409,0.401,0.315,0.0,1,-1.73,-1.0181,-4.0725,sl,0.0824,0.1412
1783460220,2026-07-07T21:37:00,flip,-1,0.0,1,117.08,2.307,3.436,0.761,0.269,0.239,0.0,1,1.8733,0.8,3.2,tp,0.0598,0.1025
1783461600,2026-07-07T22:00:00,cont,-1,23.0,1,250.86,4.478,5.363,0.93,0.901,0.408,115.69,2,-5.1094,-1.0184,-4.0735,sl,0.0279,0.0478
1783465560,2026-07-07T23:06:00,flip,1,0.0,1,169.17,4.786,4.722,1.137,0.97,0.51,0.0,1,-3.4212,-1.0112,-4.0447,sl,0.0414,0.0709
1783468800,2026-07-08T00:00:00,flip,-1,0.0,1,51.96,1.424,1.682,0.335,0.142,0.124,0.0,1,-1.0664,-1.0262,-4.1047,sl,0.1347,0.2309
1783470060,2026-07-08T00:21:00,flip,1,0.0,1,146.7,3.018,4.527,0.957,0.563,0.377,0.0,1,2.3472,0.8,3.2,tp,0.0477,0.0818
1783471140,2026-07-08T00:39:00,cont,1,18.0,1,146.33,2.874,3.71,1.021,0.518,0.376,129.15,2,-2.9474,-1.0071,-4.0284,sl,0.0478,0.082
1783474080,2026-07-08T01:28:00,cont,-1,26.0,1,197.07,4.954,4.947,1.007,0.978,0.615,121.54,2,3.1531,0.8,3.2,tp,0.0355,0.0609
1783476060,2026-07-08T02:01:00,cont,-1,59.0,1,307.56,4.781,6.83,0.919,0.542,0.401,669.67,3,4.921,0.8,3.2,tp,0.0228,0.039
1783479720,2026-07-08T03:02:00,flip,1,0.0,1,179.87,4.097,3.59,0.892,0.312,0.312,0.0,1,-3.6684,-1.0197,-4.0789,sl,0.0389,0.0667
1783486200,2026-07-08T04:50:00,flip,-1,0.0,1,205.36,5.208,5.47,1.15,0.853,0.853,0.0,1,3.2858,0.8,3.2,tp,0.0341,0.0584
1783492680,2026-07-08T06:38:00,cont,-1,108.0,1,175.71,3.198,4.654,0.821,0.712,0.712,178.8,5,-3.537,-1.0065,-4.026,sl,0.0398,0.0683
1783495500,2026-07-08T07:25:00,flip,1,0.0,1,299.34,6.792,7.094,1.508,1.026,0.84,0.0,1,-6.0006,-1.0023,-4.0092,sl,0.0234,0.0401
1783502040,2026-07-08T09:14:00,flip,-1,0.0,1,464.77,8.074,5.84,1.972,1.009,0.461,0.0,1,-9.3172,-1.0023,-4.0094,sl,0.0151,0.0258
1783518540,2026-07-08T13:49:00,cont,-1,275.0,0,674.83,8.157,13.3,1.495,1.495,1.317,159.16,2,-13.6008,-1.0077,-4.0309,sl,0.0104,0.0178
1783559340,2026-07-09T01:09:00,flip,1,0.0,1,660.34,9.914,20.089,1.153,1.098,1.098,0.0,1,-13.2488,-1.0032,-4.0127,sl,0.0106,0.0182
1783564500,2026-07-09T02:35:00,flip,-1,0.0,1,305.7,6.358,7.143,0.952,0.925,0.586,0.0,1,-6.1404,-1.0043,-4.0173,sl,0.0229,0.0393
1783571400,2026-07-09T04:30:00,cont,1,14.0,1,124.58,3.693,4.032,0.914,0.674,0.467,33.37,2,1.9933,0.8,3.2,tp,0.0562,0.0963
1783572420,2026-07-09T04:47:00,cont,1,31.0,1,35.79,0.937,1.158,0.267,0.112,0.087,206.89,3,0.5726,0.8,3.2,tp,0.1956,0.3353
1783573740,2026-07-09T05:09:00,cont,1,53.0,1,105.76,2.037,2.879,0.719,0.468,0.222,359.09,4,1.6922,0.8,3.2,tp,0.0662,0.1135
1783575000,2026-07-09T05:30:00,flip,-1,0.0,1,96.13,1.948,2.25,0.354,0.254,0.19,0.0,1,-1.941,-1.0096,-4.0383,sl,0.0728,0.1248
1783578420,2026-07-09T06:27:00,flip,1,0.0,1,332.9,6.521,8.731,0.897,0.867,0.527,0.0,1,5.3264,0.8,3.2,tp,0.021,0.036
1783581540,2026-07-09T07:19:00,cont,1,52.0,1,227.69,4.221,4.861,0.866,0.609,0.334,266.67,3,-4.5794,-1.0056,-4.0225,sl,0.0307,0.0527
1783583160,2026-07-09T07:46:00,cont,1,79.0,1,351.01,6.909,7.843,1.088,1.088,0.901,299.69,4,-7.0794,-1.0084,-4.0337,sl,0.0199,0.0342
1783596240,2026-07-09T11:24:00,flip,-1,0.0,1,149.63,3.954,4.708,0.902,0.852,0.511,0.0,1,-3.0326,-1.0134,-4.0535,sl,0.0468,0.0802
1783600620,2026-07-09T12:37:00,flip,1,0.0,1,296.04,3.301,7.084,0.828,0.828,0.828,0.0,1,-5.9298,-1.0015,-4.0061,sl,0.0236,0.0405
1783604640,2026-07-09T13:44:00,cont,1,67.0,1,501.58,5.26,8.594,1.078,1.078,0.955,57.75,2,8.0253,0.8,3.2,tp,0.014,0.0239
1783620420,2026-07-09T18:07:00,flip,1,0.0,1,300.65,4.457,7.514,0.814,0.532,0.388,0.0,1,-6.0486,-1.0059,-4.0237,sl,0.0233,0.0399
1783643580,2026-07-10T00:33:00,flip,-1,0.0,1,361.97,7.329,10.878,1.227,1.205,0.958,0.0,1,-7.2584,-1.0026,-4.0105,sl,0.0193,0.0332
1783646940,2026-07-10T01:29:00,flip,1,0.0,1,149.69,2.469,3.598,0.522,0.333,0.306,0.0,1,2.395,0.8,3.2,tp,0.0468,0.0802
1783648080,2026-07-10T01:48:00,cont,1,19.0,1,514.31,6.834,13.423,0.883,0.74,0.541,474.61,3,8.229,0.8,3.2,tp,0.0136,0.0233
1783675800,2026-07-10T09:30:00,cont,1,88.0,1,376.42,8.953,10.051,1.739,1.128,1.128,391.45,3,-7.5558,-1.0036,-4.0146,sl,0.0186,0.0319
1783693080,2026-07-10T14:18:00,cont,-1,75.0,1,590.41,8.154,8.491,1.671,0.971,0.971,149.35,2,9.4466,0.8,3.2,tp,0.0119,0.0203
1783840440,2026-07-12T07:14:00,flip,1,0.0,1,94.67,5.474,3.815,1.084,0.95,0.496,0.0,1,1.5147,0.8,3.2,tp,0.0739,0.1268
1783842840,2026-07-12T07:54:00,cont,1,40.0,1,42.07,2.374,2.41,1.114,0.474,0.263,58.57,2,0.6731,0.8,3.2,tp,0.1664,0.2852
1783858320,2026-07-12T12:12:00,cont,1,298.0,0,356.04,12.416,20.23,2.034,2.034,1.188,293.12,3,-7.1604,-1.0056,-4.0222,sl,0.0197,0.0337
1783903200,2026-07-13T00:40:00,cont,-1,160.0,0,828.76,9.96,15.194,1.237,0.951,0.951,208.04,2,13.2602,0.8,3.2,tp,0.0084,0.0145
1783913580,2026-07-13T03:33:00,cont,-1,333.0,0,277.28,4.864,5.572,0.93,0.536,0.385,998.28,6,4.4365,0.8,3.2,tp,0.0252,0.0433
1783918800,2026-07-13T05:00:00,cont,-1,420.0,0,159.7,3.948,4.644,0.513,0.401,0.371,1193.09,9,-3.2042,-1.0032,-4.0128,sl,0.0438,0.0751
1783927380,2026-07-13T07:23:00,flip,1,0.0,1,295.82,7.622,9.469,1.848,1.515,1.35,0.0,1,4.7331,0.8,3.2,tp,0.0237,0.0406
1783939560,2026-07-13T10:46:00,flip,-1,0.0,1,72.32,1.94,6.756,0.318,0.275,0.275,0.0,1,-1.4722,-1.0178,-4.0713,sl,0.0968,0.1659
1783944480,2026-07-13T12:08:00,cont,-1,82.0,1,289.99,8.064,11.286,1.508,1.363,0.861,55.62,2,4.6398,0.8,3.2,tp,0.0241,0.0414
1783948200,2026-07-13T13:10:00,cont,-1,144.0,0,124.52,3.523,3.232,0.947,0.947,0.319,353.39,5,1.9923,0.8,3.2,tp,0.0562,0.0964
1783950060,2026-07-13T13:41:00,cont,-1,175.0,0,392.53,4.929,10.738,0.831,0.831,0.831,572.37,6,-7.864,-1.0017,-4.0068,sl,0.0178,0.0306
1783954080,2026-07-13T14:48:00,cont,1,29.0,1,257.0,3.092,3.546,0.929,0.619,0.397,242.22,3,4.112,0.8,3.2,tp,0.0272,0.0467
1783958760,2026-07-13T16:06:00,flip,-1,0.0,1,120.58,3.298,2.917,1.292,0.661,0.273,0.0,1,1.9293,0.8,3.2,tp,0.0581,0.0995
1783960200,2026-07-13T16:30:00,cont,-1,24.0,1,88.89,1.695,2.142,0.347,0.236,0.148,295.24,3,-1.7852,-1.0042,-4.0166,sl,0.0787,0.135
1783961160,2026-07-13T16:46:00,flip,1,0.0,1,53.18,1.194,1.339,0.238,0.181,0.109,0.0,1,-1.113,-1.0464,-4.1858,sl,0.1316,0.2256
1783963380,2026-07-13T17:23:00,flip,-1,0.0,1,123.95,3.899,3.059,0.801,0.801,0.555,0.0,1,1.9832,0.8,3.2,tp,0.0565,0.0968
1783966320,2026-07-13T18:12:00,cont,-1,49.0,1,161.91,2.88,3.697,0.84,0.512,0.358,351.56,2,-3.2786,-1.0125,-4.0499,sl,0.0432,0.0741
1783970220,2026-07-13T19:17:00,flip,1,0.0,1,106.02,3.413,2.887,0.802,0.762,0.362,0.0,1,1.6963,0.8,3.2,tp,0.066,0.1132
1783972200,2026-07-13T19:50:00,cont,1,33.0,1,80.46,2.721,2.414,0.794,0.383,0.361,104.42,3,1.2874,0.8,3.2,tp,0.087,0.1491
1783973040,2026-07-13T20:04:00,cont,1,47.0,1,72.06,2.275,2.279,0.513,0.346,0.227,213.88,4,-1.452,-1.0075,-4.03,sl,0.0971,0.1665
1783973700,2026-07-13T20:15:00,flip,-1,0.0,1,50.74,1.742,1.619,0.304,0.254,0.152,0.0,1,0.8118,0.8,3.2,tp,0.138,0.2365
1783975800,2026-07-13T20:50:00,cont,-1,35.0,1,166.91,6.231,6.409,0.903,0.842,0.667,85.28,2,2.6706,0.8,3.2,tp,0.0419,0.0719
1783983660,2026-07-13T23:01:00,cont,-1,166.0,0,326.91,8.812,11.215,1.614,1.05,0.889,294.06,5,-6.5754,-1.0057,-4.0228,sl,0.0214,0.0367
1783990500,2026-07-14T00:55:00,flip,1,0.0,1,283.16,5.254,6.435,0.743,0.743,0.697,0.0,1,4.5306,0.8,3.2,tp,0.0247,0.0424
1784009640,2026-07-14T06:14:00,flip,-1,0.0,1,64.78,2.34,2.501,0.776,0.567,0.281,0.0,1,-1.3508,-1.0426,-4.1704,sl,0.1081,0.1852
1784011800,2026-07-14T06:50:00,cont,-1,36.0,1,111.64,4.394,4.745,0.711,0.711,0.711,0.16,2,1.7862,0.8,3.2,tp,0.0627,0.1075
1784013120,2026-07-14T07:12:00,cont,-1,58.0,1,88.67,2.485,3.092,0.862,0.574,0.389,94.96,3,-1.8084,-1.0197,-4.0789,sl,0.0789,0.1353
1784015160,2026-07-14T07:46:00,cont,-1,92.0,1,138.26,4.438,4.546,1.025,0.929,0.768,152.78,4,-2.8198,-1.0197,-4.079,sl,0.0506,0.0868
1784025840,2026-07-14T10:44:00,flip,1,0.0,1,279.56,7.736,12.11,1.307,1.307,0.955,0.0,1,4.473,0.8,3.2,tp,0.025,0.0429
1784032200,2026-07-14T12:30:00,cont,1,106.0,1,694.64,6.631,23.752,0.902,0.857,0.857,761.58,3,11.1142,0.8,3.2,tp,0.0101,0.0173
1784037840,2026-07-14T14:04:00,flip,-1,0.0,1,317.76,4.139,4.749,0.896,0.809,0.515,0.0,1,-6.3876,-1.0051,-4.0204,sl,0.022,0.0378
1784041080,2026-07-14T14:58:00,flip,1,0.0,1,99.57,2.074,1.806,0.476,0.353,0.179,0.0,1,1.5931,0.8,3.2,tp,0.0703,0.1205
1784042940,2026-07-14T15:29:00,cont,1,31.0,1,346.42,5.28,6.833,0.917,0.91,0.476,364.44,2,5.5427,0.8,3.2,tp,0.0202,0.0346
1784067600,2026-07-14T22:20:00,cont,1,442.0,0,792.06,12.176,27.416,1.395,1.395,1.395,899.82,3,-15.8454,-1.0003,-4.0011,sl,0.0088,0.0152
1784188200,2026-07-16T07:50:00,cont,-1,97.0,1,120.05,2.423,3.975,0.461,0.252,0.184,693.05,5,1.9208,0.8,3.2,tp,0.0583,0.1
1784189640,2026-07-16T08:14:00,cont,-1,121.0,0,296.0,4.626,7.562,0.92,0.842,0.411,894.92,6,-5.9492,-1.0049,-4.0197,sl,0.0236,0.0405
1784205900,2026-07-16T12:45:00,cont,-1,392.0,0,475.42,9.383,15.816,1.367,1.316,1.14,975.7,7,-9.5134,-1.0005,-4.0021,sl,0.0147,0.0252
1784210460,2026-07-16T14:01:00,flip,1,0.0,1,389.48,4.907,7.594,1.012,1.012,0.74,0.0,1,6.2317,0.8,3.2,tp,0.018,0.0308
1784221800,2026-07-16T17:10:00,flip,-1,0.0,1,131.15,2.431,2.539,0.443,0.443,0.311,0.0,1,2.0984,0.8,3.2,tp,0.0534,0.0915
1784224200,2026-07-16T17:50:00,cont,-1,40.0,1,145.59,3.495,3.294,0.727,0.698,0.323,138.41,2,2.3294,0.8,3.2,tp,0.0481,0.0824
1784225760,2026-07-16T18:16:00,flip,1,0.0,1,72.12,1.791,1.592,0.454,0.299,0.234,0.0,1,1.1539,0.8,3.2,tp,0.0971,0.1664
1784235540,2026-07-16T20:59:00,flip,-1,0.0,1,217.4,9.536,10.447,3.322,1.929,1.173,0.0,1,3.4784,0.8,3.2,tp,0.0322,0.0552
1784242980,2026-07-16T23:03:00,cont,-1,124.0,0,71.36,2.352,2.32,0.537,0.315,0.232,176.51,4,1.1418,0.8,3.2,tp,0.0981,0.1682
1784245020,2026-07-16T23:37:00,cont,-1,158.0,0,72.82,1.884,2.515,0.634,0.347,0.177,364.4,5,-1.4982,-1.0287,-4.1148,sl,0.0961,0.1648
1784248260,2026-07-17T00:31:00,cont,-1,212.0,0,199.29,5.188,5.702,0.91,0.91,0.91,404.13,6,-4.026,-1.0101,-4.0403,sl,0.0351,0.0602
1784253000,2026-07-17T01:50:00,cont,-1,291.0,0,461.93,9.65,10.837,1.465,1.124,0.935,514.87,7,7.3909,0.8,3.2,tp,0.0152,0.026
1784266800,2026-07-17T05:40:00,cont,-1,97.0,1,171.88,2.734,5.323,0.448,0.346,0.273,463.63,4,2.7501,0.8,3.2,tp,0.0407,0.0698
1784268720,2026-07-17T06:12:00,cont,-1,129.0,0,199.94,3.432,5.063,0.907,0.822,0.299,710.99,5,-4.0754,-1.0192,-4.0766,sl,0.035,0.06
1784282520,2026-07-17T10:02:00,flip,1,0.0,1,95.78,3.505,3.845,0.866,0.69,0.444,0.0,1,1.5325,0.8,3.2,tp,0.0731,0.1253
1784284800,2026-07-17T10:40:00,cont,1,38.0,1,141.43,6.514,5.295,1.173,0.9,0.706,87.08,2,2.2629,0.8,3.2,tp,0.0495,0.0848
1784289240,2026-07-17T11:54:00,flip,1,0.0,1,85.19,2.59,3.408,0.878,0.327,0.29,0.0,1,-1.71,-1.0036,-4.0146,sl,0.0822,0.1409
1784290740,2026-07-17T12:19:00,flip,-1,0.0,1,90.62,3.539,3.564,0.876,0.559,0.33,0.0,1,1.4499,0.8,3.2,tp,0.0772,0.1324
1784293320,2026-07-17T13:02:00,cont,-1,43.0,1,166.44,4.361,6.033,0.991,0.798,0.533,202.63,4,2.663,0.8,3.2,tp,0.0421,0.0721
1784295240,2026-07-17T13:34:00,cont,-1,75.0,1,215.94,3.444,4.868,0.83,0.724,0.444,508.95,5,3.455,0.8,3.2,tp,0.0324,0.0556
1784304600,2026-07-17T16:10:00,flip,1,0.0,1,693.14,12.25,14.17,2.95,1.596,0.951,0.0,1,11.0902,0.8,3.2,tp,0.0101,0.0173
1784310420,2026-07-17T17:47:00,cont,1,97.0,1,276.36,4.937,4.847,1.253,0.987,0.442,674.68,4,-5.5376,-1.0019,-4.0075,sl,0.0253,0.0434
1784312820,2026-07-17T18:27:00,flip,-1,0.0,1,76.18,1.592,1.531,0.319,0.319,0.221,0.0,1,-1.5478,-1.0159,-4.0635,sl,0.0919,0.1575
1784313660,2026-07-17T18:41:00,flip,1,0.0,1,99.51,2.309,2.019,0.435,0.417,0.289,0.0,1,1.5922,0.8,3.2,tp,0.0703,0.1206
1784319420,2026-07-17T20:17:00,flip,-1,0.0,1,224.05,8.322,6.9,2.351,0.952,0.925,0.0,1,-4.496,-1.0033,-4.0134,sl,0.0312,0.0536
1784323620,2026-07-17T21:27:00,cont,1,32.0,1,98.46,4.458,4.064,1.181,1.022,0.39,43.23,2,-1.9846,-1.0078,-4.0313,sl,0.0711,0.1219
1784324760,2026-07-17T21:46:00,flip,-1,0.0,1,41.69,1.802,1.818,0.575,0.252,0.214,0.0,1,-0.8358,-1.0024,-4.0096,sl,0.1679,0.2878
1784325600,2026-07-17T22:00:00,flip,1,0.0,1,82.27,3.197,3.767,0.931,0.931,0.498,0.0,1,-1.6472,-1.0011,-4.0044,sl,0.0851,0.1459
1784329320,2026-07-17T23:02:00,flip,-1,0.0,1,57.26,2.941,3.035,0.636,0.636,0.301,0.0,1,0.9162,0.8,3.2,tp,0.1222,0.2096
1784347080,2026-07-18T03:58:00,flip,1,0.0,1,140.7,9.337,9.975,1.458,1.458,1.458,0.0,1,2.2512,0.8,3.2,tp,0.0498,0.0853
1784378760,2026-07-18T12:46:00,cont,1,528.0,0,155.5,6.105,8.206,0.927,0.855,0.7,188.93,3,-3.1242,-1.0046,-4.0183,sl,0.045,0.0772
1784393520,2026-07-18T16:52:00,cont,1,774.0,0,344.8,12.369,21.788,1.651,1.651,1.476,284.51,4,5.5168,0.8,3.2,tp,0.0203,0.0348
1784405460,2026-07-18T20:11:00,cont,1,973.0,0,155.68,6.207,8.509,1.255,1.255,1.016,606.94,8,2.4909,0.8,3.2,tp,0.045,0.0771
1784409240,2026-07-18T21:14:00,cont,1,1036.0,0,200.82,7.963,9.435,1.493,0.976,0.976,763.02,9,3.2131,0.8,3.2,tp,0.0349,0.0598
1784434320,2026-07-19T04:12:00,flip,-1,0.0,1,89.06,4.601,5.211,0.793,0.793,0.636,0.0,1,-1.8766,-1.0536,-4.2142,sl,0.0786,0.1347
1784435700,2026-07-19T04:35:00,flip,1,0.0,1,38.57,2.176,2.231,0.555,0.314,0.314,0.0,1,0.6171,0.8,3.2,tp,0.1815,0.3111
1784438100,2026-07-19T05:15:00,cont,1,40.0,1,107.37,5.861,6.188,1.266,0.968,0.631,88.04,2,-2.1514,-1.0019,-4.0075,sl,0.0652,0.1118
1784449080,2026-07-19T08:18:00,flip,-1,0.0,1,117.13,6.25,7.971,1.434,1.211,0.911,0.0,1,1.8741,0.8,3.2,tp,0.0598,0.1025
1784455260,2026-07-19T10:01:00,cont,-1,103.0,1,59.29,3.359,3.399,0.786,0.442,0.238,174.45,3,-1.193,-1.0061,-4.0243,sl,0.1181,0.2024
1784456520,2026-07-19T10:22:00,flip,1,0.0,1,30.04,1.878,1.531,0.412,0.233,0.224,0.0,1,-0.6202,-1.0323,-4.1292,sl,0.233,0.3995
1784456820,2026-07-19T10:27:00,cont,1,5.0,1,43.2,2.739,2.144,0.733,0.295,0.295,9.42,2,0.6912,0.8,3.2,tp,0.162,0.2778
1784457660,2026-07-19T10:41:00,cont,1,19.0,1,49.63,3.077,2.858,0.774,0.52,0.271,50.74,3,0.7941,0.8,3.2,tp,0.141,0.2418
1784458800,2026-07-19T11:00:00,flip,-1,0.0,1,44.85,1.833,2.217,0.289,0.289,0.194,0.0,1,-0.9146,-1.0196,-4.0785,sl,0.1561,0.2676
1784461680,2026-07-19T11:48:00,cont,-1,48.0,1,132.27,7.988,6.197,2.175,0.966,0.842,46.12,2,2.1163,0.8,3.2,tp,0.0529,0.0907
1784463960,2026-07-19T12:26:00,cont,-1,86.0,1,94.99,2.755,4.597,0.803,0.617,0.399,223.58,3,-1.933,-1.0175,-4.0699,sl,0.0737,0.1263
1784467920,2026-07-19T13:32:00,flip,1,0.0,1,129.61,4.886,5.001,0.809,0.809,0.782,0.0,1,2.0738,0.8,3.2,tp,0.054,0.0926
1784480460,2026-07-19T17:01:00,cont,-1,159.0,0,235.66,7.861,10.011,1.183,1.128,0.941,44.26,2,-4.7598,-1.0099,-4.0395,sl,0.0297,0.0509
1784484420,2026-07-19T18:07:00,cont,-1,225.0,0,381.89,11.29,12.824,1.629,1.213,0.995,72.47,3,-7.6728,-1.0046,-4.0183,sl,0.0183,0.0314
1784506260,2026-07-20T00:11:00,cont,1,251.0,0,365.02,6.052,10.313,0.936,0.936,0.936,439.89,4,-7.3064,-1.0008,-4.0033,sl,0.0192,0.0329
1784524140,2026-07-20T05:09:00,flip,-1,0.0,1,598.86,15.615,15.858,3.011,1.585,1.406,0.0,1,9.5818,0.8,3.2,tp,0.0117,0.02
1784529180,2026-07-20T06:33:00,cont,-1,84.0,1,221.19,4.733,5.732,0.736,0.736,0.657,419.72,3,3.539,0.8,3.2,tp,0.0316,0.0543
1784533980,2026-07-20T07:53:00,flip,1,0.0,1,101.57,2.388,2.69,0.455,0.373,0.236,0.0,1,-2.3012,-1.1328,-4.5313,sl,0.0689,0.1181
1784543040,2026-07-20T10:24:00,cont,1,151.0,0,520.58,14.233,19.892,2.755,2.043,2.043,107.28,3,8.3293,0.8,3.2,tp,0.0134,0.0231
1784547960,2026-07-20T11:46:00,cont,1,233.0,0,128.36,1.57,4.189,0.288,0.202,0.187,660.92,6,2.0538,0.8,3.2,tp,0.0545,0.0935
1784548620,2026-07-20T11:57:00,cont,1,244.0,0,159.07,2.512,3.558,0.677,0.221,0.2,753.88,7,-3.3516,-1.0535,-4.214,sl,0.044,0.0754
1784549940,2026-07-20T12:19:00,flip,-1,0.0,1,183.63,4.449,3.524,0.986,0.467,0.24,0.0,1,2.9381,0.8,3.2,tp,0.0381,0.0653
1784554260,2026-07-20T13:31:00,cont,-1,72.0,1,102.65,2.291,3.006,0.46,0.407,0.407,181.05,5,-2.0686,-1.0076,-4.0304,sl,0.0682,0.1169
1784555340,2026-07-20T13:49:00,flip,1,0.0,1,223.11,2.426,5.546,0.547,0.547,0.547,0.0,1,-4.4764,-1.0032,-4.0127,sl,0.0314,0.0538
1784557260,2026-07-20T14:21:00,flip,-1,0.0,1,355.12,4.21,4.227,0.928,0.649,0.545,0.0,1,-7.1122,-1.0014,-4.0055,sl,0.0197,0.0338
1784559780,2026-07-20T15:03:00,flip,1,0.0,1,268.81,4.306,3.997,0.827,0.827,0.49,0.0,1,4.301,0.8,3.2,tp,0.026,0.0446
1784562120,2026-07-20T15:42:00,cont,1,39.0,1,225.48,3.899,3.45,0.984,0.984,0.299,497.38,2,3.6077,0.8,3.2,tp,0.031,0.0532
1784571120,2026-07-20T18:12:00,cont,1,189.0,0,436.17,7.596,12.207,1.777,0.939,0.939,1222.43,3,-8.8482,-1.0143,-4.0572,sl,0.016,0.0275
