tb,time,src,era,kind,d,pnl,R,tpf,spread_med24,spread_over_range24,spread_over_atr,tp_over_spread,stop_over_spread,atr_over_price,rng60,rng360,rng1440,absret60,absret360,absret1440,sd60,sd360,sd1440,er60,er360,er1440,signac360,flips_per_day,bos_per_day,cont_per_flip,med_flip_gap_min,trend_age_min,flip_share20,own20_tpf,own50_tpf,own20_R,own50_R,own20_flip_R,own20_cont_R,mkt20_fwd5,mkt20_fwd15,mkt20_fwd30,mkt20_ge05
1778706600,2026-05-13T21:10:00,V2,DISC,flip,-1,6.0707,0.8,1,9.8,0.28697,0.22545,30.97347,38.71633,5.47728,28.845,40.09,34.15,142.95716,1121.14382,4040.05643,3.07364,4.17094,3.77966,0.2968,0.02218,0.04204,-0.02507,8,37,3.625,130.0,73.0,0.4,0.75,0.64,0.349,0.14788,0.2556,-0.01473,0.00835,0.48493,0.79829,0.45
1778728800,2026-05-14T03:20:00,V2,DISC,cont,-1,-4.9606,-1.0051,0,9.8,0.27809,0.13891,20.14388,25.17959,8.92911,38.415,36.705,35.24,198.8988,1008.41593,4109.00668,4.83474,3.77187,3.85849,0.38416,0.04786,0.06154,-0.01393,9,37,3.11111,136.0,30.0,0.45,0.75,0.64,0.349,0.14788,0.2556,-0.01473,-0.02092,0.24467,0.43742,0.4
1778730660,2026-05-14T03:51:00,V2,DISC,cont,-1,-7.1244,-1.0024,0,9.8,0.27237,0.1677,29.0102,36.26224,7.39666,57.155,39.01,35.98,256.65301,1074.86748,4184.64542,5.7843,4.00865,3.91807,0.15914,0.05545,0.06661,0.01393,9,38,3.22222,136.0,61.0,0.45,0.75,0.64,0.349,0.14788,0.2556,-0.01473,-0.09274,0.11108,0.27941,0.35
1778735040,2026-05-14T05:04:00,V2,DISC,flip,1,-1.608,-1.023,0,9.8,0.26649,0.26808,6.41531,8.01939,4.60289,36.62,39.53,36.775,153.81065,1046.31028,4215.33591,2.94721,3.87747,3.95287,0.30179,0.01042,0.05333,0.00836,10,43,3.3,130.0,50.0,0.45,0.75,0.64,0.349,0.14788,0.2556,-0.01473,-0.03514,0.05729,0.17187,0.35
1778736000,2026-05-14T05:20:00,V2,DISC,cont,1,1.9026,0.8,1,9.8,0.26558,0.28772,9.70714,12.13367,4.28615,33.735,39.765,36.9,148.90204,1052.00888,4218.88278,2.99701,3.88424,3.95964,0.15376,0.01398,0.04901,0.02507,10,44,3.4,130.0,66.0,0.4,0.7,0.64,0.25874,0.148,0.2556,-0.10498,0.00796,0.02325,0.06563,0.35
1778736540,2026-05-14T05:29:00,V2,DISC,cont,1,1.532,0.8,1,9.8,0.26348,0.22528,7.81633,9.77041,5.46742,38.785,39.975,37.195,157.08842,1052.79094,4222.94679,3.15224,3.89197,3.96704,0.22187,0.0284,0.04615,0.0195,10,45,3.5,130.0,75.0,0.4,0.7,0.64,0.25874,0.148,0.2556,-0.10498,0.00796,0.02325,0.06563,0.35
1778757960,2026-05-14T11:26:00,V2,DISC,flip,-1,-5.3586,-1.012,0,9.8,0.2519,0.27103,21.61224,27.01531,4.55741,31.845,33.99,38.905,176.55075,967.5447,4396.07878,3.52092,3.44698,4.08573,0.23414,0.02682,0.03614,-0.00279,8,39,3.875,136.0,0.0,0.35,0.65,0.64,0.16754,0.14768,0.25476,0.07795,0.04405,0.02683,0.29248,0.4
1778762640,2026-05-14T12:44:00,V2,DISC,cont,1,2.4651,0.8,1,9.8,0.25196,0.17815,12.57755,15.72143,6.90586,40.075,33.695,38.895,203.53137,999.64837,4309.54915,4.39161,3.57039,3.97339,0.25413,0.02364,0.01429,0.02507,9,37,3.11111,136.0,0.0,0.35,0.65,0.64,0.16754,0.14768,0.25476,0.07795,0.02973,0.05773,0.29577,0.4
1778763720,2026-05-14T13:02:00,V2,DISC,cont,1,2.1408,0.8,1,9.8,0.25333,0.2367,10.92245,13.65306,5.18831,41.31,33.935,38.685,200.68445,1017.97756,4284.64624,4.15567,3.62035,3.95777,0.3327,0.0004,0.01381,0.04735,9,39,3.33333,136.0,18.0,0.35,0.65,0.64,0.16754,0.14768,0.25476,0.07795,0.02973,0.05773,0.29577,0.4
1778764500,2026-05-14T13:15:00,V2,DISC,cont,1,-4.2082,-1.0122,0,9.8,0.25196,0.15333,16.96939,21.21224,7.99456,43.31,34.25,38.895,233.12121,1053.52709,4318.72498,4.82881,3.78745,4.00258,0.31445,0.02723,0.00901,0.02507,9,40,3.44444,136.0,31.0,0.35,0.65,0.64,0.16754,0.14768,0.25476,0.07795,0.0974,0.11754,0.38242,0.45
1778764920,2026-05-14T13:22:00,V2,DISC,cont,1,-5.9372,-1.0018,0,9.8,0.25183,0.13575,24.1898,30.23776,9.02369,44.535,34.42,38.915,270.20112,1097.4312,4354.35018,5.6323,3.99068,4.04925,0.30481,0.03014,0.00671,0.02507,9,41,3.55556,136.0,38.0,0.35,0.65,0.64,0.16754,0.14768,0.25476,0.07795,0.0974,0.11754,0.38242,0.45
1778767140,2026-05-14T13:59:00,V2,DISC,flip,-1,-7.1876,-1.0059,0,9.8,0.25138,0.11625,29.16531,36.45612,10.57981,74.09,36.57,38.985,339.66214,1203.81561,4381.10739,7.22892,4.48474,4.06842,0.02416,0.0037,0.00186,-0.00836,10,40,3.0,127.0,0.0,0.35,0.6,0.62,0.07694,0.11144,0.16416,0.07795,-0.02463,0.12074,0.57623,0.55
1778769600,2026-05-14T14:40:00,V2,DISC,flip,1,4.9077,0.8,1,9.8,0.25106,0.14931,25.03878,31.29898,8.16857,75.215,41.31,39.035,334.82465,1326.53813,4442.0336,7.05423,4.97803,4.18522,0.21153,0.04639,0.01686,-0.04178,11,40,2.63636,84.0,0.0,0.35,0.6,0.62,0.07694,0.11144,0.16416,0.07795,-0.01008,0.10278,0.57438,0.55
1778773800,2026-05-14T15:50:00,V2,DISC,cont,1,5.7149,0.8,1,9.8,0.24933,0.16968,29.15714,36.44694,7.11588,66.8,47.96,39.305,257.71122,1483.09165,4482.96536,5.68729,5.5529,4.3032,0.17547,0.12986,0.05608,-0.00836,11,39,2.54545,84.0,70.0,0.25,0.6,0.6,0.07668,0.07534,0.16416,0.0782,-0.00708,0.20259,0.61461,0.55
1778774400,2026-05-14T16:00:00,V2,DISC,cont,1,-4.902,-1.0258,0,9.8,0.24962,0.14515,19.5051,24.38163,8.28566,60.345,47.995,39.26,258.9506,1497.29079,4452.76335,6.19639,5.7108,4.29719,0.18886,0.14752,0.06896,-0.00836,11,41,2.72727,84.0,80.0,0.3,0.55,0.58,-0.01362,0.03922,0.16408,0.0782,-0.00708,0.20259,0.61461,0.55
1778810820,2026-05-15T02:07:00,V2,DISC,flip,-1,10.1984,0.8,1,9.8,0.22303,0.12139,52.03265,65.04082,9.96652,57.675,39.125,43.94,248.97621,1115.63619,5167.66129,5.33538,4.13486,5.01692,0.26869,0.06579,0.03373,0.0195,7,28,3.0,127.0,0.0,0.3,0.55,0.58,-0.01445,0.03879,0.16408,0.07698,-0.00076,0.5229,0.92303,0.6
1778857800,2026-05-15T15:10:00,V2,DISC,flip,1,-6.7084,-1.0001,0,9.8,0.20774,0.11611,27.37755,34.22245,10.64404,86.135,48.935,47.175,330.99871,1529.44142,5728.48683,6.95338,5.94486,5.38241,0.07963,0.10554,0.03572,-0.11978,2,14,6.0,136.0,0.0,0.3,0.55,0.58,-0.01445,0.03879,0.25452,0.07698,0.0927,0.5492,0.71432,0.5
1778947380,2026-05-16T16:03:00,V2,DISC,flip,1,-4.9484,-1.0125,0,9.8,0.32094,0.3248,19.94898,24.93571,3.85357,29.35,32.0,30.535,143.44301,933.98819,3523.07124,3.03812,3.47247,3.40331,0.11357,0.05071,0.03027,-0.06964,2,12,5.0,201.0,0.0,0.35,0.5,0.58,-0.10446,0.03897,0.16452,0.07698,0.03503,0.12861,0.31692,0.25
1778982060,2026-05-17T01:41:00,V2,DISC,flip,-1,-5.8022,-1.007,0,9.8,0.37904,0.17747,23.51735,29.39694,7.09913,40.785,20.19,25.855,201.47546,603.75529,3172.5372,4.50933,2.46762,3.15015,0.23832,0.09852,0.04891,-0.08078,2,6,2.0,432.0,0.0,0.4,0.45,0.58,-0.19508,0.03877,0.16414,0.07698,0.01756,0.13379,0.3298,0.25
1778992620,2026-05-17T04:37:00,V2,DISC,flip,1,1.625,0.8,1,9.8,0.36974,0.38133,8.29082,10.36327,3.28953,21.915,24.285,26.505,79.10698,684.50919,3164.44413,1.62178,2.76248,3.16547,0.19216,0.01672,0.03286,0.01393,3,7,1.33333,201.0,0.0,0.45,0.4,0.58,-0.28543,0.03897,0.1667,0.07698,0.01208,0.12823,0.30745,0.25
1778998920,2026-05-17T06:22:00,V2,DISC,flip,-1,-2.2072,-1.0035,0,9.8,0.36974,0.40709,8.97755,11.22143,3.0836,22.27,25.475,26.505,108.33924,740.2985,3177.88399,2.32322,2.88578,3.16555,0.11757,0.01606,0.03243,-0.03621,4,9,1.25,201.0,0.0,0.45,0.4,0.58,-0.28543,0.03897,0.1667,0.07698,0.09888,0.21481,0.4586,0.3
1779013620,2026-05-17T10:27:00,V2,DISC,flip,1,-3.4516,-1.0486,0,9.8,0.41151,0.23157,13.43469,16.79388,5.38958,25.85,21.29,23.815,150.78865,623.18692,2797.52022,3.29688,2.35699,2.72693,0.3721,0.08975,0.03125,-0.06964,5,7,0.4,244.0,0.0,0.5,0.4,0.58,-0.28556,0.03973,0.07653,0.07698,0.07962,0.17728,0.42928,0.25
1779016500,2026-05-17T11:15:00,V2,DISC,flip,-1,-2.3896,-1.0016,0,9.8,0.41368,0.31371,9.73776,12.17245,3.98878,30.38,21.705,23.69,139.77589,650.77568,2736.70746,2.84003,2.43849,2.60089,0.09328,0.01556,0.01491,-0.10306,6,7,0.16667,244.0,0.0,0.5,0.4,0.58,-0.28556,0.03973,0.07653,0.07698,0.03568,0.12718,0.36147,0.2
1779023520,2026-05-17T13:12:00,V2,DISC,cont,-1,4.4285,0.8,1,9.8,0.41614,0.30618,22.59388,28.24286,4.09045,24.34,23.04,23.55,129.91451,714.05057,2726.83601,2.77556,2.6712,2.60293,0.15743,0.03383,0.01365,-0.05292,6,8,0.33333,244.0,117.0,0.55,0.4,0.58,-0.28774,0.03886,-0.0159,0.07698,-0.05913,-0.14865,-0.07585,0.15
1779126300,2026-05-18T17:45:00,V2,DISC,flip,1,-10.0372,-1.0109,0,9.8,0.2205,0.20428,40.52857,50.6602,6.26051,47.44,66.65,44.445,192.12246,1925.33404,5714.28683,4.19243,7.5939,6.21502,0.12181,0.04244,0.0315,-0.03064,1,8,7.0,244.0,0.0,0.55,0.45,0.58,-0.19655,0.03999,-0.10598,0.07698,0.20036,0.26428,0.60455,0.35
1779130920,2026-05-18T19:02:00,V2,DISC,cont,1,-15.0292,-1.0046,0,9.8,0.21201,0.09595,61.06224,76.32755,13.30524,50.045,62.87,46.225,294.23543,1953.71427,5901.17977,8.6413,8.04231,6.45351,0.10869,0.04745,0.03231,-0.04178,1,10,9.0,244.0,77.0,0.55,0.45,0.58,-0.19655,0.03999,-0.10598,0.07698,0.16407,0.08516,0.04949,0.25
1779208320,2026-05-19T16:32:00,V2,DISC,flip,1,4.9794,0.8,1,9.8,0.23973,0.21244,25.4051,31.75612,6.02009,40.86,46.565,40.88,217.76741,1432.37913,4846.43279,4.68176,5.53649,4.72782,0.0486,0.02007,0.00762,0.02507,7,23,2.28571,198.0,0.0,0.6,0.35,0.56,-0.37732,0.00402,-0.19653,0.07691,-0.09877,-0.16039,-0.17142,0.2
1779211080,2026-05-19T17:18:00,V2,DISC,cont,1,-2.0366,-1.0257,0,9.8,0.24189,0.25885,8.10408,10.13061,4.92234,41.53,46.405,40.515,169.66925,1381.54883,4777.11554,3.31759,5.32919,4.68708,0.3441,0.00506,0.00787,0.04735,7,27,2.85714,198.0,46.0,0.6,0.35,0.56,-0.37732,0.00402,-0.19653,0.07691,-0.05416,-0.0921,-0.13887,0.25
1779215400,2026-05-19T18:30:00,V2,DISC,flip,-1,-5.0322,-1.0083,0,9.8,0.24494,0.21622,20.37041,25.46327,5.91082,38.26,48.06,40.01,190.55501,1430.63883,4754.91333,4.26769,5.43282,4.65343,0.06758,0.00835,0.01005,0.08078,7,26,2.71429,196.0,0.0,0.6,0.35,0.56,-0.37732,0.00402,-0.19653,0.07691,-0.05066,-0.11341,-0.20952,0.25
1779257940,2026-05-20T06:19:00,V2,DISC,flip,1,2.8056,0.8,1,9.8,0.27984,0.38783,14.31429,17.89286,3.27148,32.485,33.69,35.02,160.29609,1011.78758,4207.33117,3.4152,4.19569,4.18482,0.10719,0.09354,0.01016,-0.14763,5,21,3.2,198.0,0.0,0.65,0.3,0.54,-0.46842,-0.03262,-0.28694,-0.01438,-0.08414,-0.11102,-0.16679,0.25
1779261780,2026-05-20T07:23:00,V2,DISC,cont,1,-3.1428,-1.0024,0,9.8,0.28112,0.27695,12.79796,15.99694,4.57245,28.385,32.065,34.86,143.71332,945.50405,4189.37321,3.06198,3.94123,4.18179,0.11604,0.08766,0.00897,-0.14206,4,20,4.0,198.0,64.0,0.65,0.3,0.54,-0.46842,-0.03262,-0.28694,-0.01438,-0.06478,-0.11112,-0.18303,0.25
1779264660,2026-05-20T08:11:00,V2,DISC,flip,-1,-1.5842,-1.0141,0,9.8,0.28484,0.34066,6.37653,7.97041,3.7277,28.355,29.225,34.405,137.24848,865.49639,4189.07763,2.75681,3.47527,4.17385,0.12072,0.07409,0.00465,-0.11978,5,20,3.0,196.0,0.0,0.65,0.3,0.54,-0.46842,-0.03262,-0.28694,-0.01438,-0.14723,-0.16644,-0.36174,0.15
1779273240,2026-05-20T10:34:00,V2,DISC,flip,1,-5.9006,-1.003,0,9.8,0.29452,0.32151,24.01224,30.01531,3.92949,24.525,27.84,33.275,125.69433,859.10078,4081.10159,2.82283,3.55425,4.12325,0.13836,0.13303,0.02253,-0.08635,5,20,3.0,143.0,0.0,0.7,0.35,0.5,-0.37826,-0.10495,-0.28738,-0.1045,-0.1799,-0.21834,-0.62689,0.15
1779286320,2026-05-20T14:12:00,V2,DISC,flip,-1,-7.02,-1.0,0,9.8,0.30511,0.13657,28.65204,35.81531,9.33566,68.135,27.52,32.12,277.5693,947.03588,3928.41648,6.14977,3.86371,3.87041,0.25954,0.04153,0.0065,-0.05292,6,20,2.33333,143.0,0.0,0.7,0.3,0.5,-0.4684,-0.10498,-0.37752,-0.1045,-0.21665,-0.28304,-0.70656,0.15
1779290100,2026-05-20T15:15:00,V2,DISC,flip,1,-10.4802,-1.0097,0,9.8,0.3052,0.12369,42.36429,52.9551,10.19356,58.855,32.385,32.11,334.92107,1164.1163,3948.62494,10.75536,5.8126,4.31694,0.21154,0.04539,0.03682,-0.05292,7,18,1.57143,143.0,0.0,0.7,0.3,0.5,-0.4684,-0.10498,-0.37752,-0.1045,-0.24651,-0.3401,-0.7348,0.15
1779328320,2026-05-21T01:52:00,V2,DISC,flip,-1,-3.2258,-1.0041,0,9.8,0.29162,0.222,13.11224,16.39082,5.67826,45.835,32.49,33.605,225.02831,1022.6851,4150.01904,4.82083,3.79072,4.42242,0.07746,0.02021,0.03255,-0.02507,6,13,1.16667,143.0,0.0,0.8,0.25,0.46,-0.5576,-0.17718,-0.55801,-0.1045,-0.28222,-0.40716,-0.72892,0.15
1779336120,2026-05-21T04:02:00,V2,DISC,flip,1,-4.7722,-1.0072,0,9.8,0.29701,0.38174,19.33878,24.17347,3.28908,20.86,31.09,32.995,115.15566,947.2944,4128.90997,2.31862,3.49634,4.40061,0.17487,0.098,0.04109,-0.06964,7,14,1.0,143.0,0.0,0.8,0.2,0.44,-0.6478,-0.21326,-0.55706,-0.1045,-0.29305,-0.44212,-0.81987,0.1
1779341160,2026-05-21T05:26:00,V2,DISC,flip,-1,1.1923,0.8,1,9.8,0.29887,0.33368,6.08367,7.60408,3.77559,19.6,28.805,32.79,109.69524,923.43445,4095.65928,2.30468,3.45074,4.3114,0.18963,0.05758,0.02294,-0.04735,8,15,0.875,130.0,0.0,0.8,0.2,0.44,-0.6478,-0.21326,-0.55706,-0.1045,-0.29563,-0.48821,-0.9044,0.05
1779345780,2026-05-21T06:43:00,V2,DISC,cont,-1,-4.0424,-1.0039,0,9.8,0.30191,0.32623,16.43469,20.54388,3.87149,25.2,28.325,32.46,144.07752,917.71095,4085.43173,2.91776,3.37016,4.29368,0.16169,0.00776,0.01226,0.00279,7,16,1.28571,130.0,77.0,0.8,0.2,0.42,-0.64816,-0.2494,-0.55682,-0.1045,-0.26001,-0.54125,-0.78548,0.1
1779368040,2026-05-21T12:54:00,V2,DISC,flip,1,-2.4388,-1.0252,0,9.8,0.27516,0.30158,9.70918,12.13673,4.2062,36.695,34.125,35.615,177.8227,1121.37415,4456.31856,3.81199,4.73903,4.6816,0.07901,0.03203,0.00822,-0.17549,6,14,1.33333,143.0,0.0,0.75,0.25,0.42,-0.55738,-0.24942,-0.46653,-0.10424,-0.21263,-0.40006,-0.67159,0.1
1779370260,2026-05-21T13:31:00,V2,DISC,flip,-1,2.5838,0.8,1,9.8,0.27532,0.23362,13.18265,16.47857,5.44291,33.975,33.355,35.595,162.48827,1113.57636,4443.28448,3.91641,4.76653,4.66445,0.00585,0.05652,0.0034,-0.11978,7,16,1.28571,130.0,0.0,0.75,0.25,0.42,-0.55738,-0.24942,-0.46653,-0.10424,-0.27925,-0.53049,-0.91842,0.1
1779370680,2026-05-21T13:38:00,V2,DISC,cont,-1,-6.1526,-1.0019,0,9.8,0.27532,0.1293,25.06531,31.33163,9.86297,34.75,34.135,35.595,195.86606,1163.43648,4478.21666,5.08059,5.0057,4.6931,0.26507,0.08403,0.00488,-0.10864,7,17,1.42857,130.0,7.0,0.75,0.25,0.42,-0.55738,-0.24942,-0.46653,-0.10424,-0.28366,-0.612,-1.25714,0.1
1779372120,2026-05-21T14:02:00,V2,DISC,flip,1,-3.287,-1.0098,0,9.8,0.27532,0.10623,13.28571,16.60714,11.96266,60.18,37.155,35.595,281.9626,1242.4174,4482.71283,6.91619,5.33447,4.72713,0.06856,0.07774,7e-05,-0.10306,8,19,1.375,130.0,0.0,0.75,0.25,0.42,-0.55738,-0.24942,-0.46653,-0.10424,-0.25472,-0.50111,-1.18635,0.1
1779376860,2026-05-21T15:21:00,V2,DISC,cont,1,7.3728,0.8,1,9.8,0.27489,0.12919,37.61633,47.02041,9.82994,59.72,45.355,35.65,266.98907,1394.71195,4379.33036,5.90655,5.8291,4.30971,0.17863,0.06649,0.01452,-0.10864,6,18,2.0,130.0,79.0,0.75,0.2,0.4,-0.64864,-0.28592,-0.55779,-0.10424,-0.23858,-0.54105,-0.93762,0.1
1779389280,2026-05-21T18:48:00,V2,DISC,flip,-1,-7.4892,-1.0327,0,9.8,0.27439,0.18641,29.6,37.0,6.78625,57.92,55.52,35.715,302.59087,1625.85423,4578.25058,6.18215,6.4121,4.63677,0.12462,0.01797,0.00319,-0.02507,7,23,2.28571,130.0,0.0,0.7,0.25,0.4,-0.55654,-0.28586,-0.55827,-0.19433,-0.12147,-0.42896,-0.75488,0.15
1779423300,2026-05-22T04:15:00,V2,DISC,cont,1,-0.7782,-1.0596,0,9.8,0.29059,0.40552,2.99796,3.74694,3.10592,22.635,27.93,33.725,106.43317,851.66586,4423.66039,2.2284,3.04671,4.56651,0.14487,0.0348,0.0039,-0.05292,5,19,2.8,130.0,567.0,0.7,0.25,0.38,-0.55763,-0.32252,-0.55928,-0.19433,-0.08985,-0.39797,-0.70196,0.15
1779423840,2026-05-22T04:24:00,V2,DISC,flip,-1,0.8992,0.8,1,9.8,0.28998,0.37052,4.58776,5.73469,3.40279,22.635,28.055,33.795,101.65176,849.26922,4427.76823,2.14265,3.03615,4.56536,0.06318,0.02285,0.00601,-0.04178,5,19,2.8,130.0,576.0,0.7,0.25,0.38,-0.55763,-0.32252,-0.55928,-0.19433,-0.08985,-0.39797,-0.70196,0.15
1779424500,2026-05-22T04:35:00,V2,DISC,cont,-1,1.0578,0.8,1,9.8,0.28998,0.43942,5.39694,6.74592,2.87123,22.13,27.865,33.795,98.1878,844.27835,4437.01044,2.14926,3.03099,4.56886,0.04937,0.01761,0.00658,-0.04735,5,19,2.8,130.0,587.0,0.7,0.25,0.38,-0.55763,-0.32252,-0.55928,-0.19433,-0.08985,-0.39797,-0.70196,0.15
1779425640,2026-05-22T04:54:00,V2,DISC,cont,-1,-0.8994,-1.0151,0,9.8,0.2884,0.42801,3.61633,4.52041,2.95173,22.95,27.695,33.98,108.07838,842.55268,4460.12441,2.32221,3.02176,4.57529,0.14204,0.0038,0.01043,-0.04178,5,19,2.8,130.0,606.0,0.7,0.25,0.38,-0.55763,-0.32252,-0.55928,-0.19433,-0.08985,-0.39797,-0.70196,0.15
1779427380,2026-05-22T05:23:00,V2,DISC,cont,-1,1.5304,0.8,1,9.8,0.29059,0.466,7.80816,9.7602,2.7128,18.4,26.435,33.725,109.05233,828.08382,4439.00595,2.33357,2.94999,4.56718,0.28028,0.00038,0.00852,-0.04178,5,19,2.8,130.0,635.0,0.7,0.25,0.38,-0.55763,-0.32252,-0.55928,-0.19433,-0.08985,-0.39797,-0.70196,0.15
1779429420,2026-05-22T05:57:00,V2,DISC,cont,-1,2.7507,0.8,1,9.8,0.28998,0.39731,14.03469,17.54286,3.1856,22.755,26.125,33.795,133.99548,852.16043,4472.16815,2.67333,2.99588,4.57641,0.1518,0.01873,0.00816,-0.02507,4,17,3.25,130.0,669.0,0.7,0.25,0.38,-0.55763,-0.32252,-0.55928,-0.19433,-0.08985,-0.39797,-0.70196,0.15
1779434820,2026-05-22T07:27:00,V2,DISC,flip,1,-1.4668,-1.0022,0,9.8,0.29223,0.2777,5.97347,7.46735,4.55767,29.99,25.755,33.535,167.07099,821.3694,4463.63785,3.3985,2.90178,4.57551,0.06605,0.00636,0.0031,-0.04735,4,16,3.0,130.0,759.0,0.6,0.3,0.36,-0.46943,-0.35999,-0.46893,-0.19777,-0.08985,-0.39797,-0.70196,0.15
1779435900,2026-05-22T07:45:00,V2,DISC,flip,-1,-1.8444,-1.021,0,9.8,0.29119,0.36297,7.37347,9.21633,3.4902,29.69,25.39,33.655,172.02467,817.74219,4481.30117,3.44204,2.88606,4.58274,0.0017,0.01606,0.00925,-0.06407,4,16,3.0,130.0,777.0,0.6,0.3,0.36,-0.46943,-0.35999,-0.46893,-0.19777,-0.08985,-0.39797,-0.70196,0.15
1779438900,2026-05-22T08:35:00,V2,DISC,cont,-1,-5.2738,-1.0071,0,9.8,0.29625,0.21011,21.37347,26.71735,6.04104,28.26,25.08,33.08,164.09798,819.81252,4457.94889,3.83871,2.9811,4.55987,0.13238,0.0555,0.01933,-0.09749,4,16,3.0,130.0,827.0,0.6,0.35,0.36,-0.37931,-0.35999,-0.46893,-0.10765,-0.08985,-0.39797,-0.70196,0.15
1779470940,2026-05-22T17:29:00,V2,DISC,flip,1,-8.7908,-1.0202,0,9.8,0.32418,0.13983,35.16939,43.96122,9.10614,34.945,37.07,30.23,187.54151,1168.28622,3915.47658,4.33504,4.32146,3.66335,0.08495,0.02904,0.03107,-0.04735,2,9,3.5,130.0,0.0,0.55,0.35,0.36,-0.37998,-0.35999,-0.55992,-0.198,-0.35113,-0.51484,-0.88701,0.1
1779475500,2026-05-22T18:45:00,V2,DISC,flip,-1,9.6978,0.8,1,9.8,0.32694,0.11338,49.47857,61.84796,11.36844,37.455,40.18,29.975,220.31507,1262.45912,3846.77839,8.26058,5.37855,3.83664,0.48726,0.1386,0.0544,0.00836,3,9,2.0,130.0,1.0,0.55,0.35,0.36,-0.37998,-0.35999,-0.55992,-0.198,-0.34164,-0.3886,-0.71431,0.1
1779491280,2026-05-22T23:08:00,V2,DISC,flip,1,0.7414,0.8,1,9.8,0.31131,0.35275,3.78265,4.72857,3.66814,31.475,39.625,31.48,165.37606,1341.90016,4173.57786,3.38955,6.60582,4.4292,0.0454,0.11033,0.05973,-0.03064,3,11,2.66667,130.0,0.0,0.55,0.4,0.34,-0.2903,-0.39639,-0.46842,-0.198,-0.25126,-0.30998,-0.47233,0.15
1779492540,2026-05-22T23:29:00,V2,DISC,flip,-1,-2.0404,-1.0426,0,9.8,0.31131,0.291,7.98776,9.98469,4.45538,32.045,39.08,31.48,170.90339,1312.0846,4190.0191,3.5489,6.50149,4.43134,0.08468,0.13892,0.06329,-0.01393,4,12,2.0,84.0,0.0,0.55,0.4,0.34,-0.2903,-0.39639,-0.46842,-0.198,-0.27409,-0.32173,-0.36154,0.15
1779493500,2026-05-22T23:45:00,V2,DISC,cont,-1,3.9317,0.8,1,9.8,0.31121,0.21151,20.05918,25.07449,6.1405,29.22,38.555,31.49,174.27035,1331.86404,4228.51539,5.11426,6.69117,4.5107,0.09327,0.13842,0.06852,-0.01393,4,13,2.25,84.0,16.0,0.55,0.4,0.34,-0.2903,-0.39639,-0.46842,-0.198,-0.23204,-0.49239,-0.44385,0.15
1779496320,2026-05-23T00:32:00,V2,DISC,cont,-1,2.4277,0.8,1,9.8,0.30822,0.16596,12.38571,15.48265,7.84599,44.115,40.945,31.795,211.7171,1383.48544,4257.38246,5.56726,6.77659,4.52386,0.21455,0.13774,0.06952,-0.00279,4,14,2.5,84.0,63.0,0.55,0.4,0.34,-0.2903,-0.39639,-0.46842,-0.198,-0.25901,-0.4498,-0.26919,0.2
1779505260,2026-05-23T03:01:00,V2,DISC,flip,1,0.6099,0.8,1,9.8,0.30905,0.43777,3.11224,3.8898,2.96515,23.04,31.155,31.71,102.95973,935.12781,4187.96147,2.20336,3.62639,4.50357,0.13028,0.06356,0.06688,-0.04178,5,15,2.0,212.0,0.0,0.5,0.5,0.36,-0.11061,-0.36076,-0.47,-0.19801,-0.20308,-0.36997,-0.28807,0.2
1779507060,2026-05-23T03:31:00,V2,DISC,cont,1,0.7379,0.8,1,9.8,0.31052,0.49016,3.76531,4.70612,2.64693,19.9,30.575,31.56,77.92684,930.13499,4152.49497,1.52673,3.6123,4.48984,0.24838,0.06047,0.06815,-0.04735,5,18,2.6,212.0,30.0,0.5,0.5,0.36,-0.11061,-0.36076,-0.47,-0.19801,-0.20725,-0.33403,-0.22817,0.25
1779511080,2026-05-23T04:38:00,V2,DISC,flip,-1,1.513,0.8,1,9.8,0.31405,0.49259,7.71939,9.64898,2.63639,13.675,25.31,31.205,70.89299,817.62421,4121.48174,1.60827,3.36547,4.47904,0.17462,0.0293,0.07083,0.03064,6,19,2.16667,97.0,0.0,0.5,0.5,0.36,-0.11061,-0.36076,-0.47,-0.19801,-0.18478,-0.29769,-0.1221,0.3
1779517500,2026-05-23T06:25:00,V2,DISC,cont,-1,0.7602,0.8,1,9.8,0.32136,0.89691,3.87857,4.84796,1.44968,15.545,20.28,30.495,61.71181,634.00517,4024.40531,1.355,2.41179,4.4406,0.10111,0.00558,0.06523,0.02507,6,23,2.83333,97.0,107.0,0.5,0.55,0.4,-0.02051,-0.28861,-0.37959,-0.19801,-0.20934,-0.29752,-0.10664,0.25
1779548100,2026-05-23T14:55:00,V2,DISC,flip,1,1.9771,0.8,1,9.8,0.33013,0.22308,10.08776,12.60918,5.82326,34.62,24.21,29.685,194.45252,775.32201,4071.25609,4.37842,3.11428,5.2927,0.20258,0.14765,0.04198,-0.1922,7,25,2.57143,212.0,0.0,0.5,0.6,0.4,0.06998,-0.28861,-0.37959,-0.1074,-0.11524,0.31803,0.79026,0.5
1779575400,2026-05-23T22:30:00,V2,DISC,flip,-1,-9.396,-1.0844,0,9.8,0.3404,0.20363,35.36735,44.20918,6.2985,56.69,40.63,28.79,272.5912,1399.73948,3993.18852,5.88309,5.85417,4.99255,0.05526,0.09665,0.02167,-0.0195,6,25,3.16667,264.0,0.0,0.5,0.65,0.42,0.16161,-0.25209,-0.28888,-0.1074,-0.05254,0.53194,1.03687,0.55
